level_0	index	SITEID	DESKTOP_MANUF	OTHER_DESKTOPS	LAPTOP_MANUF	OTHER_LAPTOPS	DESKTOP_VIRTUALIZATION_MANUF	WORKSTATION_MANUF	OTHER_WORKSTATIONS	SERVER_MANUF	SERVER_SERIES	OTHER_SERVERS	OS_MANUF	OS_MODEL	OTHER_OS	SERVER_VIRTUALIZATION_MANUF	NETWORK_PRINTER_MANUF	OTHER_NETWORK_PRINTERS	HIGHVOLUME_PRINTER_MANUF	COPIER_MANUF	UPS_MANUF	DAS_MANUF	NAS_MANUF	SAN_MANUF	TAPE_LIBRARY_MANUF	STORAGE_VIRTUALIZATION_MANUF	STORAGE_MGMT_SW_MANUF	PBX_MANUF	VOIP_MANUF	VOIP_HOSTING	UNIFIED_COMM_SERVICES_MANUF	LONG_DISTANCE_CARRIER	HANDSET_SMARTPHONE_MANUF	HANDSET_SMARTPHONE_OS	CELL_SERVICES_PROVIDER	PBX_MAINT_PROVIDER	MOBILITY_CONTRACT_EXPIRE	NETWORK_LINE_CARRIER	VIDEO_CONF_SERVICES_MANUF	ROUTER_MANUF	SWITCH_MANUF	VPN_MANUF	ISP_PROVIDER	NETWORK_SERVICES_PROVIDER	HOST_REMOTE	ETHERNET_TECH	VPN_CONTRACT_EXPIRE	ASSET_MGMT_SW_MANUF	ENTERPRISE_MGMT_SW_MANUF	IDACCESS_SW_MANUF	APPLICATION_SERVER_SW_MANUF	BUSINESS_INTEL_SW_MANUF	COLLABORATIVE_SW_MANUF	CRM_SW_MANUF	DOC_MGMT_SW_MANUF	APP_CONSOLIDATION_SW_MANUF	ERP_SW_MANUF	ACCOUNTING_SW_MANUF	HUMAN_RES_SW_MANUF	SUPPLY_CHAIN_SW_MANUF	WEB_PORTAL_SW_MANUF	DBMS_MANUF	DATAWAREHOUSE_SW_MANUF	SW_AS_A_SERVICE_ERP_MANUF	SW_AS_A_SERVICE_CRM_MANUF	SW_AS_A_SERVICE_STORAGE_MANUF	SW_AS_A_SERVICE_EMAIL_MANUF	SW_AS_A_SERVICE_OTHER_MANUF	EMAIL_MESSAGING_SW_MANUF	DEVELOPMENT_SW_TOOL	ANTIVIRUS_SW_MANUF	ECOMMERCE_TYPE
259527	259527	208005391								IBM	AS/400		LINUX	Linux 2.4	Yes																									MikroTik	Cisco		INTERCOM																									Microsoft	Microsoft			
259533	259533	208005402											LINUX	Linux 2.4	Yes		HP																							Cisco	Cisco										APACHE	Alteryx							Kenexa			Google						Kenexa		COMPILER		
259543	259543	208005412																																																																						
259556	259556	208005427																																																																						
259572	259572	208005467								IBM	XSERIES		LINUX	Linux 2.6													F5-NETWORKS												AXIS	F5-NETWORKS											APACHE																	Thunderhead		Akamai		
259575	259575	208005474								IBM	XSERIES		Cisco	Cisco IOS																										Cisco	Cisco										APACHE																					
259627	259627	208005561						IBM					Cisco	Cisco IOS																										Cisco	Cisco																															
259641	259641	208005582											Microsoft	ASP.NET																																																							COMMTOUCH			
259642	259642	208005584											LINUX	Linux 3.8	Yes									HP																																					WordPress	Oracle						Microsoft	Dovecot	COMPILER		
259647	259647	208005604																																																																						
259749	259749	208005787					TeamViewer			IBM	ZSERIES		LINUX	Linux 2.6	Yes																									MikroTik												Microsoft	Cisco	Microsoft			Microsoft		Ulti Soft		WordPress	Apache-Soft			Salesforce			Ulti Soft	SendGrid	Atlassian		
259769	259769	208005827											Cisco	Cisco IOS																										Dell	Cisco										APACHE																	Microsoft	EXIM			
259814	259814	208005944											LINUX	Linux 2.4	Yes																									MikroTik											APACHE																					
259816	259816	208005946											LINUX	Linux 2.6	Yes																									MikroTik																														COMPILER	Proofpoint	
259850	259850	208006009				Yes							LINUX	Linux 2.4	Yes																									MikroTik	Cisco										APACHE																					
259870	259870	208006182								IBM	XSERIES		Cisco	Cisco IOS																										Cisco	Cisco																															
259877	259877	208006219								IBM	XSERIES		LINUX	Linux 2.6	Yes		HP																																		APACHE										WordPress	Google							Dovecot			
259884	259884	208006239											IBM	OS2	Yes																									Cisco	Cisco																				Microsoft											
259902	259902	208006279											Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE										WordPress	Google							EXIM	COMPILER		
259903	259903	208006280																																																											WordPress											
259905	259905	208006286						IBM		IBM	ISERIES		LINUX	Linux 2.6	Yes																									MikroTik											APACHE																			COMPILER		
259910	259910	208006302											LINUX	Linux 4.2	Yes																																																									
259924	259924	208006517											Microsoft	Windows 10	Yes	Apache-Soft																								Cisco												Microsoft	Oracle				Sage		LINKEDIN	AspenTech	Microsoft	MongoDB						WORKDAY		COMPILER	Proofpoint	
259925	259925	208006518						IBM					IBM	OS2																										Cisco	Cisco																					Google										
259934	259934	208006547											LINUX	Linux 4.2	Yes																									Dell	Cisco										APACHE																	Microsoft		COMPILER	OpenSSL	
259951	259951	208006612											LINUX	Linux 4	Yes																									ASUS																												Microsoft		COMPILER		
259952	259952	208006615																																																																						
259964	259964	208006657																																																																						
259976	259976	208006988											Microsoft	ASP.NET	Yes																									Cisco	Cisco																											Microsoft				
259988	259988	208007038											Cisco	Cisco IOS																										Dell	Cisco																															
259989	259989	208007043								IBM	ISERIES		Microsoft	ASP.NET	Yes	Adobe																								MikroTik	Cisco											TableauSoft	Salesforce	Salesforce					ADP						Salesforce			Microsoft	Microsoft		Proofpoint	
259997	259997	208007078											Cisco	Cisco IOS		Adobe																								Cisco	Cisco										APACHE																					
260000	260000	208007087											Microsoft	WINDOWS7	Yes																																															Google						Microsoft		Liferay		
260015	260015	208007212											LINUX	Linux 2.6	Yes												F5-NETWORKS													MikroTik															Amazon															Angular		
260017	260017	208007217											Microsoft	ASP.NET	Yes		XEROX	Yes																						Cisco	Cisco														XEROX														Microsoft			
260018	260018	208007225											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS	Cisco										APACHE							INTUIT				MongoDB						Atlassian	EXIM	Atlassian		
260021	260021	208007231											Microsoft	Xbox			HP																																		APACHE																	Microsoft	Dovecot			
260035	260035	208007413											LINUX	Linux 2.4	Yes		HP												Cisco	Cisco										Slingbox											APACHE								PCrecruiter			Oracle						Microsoft	Microsoft			
260037	260037	208007445											LINUX	Linux 2.4	Yes																									Cisco												TableauSoft	GitHub	Salesforce	Amazon		SAP		Oracle	LLamasoft	Microsoft	Apache-Soft			Salesforce			Avature		Akamai	Microsoft	
260039	260039	208007502								IBM	XSERIES		LINUX	Linux 2.6	Yes																									MikroTik														Gigya								Google								CrazyEgg		
260051	260051	208007586				Yes	Citrix			IBM	SERVER	Yes	LINUX	Linux 3.8	Yes	Citrix	LEXMARK	Yes					IBM	HP			Oracle		Cisco	Cisco				Google						Dell	Cisco							IBM			APACHE	IBM	IBM	IBM	IBM		Microsoft	INFOSYS-INT	Paychex	IBM	Microsoft	Oracle			Salesforce			Verint Sys	TIBCO	CA	NICESys	
260060	260060	208007701											LINUX	Linux 2.6	Yes																									MikroTik	Cisco										APACHE	Microsoft							ADP		WordPress								Microsoft			
260120	260120	208007814											Oracle	Java	Yes	VMware	HP																																		APACHE			ClearSlide			Microsoft					Apache-Soft			ClearSlide			Microsoft		Amazon	Microsoft	
260139	260139	208007939											LINUX	Linux 2.6	Yes		LEXMARK																							Cisco	Cisco										APACHE																					
260142	260142	208008003											LINUX	Linux 2.4	Yes																									MikroTik											APACHE	TableauSoft	Cisco	Salesforce			AGRESSO		WORKDAY		WordPress	Microsoft			Salesforce			Microsoft		Docker	Proofpoint	
260144	260144	208008019											Microsoft	ASP.NET	Yes		HP																							Slingbox													Oracle	Salesforce					Oracle		Microsoft	Microsoft			Salesforce			Microsoft	Mimecast			
260151	260151	208008073											Oracle	J2EE	Yes	VMware											F5-NETWORKS													Cisco												Jaspersoft	Mulesoft	Salesforce			Microsoft				Microsoft	Oracle			Salesforce			Brightcove	Samba	VMware	TRUSTe	
260152	260152	208008092																																																																						
260159	260159	208008183											LINUX	Linux 2.6	Yes																									MikroTik	Cisco										APACHE		Cisco																	Angular		
260163	260163	208008232											LINUX	Linux 2.4	Yes																									MikroTik	Cisco	Cisco									APACHE	MICRO-STRAT	Apigee	Salesforce	Microsoft		Sage		Oracle		Microsoft	Oracle			Salesforce			Pardot	Microsoft	Jenkins	Akamai	
260170	260170	208008318											Microsoft	ASP.NET			EPSON																							Cisco	Cisco											Verint Sys		Salesforce			Microsoft	INTUIT			Microsoft				Salesforce			Verint Sys		Microsoft		
260176	260176	208008376								IBM	XSERIES		LINUX	Linux 2.4	Yes	VMware							EMC				Oracle													MikroTik											APACHE			Salesforce			Oracle				WordPress	Microsoft			Salesforce			Microsoft		COMPILER	TRIPWIRE	
260194	260194	208008437											Cisco	Cisco IOS	Yes																									MikroTik											APACHE											Google						Microsoft				
260195	260195	208008471											Microsoft	Xbox	Yes												Oracle													Cisco	Cisco	Cisco									APACHE	Oracle	Oracle	Gigya			EMC	WORKDAY	ADP	SAP	Microsoft	Oracle			Salesforce			Atlassian	Microsoft	Atlassian	EMC	
260196	260196	208008473											LINUX	Linux 2.6	Yes								HP																	MikroTik												COGNOS	SKYPE				Microsoft	INTUIT	SAP		Microsoft	Microsoft						Microsoft	SendGrid	Microsoft	Proofpoint	
260198	260198	208008517											Microsoft	Xbox	Yes														Cisco	Cisco										Cisco											APACHE											Microsoft							Microsoft	COMPILER	OpenSSL	
260199	260199	208008528								IBM	AS/400		LINUX	Linux 3.4	Yes									HP										Google						ASUS											APACHE										WordPress								Dovecot			
260200	260200	208008536											Oracle	Java																																																						Microsoft				
260201	260201	208008555											LINUX	Linux 3	Yes								Synology																												APACHE										WordPress							Microsoft	EXIM	COMPILER		
260203	260203	208008566								IBM	NETFINITY		Microsoft	Xbox			HP																							Slingbox											APACHE										WordPress	Google						Microsoft	EXIM	COMPILER		
260204	260204	208008576											LINUX	Linux 2.4	Yes																																																								Fortinet	
260219	260219	208008795				Yes							Microsoft	Xbox																										Cisco	Cisco										APACHE											Google								COMPILER		
260224	260224	208008822											Python	OS	Yes	Citrix							Nutanix				IBM		Cisco	Cisco										BLUE-COAT	Cisco										APACHE	INFO-BUILD	GitHub	Microsoft	HP		PegaSys		Oracle	SAP	Microsoft	Oracle			Salesforce			Oracle	OpenSource	Infragistic	TenableNtSc	
260230	260230	208008929											IBM	OS2																										Cisco	Cisco																													Akamai		
260235	260235	208008966											IBM	AIX	Yes	VMware																																														Apache-Soft								Akamai	Microsoft	
260240	260240	208009012											LINUX	Linux 2.4	Yes																									MikroTik	Cisco										APACHE											Google										
260242	260242	208009033											LINUX	Linux 2.4	Yes																									MikroTik	Cisco										APACHE											Google										
260245	260245	208009085											Cisco	Cisco IOS	Yes		HP																							Cisco	Cisco										APACHE																	Pardot		Akamai		
260252	260252	208009128											Cisco	Cisco IOS	Yes	Microsoft																								Dell	Cisco											Oracle	IBM	Salesforce							Microsoft	Apache-Soft			Salesforce			Atlassian	Microsoft	COMPILER	Proofpoint	
260253	260253	208009133				Yes							Microsoft	Xbox	Yes		RICOH	Yes																																							Oracle		ADP		Microsoft	SAS										
260258	260258	208009184										Yes	IBM	i OS	Yes	Microsoft	LEXMARK						IBM																AXIS	IBM	Cisco							Oracle			APACHE	Crimson Hex	Atlassian	PegaSys	Microsoft		IBM	INTUIT	SAP	IBM	Microsoft	Microsoft			Salesforce			INFO-BUILD	EXPERIAN	Quest-sftwr	WEBSENSE	
260266	260266	208009226											Oracle	Java	Yes		HP																							Cisco											APACHE		IBM				SAP		WORKDAY		WordPress	Microsoft						Microsoft	Dovecot			
260268	260268	208009233											LINUX	Linux 2.6	Yes		HP																							Cisco	Cisco																		iCIMS			Google										
260270	260270	208009251											IBM	OS2	Yes																									Cisco	Cisco																				WordPress	Google						Microsoft		Angular		
260272	260272	208009289								IBM	ISERIES		LINUX	Linux 2.6	Yes																									F5-NETWORKS	Cisco										APACHE											Google								CrazyEgg		
260273	260273	208009295											Cisco	Cisco IOS																										Dell	Cisco																													COMPILER		
260275	260275	208009307								IBM	NETFINITY		LINUX	Linux 4	Yes																			Google																											WordPress	Oracle							EXIM	COMPILER		
260278	260278	208009316											Microsoft	Xbox			HP																																		APACHE										WordPress								Microsoft	COMPILER		
260289	260289	208009360											LINUX	Linux 3	Yes								Synology																	MikroTik											APACHE										WordPress								Dovecot	COMPILER		
260293	260293	208009374											Cisco	Cisco IOS	Yes																									Cisco																																
260294	260294	208009375											LINUX	Linux 2.4	Yes																																				APACHE																	Microsoft				
260295	260295	208009376											IBM	OS2	Yes		HP																							SMC																						Google						Pardot	Microsoft	Amazon		
260296	260296	208009380											Cisco	Cisco IOS	Yes																									Cisco	Cisco																															
260299	260299	208009391								IBM	XSERIES																																																													
260302	260302	208009396						IBM		IBM	XSERIES		IBM	OS2	Yes																									F5-NETWORKS	Cisco																		Ulti Soft									Ulti Soft		Liferay		
260306	260306	208009403											IBM	OS2																										Cisco	Cisco										APACHE			Salesforce	Amazon						WordPress	Google			Salesforce			Microsoft	Microsoft	COMPILER		
260307	260307	208009409											Microsoft	W2008-SERVER	Yes																																				APACHE										WordPress							Microsoft				
260315	260315	208009430											Microsoft	Xbox			HP																																												WordPress	Oracle						Microsoft	EXIM	COMPILER		
260319	260319	208009438											IBM	OS2	Yes	BORLAND	HP																							Cisco	Cisco										APACHE						Microsoft				Microsoft	Microsoft						Microsoft		COMPILER		
260320	260320	208009439											LINUX	Linux 2.6	Yes																									MikroTik											APACHE										WordPress							Atlassian		COMPILER		
260321	260321	208009441											IBM	OS2	Yes		HP																							SMC														Salesforce							Microsoft	Google			Salesforce			ServiceNow				
260322	260322	208009445											LINUX	Linux 2.4	Yes																									MikroTik													Oracle		Google			Blackline				Informatica						Blackline	Echoworx	Docker		
260323	260323	208009446											LINUX	Linux	Yes								Synology																												APACHE										WordPress								EXIM	COMPILER		
260327	260327	208009456											IBM	OS2	Yes																									Cisco	Cisco										APACHE																					
260329	260329	208009460					TeamViewer						LINUX	Linux 2.6	Yes								EMC				EMC																									TableauSoft					SAP				Microsoft	Microsoft						Atlassian	Mimecast	MobileIron	Microsoft	
260332	260332	208009471											LINUX	Linux 3	Yes		LEXMARK																							ASUS											APACHE											Google								CrazyEgg		
260335	260335	208009476											Cisco	Cisco IOS	Yes		HP																							Slingbox	Cisco										APACHE										WordPress								POSTFIX			
260341	260341	208009495																																																																						
260452	260452	208009865											LINUX	Linux 2.4	Yes		LEXMARK																							ASUS											APACHE											Oracle						Microsoft	EXIM			
260602	260602	208010510																																																																						
260624	260624	208010617						IBM		IBM	XSERIES																																																													
260627	260627	208010628								IBM	XSERIES		Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE				Amazon							Google										
260633	260633	208010674																																																																						
260635	260635	208010678											Microsoft	Xbox			HP																	Google						Slingbox											APACHE																			COMPILER		
260636	260636	208010679											Microsoft	Xbox	Yes		HP																							Cisco	Cisco										APACHE											Oracle							Dovecot	COMPILER		
260639	260639	208010690								IBM	NETFINITY		OpenSource	CentOS	Yes														Cisco	Cisco										MikroTik											APACHE	SAP			EllisLab															COMPILER		
260664	260664	208010836											Microsoft	W2008-SERVER	Yes																																																					Microsoft				
260665	260665	208010840											LINUX	Linux 3.5																																					APACHE										WordPress							Microsoft	Microsoft	COMPILER		
260668	260668	208010861				Yes				IBM	ISERIES																													MikroTik																																
260669	260669	208010864																																																																						
260670	260670	208010870											IBM	OS2																										Cisco	Cisco										APACHE											Google						Pardot				
260671	260671	208010872																																																																						
260672	260672	208010874																																																																						
260673	260673	208010875											Microsoft	Windows 10	Yes	Apache-Soft																								Cisco												Microsoft	Oracle				Sage		WORKDAY	AspenTech	Microsoft	Apache-Soft						WORKDAY		COMPILER	Proofpoint	
260674	260674	208010877											LINUX	Linux 2.6	Yes																									MikroTik																																
260677	260677	208010884											LINUX	Linux 2.6	Yes																									MikroTik											APACHE						Oracle				WordPress									COMPILER		
260678	260678	208010885											Microsoft	ASP.NET	Yes																									Cisco	Cisco											Microsoft		Salesforce			Infor		Ulti Soft		Microsoft				Salesforce			Pardot	Microsoft	Microsoft	Microsoft	
260680	260680	208010893								IBM	NETFINITY		Microsoft	Xbox	Yes		HP																							SMC																																
260681	260681	208010895								IBM	AS/400		Microsoft	Xbox	Yes		HP																							SMC																						Google						Brightcove	GODADDY	CrazyEgg		
260682	260682	208010902								IBM	ISERIES		Microsoft	WINDOWS8	Yes	Adobe																																																				Atlassian	Microsoft	Atlassian		
260683	260683	208010904											LINUX	Linux 2.6	Yes																									MikroTik											APACHE			Salesforce							WordPress				Salesforce			Pardot	SendGrid	Amazon	OpenSSL	
260684	260684	208010909																																																																						
260686	260686	208010912											LINUX	Linux 3.18	Yes									HP																																													NetWin	COMPILER		
260687	260687	208010916											LINUX	Linux 2.6	Yes																									MikroTik																					WordPress							Microsoft	Microsoft	COMPILER		
260688	260688	208010917																																																																						
260691	260691	208010928								IBM	RS/6000-SVR																																																													
260692	260692	208010931											LINUX	Linux 2.6	Yes																									MikroTik											APACHE										WordPress							Pardot				
260693	260693	208010934					TeamViewer						IBM	OS2	Yes		HP																							SMC											APACHE										WordPress	Google						Microsoft		CrazyEgg		
260695	260695	208010937											Cisco	Cisco IOS	Yes		HP																							Cisco	Cisco																											Microsoft	Microsoft			
260696	260696	208010942																																																																						
260697	260697	208010947											LINUX	Linux 2.4	Yes	Nintex							Nutanix																	AristaNet	Cisco										APACHE	Alteryx	Cisco	Salesforce			EMC	Trintech	WORKDAY		Microsoft	Oracle			Salesforce			Atlassian		IBM	LANDeskSoft	
260699	260699	208010954											Microsoft	ASP.NET	Yes																																							Salesforce			IBM		iCIMS		WordPress	Tealium			Salesforce			IBM	Samba	BORLAND	Microsoft	
260700	260700	208010955											LINUX	Linux 3	Yes																			Google																	APACHE											Oracle							EXIM			
260701	260701	208010959											LINUX	Linux 2.6	Yes																									MikroTik																														Liferay		
260702	260702	208010962								IBM	INTEL-SERVER		Microsoft	Xbox																																																Google						Brightcove	GODADDY	CrazyEgg		
260703	260703	208010964							Yes				APPLE	Apple TV			HP																							HP											APACHE										WordPress	Google										
260704	260704	208010966							Yes	IBM	XSERIES		Oracle	PLSQL	Yes		HP						IBM				IRON-MOUNT													HP	Cisco										APACHE	HYPERION	Microsoft	Nimble	Vertafore		Microsoft		ADP	Oracle	Microsoft	SAS			Nimble			WORKDAY	Microsoft	Akamai	Proofpoint	
260705	260705	208010969											Microsoft	WINDOWS7	Yes	VMware																																			APACHE		Oracle								WordPress	Oracle						ServiceNow	Courier	Jenkins	Microsoft	
260706	260706	208010975															LEXMARK																																		APACHE																					
260707	260707	208010985																																																																						
260708	260708	208010986																																																											WordPress											
260709	260709	208010987											IBM	OS2																										Cisco	Cisco																Sage											Microsoft				
260710	260710	208010988											LINUX	Linux 2.4	Yes																									MikroTik																						Google										
260711	260711	208010989											IBM	OS2	Yes																									Cisco	Cisco										APACHE																			Liferay		
260712	260712	208010990											Microsoft	Xbox	Yes																									Cisco	Cisco										APACHE																	Microsoft		Liferay		
260714	260714	208010996								IBM	XSERIES		LINUX	Linux 2.6	Yes	VMware	HP												Cisco	Cisco										Slingbox											APACHE										WordPress	Google						Microsoft	NetWin			
260715	260715	208010997								IBM	XSERIES		LINUX	Linux 2.4	Yes	Microsoft	HP						Panasas				HP													MikroTik											APACHE	IBM	Mulesoft	Salesforce	Amazon		Microsoft		WORKDAY		Microsoft	Microsoft			Salesforce			WORKDAY		Jenkins	SOURCEFIRE	
260716	260716	208010998								IBM	NETFINITY		OpenGroup	Unix																																					APACHE										WordPress							Microsoft		COMPILER	OpenSSL	
260717	260717	208011001								IBM	XSERIES		LINUX	Linux 2.6	Yes																																				APACHE											Google						Microsoft		COMPILER		
260718	260718	208011003								IBM	MAINFRAME		Microsoft	Xbox			HP																																		APACHE										WordPress								Dovecot			
260720	260720	208011013											LINUX	Linux 2.6	Yes		HP																						AXIS	SMC																					WordPress	Google								CrazyEgg		
260722	260722	208011016											Canonical	Ubuntu																																															WordPress									COMPILER		
260723	260723	208011021											LINUX	Linux 3.5	Yes									HP																Cisco	Cisco										APACHE											Oracle						Microsoft	EXIM		OpenSSL	
260730	260730	208011044											Cisco	Cisco IOS																										Cisco	Cisco																															
260736	260736	208011066											LINUX	Linux 2.4	Yes																									F5-NETWORKS																														Infragistic		
260741	260741	208011087																																																																						
260750	260750	208011112											Microsoft	Xbox	Yes																									Cisco											APACHE																					
260758	260758	208011143						IBM																																																														COMPILER		
260761	260761	208011147											Microsoft	Xbox			HP																							Slingbox											APACHE											Oracle						Microsoft	EXIM			
260763	260763	208011153											Canonical	Ubuntu																																					APACHE										WordPress									COMPILER	OpenSSL	
260766	260766	208011169											Microsoft	Xbox	Yes		HP																							Slingbox											APACHE																				OpenSSL	
