level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
220227	220227	208026201	50665	3031	1437	851	313	266	579	164	1779	8420	13321
220230	220230	208026348	175670	15279	10376	835	0	1652	0	693	13692	55795	47749
220231	220231	208026349	28148	2444	1611	0	351	298	649	184	1434	6789	10739
220234	220234	208026477	50394	2520	1612	78	332	313	645	186	1636	5402	7022
220241	220241	208026627	109734	6565	927	4217	0	292	0	654	3852	18237	28851
220254	220254	208026990	52285	3128	2124	125	360	340	700	180	1836	8689	13747
220260	220260	208027137	20671	1337	867	0	199	190	389	81	679	2874	11575
220273	220273	208027359	31545	2744	1969	118	295	278	573	84	2459	10019	8574
220277	220277	208027450	45615	2212	1482	84	264	258	522	124	1671	2770	25381
220282	220282	208027632	329382	28649	19455	1566	3231	3098	6329	1299	25672	104616	89529
220288	220288	208027867	58800	2851	1910	108	340	332	672	160	2153	3570	32718
220298	220298	208028122	49470	2885	2202	132	0	227	0	72	1525	9454	16880
220300	220300	208028201	48524	4220	3050	188	407	439	846	136	3782	15412	13189
220301	220301	208028203	61921	5386	3866	231	578	545	1123	165	4826	19667	16831
220305	220305	208028279	60575	5269	3486	210	682	655	1337	236	4721	19239	16465
220317	220317	208028768	54919	3202	2304	174	302	302	604	121	1692	10495	18739
220376	220376	208029015	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
220382	220382	208029125	39295	2230	868	762	231	192	423	177	1746	10507	9447
220400	220400	208029648	143362	8577	4066	2409	0	752	0	465	5033	23826	37692
220402	220402	208029871	30295	2635	1466	165	463	430	893	110	2361	9622	8234
220409	220409	208030665	3745670	155853	116261	7177	12918	12081	24999	7416	113054	599594	1246687
220426	220426	208031222	27484	2021	1617	0	0	167	0	53	1068	6623	11826
220429	220429	208031257	41733	2024	1356	77	242	236	478	114	1528	2534	23221
220439	220439	208031432	126316	6317	4714	208	0	607	0	154	4100	13541	17602
220444	220444	208031673	76446	4574	2168	1285	472	401	873	248	2684	12705	20099
220445	220445	208031704	27641	1883	1344	0	244	229	473	67	1084	8886	10679
220468	220468	208032340	28907	2510	1775	0	301	284	585	150	1473	6972	11029
220469	220469	208032382	31755	2757	1818	0	396	336	732	208	1618	7659	12116
220472	220472	208032507	37264	1550	1157	71	129	120	249	74	1125	5965	12403
220473	220473	208032515	382232	22868	10842	6423	2360	2005	4365	1239	13419	63525	100495
220475	220475	208032558	48414	2896	1373	814	299	254	553	157	1700	8046	12729
220477	220477	208032587	77703	6758	4665	284	743	692	1435	374	6056	24679	21120
220481	220481	208032836	39406	2358	1118	662	243	207	450	128	1383	6549	10361
220483	220483	208032914	32916	1370	1022	63	114	106	220	65	993	5269	10956
220484	220484	208033019	230568	20054	13618	1096	2262	2169	4431	909	17970	73231	62670
220488	220488	208033158	41163	2463	1168	692	254	216	470	133	1445	6841	10823
220490	220490	208033356	28461	2476	1390	87	0	413	0	109	2218	9040	7736
220498	220498	208033711	152893	13274	8751	0	1905	1618	3523	1000	7789	36874	58335
220499	220499	208033721	52611	2631	1614	86	375	354	729	202	1708	5640	7331
220500	220500	208033853	45972	3999	2475	138	640	554	1194	190	3583	14601	12496
220508	220508	208034100	46645	3178	2268	0	411	386	797	112	1829	14995	18020
220512	220512	208034244	117610	7036	3336	1976	726	617	1343	381	4129	19546	30922
220526	220526	208034733	111729	6685	3169	1878	690	586	1276	362	3923	18569	29375
220527	220527	208034761	148202	7044	4106	1046	686	686	1372	519	4713	23827	75568
220702	220702	208035021	798612	33229	24788	1530	2754	2576	5330	1581	24104	127839	265805
220703	220703	208035023	185773	16129	10633	0	0	1966	0	1215	9465	44804	70880
220706	220706	208035146	48808	2920	1384	820	301	256	557	158	1714	8112	12832
220723	220723	208035484	26958	2345	1695	104	226	244	470	75	2101	8562	7327
220724	220724	208035507	3720661	176830	103092	26259	17223	17223	34446	13032	118316	598194	1897155
220725	220725	208035526	275845	16503	7824	4635	1703	1447	3150	894	9684	45844	72524
220726	220726	208035554	111122	5530	3463	194	795	757	1552	322	2811	11889	47881
220733	220733	208035857	40990	1706	1272	79	141	132	273	81	1237	6562	13643
220736	220736	208035913	87686	4385	2690	144	624	591	1215	336	2846	9400	12219
220743	220743	208036765	134798	12970	7701	0	2432	2258	4690	579	11622	47361	40531
220747	220747	208036915	25874	2246	1481	0	322	274	596	169	1318	6240	9872
220750	220750	208037092	43516	2603	1234	731	269	228	497	141	1528	7232	11441
220807	220807	208037251	91193	4561	2797	150	649	614	1263	350	2960	9776	12707
220812	220812	208037301	788129	47152	22354	13244	4866	4134	9000	2554	27669	130983	207212
220815	220815	208037359	25345	1229	823	47	147	143	290	69	928	1539	14103
220816	220816	208037392	20576	1624	1182	0	175	159	334	107	1268	6479	7162
220817	220817	208037405	29787	1389	663	428	115	101	216	82	3433	3626	8188
220822	220822	208037567	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
220832	220832	208037877	355733	17127	11948	1344	0	1476	0	738	4860	108083	61826
220834	220834	208037891	478020	25544	7221	13512	0	1254	0	1724	19942	101908	112641
220842	220842	208038066	40469	2717	1476	92	0	483	0	140	1235	5368	19669
220850	220850	208038391	37047	2216	1051	623	229	194	423	120	1301	6157	9740
220968	220968	208039030	478020	25544	7221	13512	0	1254	0	1724	19942	101908	112641
220971	220971	208039154	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
220977	220977	208039378	66254	3149	1836	468	307	307	614	232	2107	10652	33783
220985	220985	208039849	49158	2360	1700	0	271	252	523	136	1712	9079	18878
220994	220994	208040506	24207	2102	1386	0	302	256	558	158	1233	5838	9236
221002	221002	208041160	32594	2835	2049	126	0	295	0	91	2540	10352	8859
223188	223188	208259710	27750	2409	1704	0	288	273	561	144	1414	6693	10588
223199	223199	208263464	30414	1661	1157	0	206	201	407	97	1255	2080	19061
224316	224316	208041637	168421	8423	6285	277	0	810	0	206	5466	18055	23469
224323	224323	208041768	43399	2160	1316	72	329	319	648	123	1098	4643	18700
224324	224324	208041781	231897	12392	3503	6555	889	608	1497	837	9674	49438	54645
224326	224326	208041795	60391	3613	2453	144	415	393	808	208	2120	10037	15878
224337	224337	208042282	132743	7093	2005	3752	0	348	0	479	5538	28299	31280
224339	224339	208042340	114351	11003	6978	0	1620	1533	3153	872	9859	40177	34383
224342	224342	208042393	942239	74374	54135	0	8023	7302	15325	4913	58065	296718	327969
224345	224345	208042464	30196	2622	1854	0	314	297	611	157	1538	7283	11521
224425	224425	208042990	252632	12634	9428	415	0	1214	0	309	8199	27082	35203
224426	224426	208042998	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
224427	224427	208043000	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
224428	224428	208043001	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
224436	224436	208043269	57041	3413	1618	959	352	299	651	185	2003	9480	14997
224438	224438	208043294	56825	4934	3253	0	0	601	0	372	2895	13705	21681
224439	224439	208043315	65672	3929	2667	157	0	427	0	226	2306	10914	17266
224446	224446	208043475	32077	2790	1697	110	428	406	834	148	2500	10188	8719
224447	224447	208043502	2115388	203537	159161	0	17685	16538	34223	10152	182385	743243	636061
224448	224448	208043517	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
224449	224449	208043551	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
224453	224453	208043680	155057	13462	8875	0	0	1641	0	1014	7900	37396	59160
224462	224462	208043999	35218	2508	1739	121	0	283	0	81	2874	6491	14458
224464	224464	208044215	41174	2463	348	1582	0	110	0	245	1446	6843	10825
224465	224465	208044226	56334	4447	3237	0	480	437	917	294	3472	17740	19608
224471	224471	208044404	35871	3114	2053	0	447	380	827	235	1828	8651	13686
224473	224473	208044664	849101	57004	30979	1937	11023	10131	21154	2935	25909	112622	412678
224475	224475	208044695	102665	6142	4170	246	706	668	1374	353	3604	17062	26992
224476	224476	208044703	14002	794	309	272	82	68	150	63	622	3744	3366
224477	224477	208044728	205817	12314	5838	3459	0	1080	0	667	7226	34206	54113
225504	225504	208278399	60825	5087	4163	0	0	336	0	237	7547	21097	16048
225505	225505	208278413	59732	3483	2428	106	422	422	844	106	1841	11415	20381
225507	225507	208278592	58805	3518	1668	988	363	308	671	191	2064	9773	15461
225531	225531	208292411	28388	2469	1785	110	238	257	495	79	2213	9016	7716
225542	225542	208296248	35052	2353	1279	80	455	418	873	121	1070	4649	17036
225544	225544	208296921	24420	1928	1157	0	294	201	495	276	1505	7690	8500
227629	227629	208000702	1188899	55442	26474	17074	0	4029	0	3261	137013	144732	326797
227632	227632	208000892	10356628	900797	505711	31607	173838	150133	323971	39509	807185	3289388	2815030
227633	227633	208000908	116627	5833	3730	181	769	723	1492	430	3785	12502	16251
227644	227644	208001528	179202	10721	5083	3011	0	940	0	581	6291	29782	47115
227648	227648	208002075	275331	22347	16495	1087	0	2006	0	669	15819	45308	103665
227652	227652	208002859	67913228	4835764	3489443	247283	467091	467091	934182	164856	5541807	12517437	27881170
227653	227653	208003134	1781493	154950	102529	6167	20043	19272	39315	6938	138848	565823	484227
227654	227654	208003170	2386367	207561	126253	8172	0	30235	0	11032	185991	757938	648637
227659	227659	208004173	1202508	70118	50439	3804	0	6615	0	2646	37059	229794	410306
227672	227672	208004700	118207	6893	4804	209	835	835	1670	209	3643	22589	40333
227693	227693	208005353	128725	7304	2843	2496	758	627	1385	580	5721	34420	30947
227695	227695	208005389	531443	31795	21585	1271	3655	3456	7111	1827	18658	88323	139725
227700	227700	208005474	1245066	59944	41818	4705	0	5167	0	2583	17011	378290	216392
227718	227718	208005787	4578413	398221	270420	21763	44916	43063	87979	18059	356837	1454158	1244456
227730	227730	208006280	1484997	74266	45552	2440	10575	10005	20580	5694	48197	159190	206928
227746	227746	208008318	6891920	412328	279923	16486	0	44822	0	23699	241957	1145397	1811999
227747	227747	208008471	11783344	704971	334220	198012	0	61805	0	38185	413682	1958324	3098036
227748	227748	208008528	1736404	92788	56831	20174	5982	4900	10882	4900	72441	370181	409169
227752	227752	208009128	3032209	145574	113836	0	0	11829	0	7261	105597	560049	1164465
227754	227754	208009251	4710515	281820	191323	11268	32396	30635	63031	16198	165374	782861	1238472
227755	227755	208009295	708105	41289	29369	1900	4492	4146	8638	1382	21822	135316	241611
227758	227758	208009360	470535	40926	25103	1345	5827	5514	11341	3138	36673	149448	127896
227760	227760	208009376	24609423	1472327	999539	58869	169247	160049	329296	84624	863972	4089945	6470224
227804	227804	208010884	95604	5425	2111	1854	0	466	0	431	4249	25564	22984
227806	227806	208011001	220968	11051	6778	363	1574	1489	3063	847	7172	23688	30791
227807	227807	208011013	2349633	125557	76901	27299	0	6631	0	6631	98024	500914	553671
227814	227814	208011355	317546	18998	9007	5336	1960	1666	3626	1029	11148	52774	83488
227816	227816	208011441	345370	30039	22409	1383	2490	2328	4818	1429	26918	109693	93875
227821	227821	208011622	1297164	73605	28644	25154	0	6323	0	5847	57651	346850	311853
227822	227822	208011635	194056	11610	5504	3261	1198	1018	2216	629	6813	32251	51021
227824	227824	208011638	3324783	160073	111670	12564	0	13797	0	6899	45425	1010172	577846
227825	227825	208011639	164654	9851	4670	2767	1017	864	1881	534	5781	27365	43290
227826	227826	208011842	217909	10898	6970	338	0	1352	0	803	7072	23360	30365
227827	227827	208011878	188063	9358	5704	312	1426	1381	2807	535	4757	20121	81033
227829	227829	208011930	2329903	96944	72318	4464	0	7514	0	4613	70322	372963	775471
227832	227832	208012016	441037	26386	12509	7411	2723	2313	5036	1429	15484	73298	115956
227833	227833	208012023	2007062	120078	56928	33728	12391	10527	22918	6504	70463	333562	527690
227834	227834	208012028	917356	54883	26020	15416	5664	4812	10476	2973	32206	152459	241188
227852	227852	208012764	5669507	302960	190201	41651	28190	25656	53846	17262	236525	1208671	1335971
227857	227857	208012883	219225	19068	12948	1042	2151	2062	4213	865	17086	69628	59587
227859	227859	208012987	58805	3518	1668	988	363	308	671	191	2064	9773	15461
227861	227861	208012998	744670	49993	27169	1699	9667	8885	18552	2574	22722	98771	361923
227874	227874	208017602	181060	15748	8841	553	3039	2625	5664	691	14112	57507	49214
227880	227880	208017867	80537	3756	2253	683	0	273	0	205	9281	9804	22138
227888	227888	208018740	287163	13391	6394	4124	0	973	0	788	33094	34958	78934
227897	227897	208019415	5722864	342386	162322	96169	0	30017	0	18546	200915	951107	1504635
227917	227917	208021641	113780	6080	1719	3216	0	299	0	410	4747	24257	26811
227921	227921	208021739	269489	16123	7644	4529	0	1414	0	873	9461	44788	70853
227939	227939	208022210	23522	2042	1346	0	293	249	542	154	1198	5673	8975
227943	227943	208022394	54466	3176	2285	172	0	300	0	120	1679	10408	18584
227946	227946	208022462	168161	8986	5641	1235	836	761	1597	512	7015	35850	39626
227947	227947	208022468	61924	3705	1756	1041	382	325	707	201	2174	10291	16281
227951	227951	208022608	2563894	153392	72722	43085	15829	13448	29277	8309	90012	426104	674090
227954	227954	208022647	31234	2097	1140	71	0	373	0	108	953	4143	15180
227955	227955	208022656	48526	3258	1770	111	630	579	1209	168	1481	6436	23585
227963	227963	208022839	189474	9476	7071	312	0	911	0	232	6150	20311	26402
227970	227970	208023067	58217	3483	1651	978	359	305	664	189	2044	9675	15306
227981	227981	208023658	69601	3351	2338	263	317	289	606	144	951	21147	12097
227983	227983	208023694	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
227991	227991	208023925	19752	1559	1135	0	168	153	321	103	1217	6220	6875
227993	227993	208023979	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
227995	227995	208024020	647420	34596	21720	4756	3219	2930	6149	1971	27010	138022	152559
228000	228000	208024122	39973	2125	1246	0	388	327	715	163	5250	5546	12523
228002	228002	208024128	185773	11114	5269	3122	1147	974	2121	602	6522	30874	48843
228003	228003	208024130	28226	2451	1616	0	352	299	651	185	1438	6808	10769
228007	228007	208024220	42784	2560	1214	719	264	224	488	139	1502	7110	11249
228015	228015	208024643	23522	2042	1346	0	293	249	542	154	1198	5673	8975
228016	228016	208024648	30816	2194	1522	106	0	248	0	71	2515	5680	12651
228027	228027	208025104	54691	2550	1218	785	212	185	397	150	6303	6658	15033
228031	228031	208025259	46953	4084	2273	256	718	666	1384	171	3659	14913	12762
228032	228032	208025269	131415	7862	3727	2208	0	689	0	426	4614	21840	34551
228033	228033	208025302	200352	9970	6243	350	1433	1365	2798	580	5068	21436	86328
228040	228040	208025768	143820	7193	4600	223	0	892	0	530	4668	15417	20041
228048	228048	208025999	87835	7640	5188	418	862	826	1688	346	6846	27898	23874
228051	228051	208026108	223459	13369	6338	3755	1380	1172	2552	724	7845	37138	58751
228053	228053	208026202	23522	2042	1346	0	293	249	542	154	1198	5673	8975
228054	228054	208026203	29402	2553	1683	0	366	311	677	192	1498	7091	11218
228056	228056	208026333	98802	4696	2738	697	457	457	914	346	3142	15885	50379
228061	228061	208026491	45838	2742	387	1761	199	122	321	273	1609	7618	12051
228062	228062	208026498	46756	3329	2402	170	0	322	0	113	3815	8618	19195
228066	228066	208026795	194056	11610	5504	3261	1198	1018	2216	629	6813	32251	51021
228069	228069	208026886	35871	3114	2053	0	447	380	827	235	1828	8651	13686
228070	228070	208026928	81248	7067	4799	386	797	764	1561	320	6332	25805	22084
228075	228075	208027092	853558	67374	49040	0	7268	6615	13883	4451	52600	268791	297101
228080	228080	208027336	60391	3613	2453	144	415	393	808	208	2120	10037	15878
228081	228081	208027386	76446	4574	2168	1285	472	401	873	248	2684	12705	20099
228094	228094	208027792	210607	18318	13124	771	2001	1909	3910	514	16414	66891	57245
228095	228095	208027810	28226	2451	1616	0	352	299	651	185	1438	6808	10769
228097	228097	208027876	60963	5866	4213	0	700	671	1371	281	5256	21419	18330
228098	228098	208027910	27938	2430	1756	108	0	253	0	78	2177	8873	7594
228102	228102	208028249	65426	5691	4085	244	611	576	1187	175	5099	20780	17783
228103	228103	208028261	51949	3108	439	1996	225	138	363	310	1824	8634	13658
228106	228106	208028429	26958	2345	1695	104	226	244	470	75	2101	8562	7327
228108	228108	208028453	102665	8913	6303	0	1067	1009	2076	534	5230	24761	39171
228111	228111	208028561	35283	2111	1001	593	218	185	403	114	1239	5864	9276
228119	228119	208029144	50817	2884	1122	985	0	248	0	229	2259	13588	12217
228127	228127	208029309	164189	11023	5990	375	2131	1959	4090	567	5010	21777	79799
228139	228139	208029637	54662	2734	2040	90	274	263	537	67	1774	5860	7617
228147	228147	208029979	31072	1449	869	263	132	105	237	79	3581	3783	8541
228162	228162	208030803	33623	1568	739	469	117	112	229	131	3875	4093	9242
228163	228163	208030903	55213	3931	2920	202	347	347	694	116	4505	10177	22667
228166	228166	208031093	28148	2444	1611	0	351	298	649	184	1434	6789	10739
228185	228185	208031835	38223	2287	1084	642	236	200	436	124	1342	6352	10050
228192	228192	208032110	25286	2195	1447	0	315	268	583	165	1288	6098	9648
228193	228193	208032168	58325	5073	3086	200	779	739	1518	270	4546	18525	15853
228197	228197	208032274	98802	4696	2738	697	457	457	914	346	3142	15885	50379
228198	228198	208032297	50572	3026	1434	850	312	265	577	164	1775	8405	13296
228200	228200	208032313	22518	1955	1289	0	281	238	519	147	1147	5431	8592
228203	228203	208032399	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
228214	228214	208032668	597525	31930	9027	16890	0	1568	0	2156	24928	127385	140802
228215	228215	208032680	411291	21978	6213	11626	0	1079	0	1484	17159	87682	96917
228221	228221	208032744	48018	4016	3286	0	0	265	0	187	5958	16655	12669
228225	228225	208032873	184999	14603	8764	0	0	1522	0	2093	11400	58258	64393
228228	228228	208032895	184140	9209	5648	303	1311	1241	2552	706	5976	19740	25659
228231	228231	208033178	47044	2815	1334	791	290	247	537	152	1652	7818	12369
228233	228233	208033241	21958	1910	1264	76	247	238	485	86	1711	6974	5968
228246	228246	208033981	24360	1724	1305	0	177	161	338	81	489	10878	6223
228250	228250	208034250	28907	2510	1775	0	301	284	585	150	1473	6972	11029
228253	228253	208034460	142516	12396	8881	522	1354	1292	2646	348	11108	45265	38737
228262	228262	208034688	303805	14167	6765	4363	1177	1029	2206	833	35012	36984	83508
228263	228263	208034690	41139	3578	1991	225	629	584	1213	150	3206	13066	11182
228270	228270	208034816	98802	4696	2738	697	457	457	914	346	3142	15885	50379
228273	228273	208034906	299299	15994	10041	2199	1488	1354	2842	911	12486	63807	70527
228276	228276	208034975	98802	4696	2738	697	457	457	914	346	3142	15885	50379
228281	228281	208035087	170670	9120	2578	4824	0	448	0	616	7120	36385	40217
228297	228297	208035461	422040	22552	13813	4903	0	1191	0	1191	17607	89974	99450
228301	228301	208035596	57472	4990	3290	0	0	608	0	376	2928	13861	21928
228305	228305	208035860	368414	19687	5864	10472	0	838	0	1257	15370	78541	86814
228309	228309	208036039	31755	2757	1818	0	396	336	732	208	1618	7659	12116
228310	228310	208036102	43516	2603	1234	731	269	228	497	141	1528	7232	11441
228312	228312	208036179	135251	8092	3836	2273	835	709	1544	438	4748	22478	35560
228319	228319	208036746	564297240	33760654	16005581	9482694	3483900	2959807	6443707	1828671	19810982	93782968	148363060
228322	228322	208036878	93207	7357	4415	0	0	767	0	1054	5744	29351	32443
228329	228329	208037029	129775	6490	3981	213	924	874	1798	498	4212	13912	18084
228331	228331	208037162	164691	14324	9727	783	1616	1549	3165	650	12836	52308	44765
228336	228336	208037322	108418	9430	5784	310	1343	1270	2613	723	8450	34435	29469
228347	228347	208037565	60102	3410	1327	1165	354	293	647	271	2671	16071	14449
