level_0	index	SITEID	IT_STAFF	WIRELESS_USERS	INTERNET_USERS	DEVELOPERS	PCS	DESKTOPS	LAPTOPS	SERVERS	PRINTERS	COLOR_PRINTERS	MULTIFUNC_PRINTERS	STORAGE	EXTENSIONS	CALLCENTER_CALLERS	NETWORK_LINES	ROUTERS
39976	39976	202079140	1 to 4	1	1 to 4	0	19	16	3	3	4	0	0	50 to 100 TB	0	0	0	0
84095	84095	202082488	0	0			8	4	4	0	2	0	0	100 to 500 TB	0	0	0	0
99404	99404	202097686	0	0			8	5	3	0	2	0	0	1 to 10 TB	0	0	0	0
105654	105654	206017143	10 to 24	0			437	341	96	39	86	0	0	10 to 25 TB	0	0	0	0
112018	112018	207003319		18	25 to 49	0	48	32	16	6	7	0	0	500 TB to 1 PB	0	0	6	0
122661	122661	207070202	0	4	5 to 9	0	12	9	3	1	3	0	0	100 to 500 TB	0	0	3	0
124438	124438	207201245	1 to 4	13	25 to 49	0	22	18	4	3	4	0	0	100 to 500 TB	0	0	5	0
124533	124533	207074222	0	12	10 to 24	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	3	0
153319	153319	208001093	0	5	25 to 49	0	0	0	0	0	0	0	0		0	0	4	0
157607	157607	208002388	10 to 24	143	100 to 249	0	424	287	137	52	74	0	0	50 to 100 TB	0	0	8	0
157612	157612	208003151	25 to 49	28	50 to 99	0	207	177	30	66	49	0	0	1 PB to 3 PB	0	0	11	0
157627	157627	208004663	1 to 4	43	100 to 249	0	128	104	24	10	27	0	0	25 to 50 TB	0	0	6	0
157635	157635	208004995	0	0		0	35	26	9	1	6	0	0	1 to 10 TB	0	0	0	0
157641	157641	208005075	5 to 9	73	250 to 499	0	350	290	60	28	61	0	0	100 to 500 TB	0	0	8	0
157712	157712	208005584	0	30	50 to 99	0	62	41	21	3	9	0	0	100 to 500 TB	0	0	5	0
157726	157726	208005827	1 to 4	3	5 to 9	0	24	19	5	3	6	0	0	1 to 10 TB	0	0	2	0
157749	157749	208007445	1 to 4	14	25 to 49	0	21	15	6	2	5	0	0	500 TB to 1 PB	0	0	4	0
157820	157820	208008318	100 to 249	9	10 to 24	0	1532	1178	354	205	318	0	0	50 to 100 TB	0	0	6	0
157828	157828	208009133	50 to 99	268	500 to 999	0	1035	635	400	242	165	0	0	1 PB to 3 PB	0	0	10	0
157830	157830	208009289	50 to 99	381	500 to 999	0	890	732	158	249	169	0	0	100 to 500 TB	0	0	26	0
157831	157831	208009307		61	250 to 499	0	201	172	29	13	43	0	0	100 to 500 TB	0	0	10	0
157835	157835	208009430		101	100 to 249	0	90	56	34	11	14	0	0	100 to 500 TB	0	0	7	0
157837	157837	208009460	50 to 99	143	250 to 499	0	690	531	159	125	149	0	0	25 to 50 TB	0	8	11	0
157847	157847	208009865		5	5 to 9	0	111	69	42	9	16	0	0	100 to 500 TB	0	2	3	0
157866	157866	208010917	0	156	250 to 499	0	17	12	5	2	5	0	0	100 to 500 TB	0	0	12	0
157867	157867	208010988	5 to 9	61	100 to 249	0	117	72	45	9	17	0	0	100 to 500 TB	0	0	7	0
158137	158137	208011297	0	8	10 to 24	0	35	25	10	3	8	0	0	500 TB to 1 PB	0	0	4	0
158138	158138	208011315	1 to 4	19	50 to 99	0	72	58	14	6	16	0	0	25 to 50 TB	0	0	5	0
158139	158139	208011355	1 to 4	12	25 to 49	0	48	36	12	6	9	0	0	10 to 25 TB	0	0	3	0
158140	158140	208011358	25 to 49	125	250 to 499	0	239	183	56	34	46	0	0	25 to 50 TB	0	0	8	0
158141	158141	208011451	1 to 4	23	50 to 99	0	87	59	28	20	8	0	0	100 to 500 TB	0	0	4	0
158142	158142	208011485	1 to 4	20	25 to 49	0	28	18	10	3	7	0	0	100 to 500 TB	0	0	3	0
158144	158144	208011573	0	9	10 to 24	0	13	10	3	1	3	0	0	100 to 500 TB	0	0	3	0
158145	158145	208011635	1 to 4	9	10 to 24	0	30	20	10	4	6	0	0	100 to 500 TB	0	0	3	0
158146	158146	208011677	1 to 4	43	100 to 249	0	9	8	1	1	3	0	0	1 to 10 TB	0	0	12	0
158148	158148	208011733	0	19	50 to 99	0	11	9	2	0	3	0	0	25 to 50 TB	0	0	7	0
158150	158150	208011864	1 to 4	10	25 to 49	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	7	0
158153	158153	208011916	1 to 4	11	50 to 99	0	157	119	38	4	29	0	0	500 TB to 1 PB	0	0	4	0
158155	158155	208011973	1 to 4	6	25 to 49	0	56	41	15	4	9	0	0	50 to 100 TB	0	0	4	0
158156	158156	208011987	0	8	10 to 24	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	4	0
158159	158159	208012032	1 to 4	14	50 to 99	0	30	26	4	1	6	0	0	100 to 500 TB	0	0	4	0
158160	158160	208012039	1 to 4	13	25 to 49	0	75	56	19	10	13	0	0	25 to 50 TB	0	0	4	0
158161	158161	208012058	25 to 49	10	50 to 99	0	251	212	39	40	20	0	0	500 TB to 1 PB	0	5	4	0
158182	158182	208012548	0	21	25 to 49	0	88	74	14	15	17	0	0	100 to 500 TB	0	0	6	0
158183	158183	208012564	50 to 99	1725	1000 or More	0	760	678	82	208	150	0	0	100 to 500 TB	0	0	92	0
159115	159115	208012587	25 to 49	202	250 to 499	0	721	516	205	97	131	0	0	1 PB to 3 PB	0	0	15	0
159116	159116	208012601	0	2	1 to 4	0	29	21	8	5	7	0	0	1 to 10 TB	0	0	2	0
159121	159121	208012738	0	7	10 to 24	0	22	15	7	3	3	0	0	25 to 50 TB	0	0	4	0
159123	159123	208012883	1 to 4	6	10 to 24	0	30	20	10	7	5	0	0	25 to 50 TB	0	0	4	0
159137	159137	208017267	25 to 49	324	500 to 999	0	595	413	182	37	140	0	0	500 TB to 1 PB	0	0	12	0
159143	159143	208017399	1 to 4	28	50 to 99	0	35	27	8	3	8	0	0	10 to 25 TB	0	0	4	0
159151	159151	208017972	1 to 4	183	250 to 499	0	47	31	16	7	8	0	0	500 TB to 1 PB	0	0	8	0
159161	159161	208018664	5 to 9	53	100 to 249	0	178	110	68	18	26	0	0	100 to 500 TB	0	0	9	0
159165	159165	208018840	10 to 24	37	100 to 249	0	325	269	56	22	56	0	0	100 to 500 TB	0	0	0	0
159169	159169	208018948	1 to 4	54	100 to 249	0	27	20	7	2	6	0	0	25 to 50 TB	0	0	5	0
159180	159180	208019471	1 to 4	7	10 to 24	0	28	20	8	3	6	0	0	50 to 100 TB	0	0	3	0
159184	159184	208019636	1 to 4	105	250 to 499	0	20	15	5	5	7	0	0	25 to 50 TB	0	0	11	0
159198	159198	208021676	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
159201	159201	208021779	1 to 4	9	10 to 24	0	37	24	13	5	7	0	0	100 to 500 TB	0	0	3	0
159274	159274	208022727	0	5	10 to 24	0	15	11	4	1	4	0	0	10 to 25 TB	0	0	3	0
159277	159277	208022839	0	7	25 to 49	0	56	41	15	3	9	0	0	25 to 50 TB	0	0	3	0
159281	159281	208023031	1 to 4	4	5 to 9	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	2	0
159287	159287	208023624	0	5	10 to 24	0	52	38	14	3	9	0	0	25 to 50 TB	0	0	3	0
159290	159290	208023742	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
159305	159305	208024035	0	1	1 to 4	0	5	4	1	0	2	0	0	10 to 25 TB	0	0	2	0
159306	159306	208024044	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	3	0
159307	159307	208024058	0	5	10 to 24	0	0	0	0	0	0	0	0		0	0	3	0
159311	159311	208024131	0	11	10 to 24	0	28	19	9	4	4	0	0	25 to 50 TB	0	0	3	0
159312	159312	208024136	1 to 4	7	10 to 24	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
159313	159313	208024183	0	3	10 to 24	0	17	13	4	1	5	0	0	10 to 25 TB	0	0	3	0
159314	159314	208024209	1 to 4	3	5 to 9	0	13	10	3	2	4	0	0	1 to 10 TB	0	0	2	0
159315	159315	208024228	1 to 4	60	50 to 99	0	165	113	52	12	37	0	0	500 TB to 1 PB	0	0	5	0
159316	159316	208024230	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
159317	159317	208024259	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	2	0
159320	159320	208024326	0	4	5 to 9	0	11	7	4	1	3	0	0	50 to 100 TB	0	0	2	0
159327	159327	208024604	10 to 24	43	100 to 249	0	280	219	61	63	19	0	0	100 to 500 TB	0	0	10	0
159328	159328	208024613	0	3	5 to 9	0	11	7	4	1	3	0	0	50 to 100 TB	0	0	3	0
159329	159329	208024643	0	2	1 to 4	0	6	3	3	0	2	0	0	100 to 500 TB	0	0	2	0
159330	159330	208024656	1 to 4	26	25 to 49	0	69	48	21	9	11	0	0	50 to 100 TB	0	0	3	0
159332	159332	208024686	0	4	10 to 24	0	8	7	1	1	3	0	0	1 to 10 TB	0	0	3	0
159333	159333	208024755	1 to 4	17	25 to 49	0	53	39	14	6	10	0	0	10 to 25 TB	0	0	4	0
159338	159338	208025074	0	9	10 to 24	0	6	4	2	0	2	0	0	10 to 25 TB	0	0	3	0
159342	159342	208025452	0	3	5 to 9	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	3	0
159343	159343	208025460	1 to 4	3	5 to 9	0	11	8	3	1	4	0	0	1 to 10 TB	0	0	4	0
159346	159346	208025542	0	3	5 to 9	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	2	0
159347	159347	208025569	0	4	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	2	0
159349	159349	208025603	1 to 4	12	25 to 49	0	32	21	11	5	6	0	0	100 to 500 TB	0	0	3	0
159353	159353	208025666	1 to 4	7	25 to 49	0	45	33	12	3	9	0	0	25 to 50 TB	0	0	3	0
159372	159372	208026501	1 to 4	13	25 to 49	0	60	44	16	10	13	0	0	25 to 50 TB	0	0	4	0
159373	159373	208026512	1 to 4	3	5 to 9	0	10	7	3	2	4	0	0	1 to 10 TB	0	0	2	0
159374	159374	208026515	1 to 4	6	25 to 49	0	47	36	11	4	9	0	0	100 to 500 TB	0	0	4	0
159375	159375	208026522	1 to 4	5	5 to 9	0	40	30	10	4	8	0	0	10 to 25 TB	0	0	3	0
159434	159434	208026726	1 to 4	2	5 to 9	0	16	12	4	2	4	0	0	50 to 100 TB	0	0	3	0
159447	159447	208027092	0	1	1 to 4	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	2	0
159448	159448	208027142	1 to 4	3	5 to 9	0	11	9	2	1	3	0	0	10 to 25 TB	0	0	3	0
159453	159453	208027382	0	15	25 to 49	0	39	28	11	3	8	0	0	500 TB to 1 PB	0	0	4	0
159454	159454	208027383	1 to 4	5	10 to 24	0	21	16	5	2	5	0	0	50 to 100 TB	0	0	3	0
159456	159456	208027391	1 to 4	9	10 to 24	0	30	25	5	4	9	0	0	25 to 50 TB	0	0	3	0
159466	159466	208027531	1 to 4	9	25 to 49	0	72	64	8	8	6	0	0	100 to 500 TB	0	0	5	0
159475	159475	208027884	0	4	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	3	0
159476	159476	208027921	0	3	1 to 4	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	3	0
159478	159478	208027961	1 to 4	12	25 to 49	0	30	20	10	4	6	0	0	100 to 500 TB	0	0	4	0
159533	159533	208028093	1 to 4	2	5 to 9	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	3	0
159534	159534	208028157		5	5 to 9	0	457	356	101	41	91	0	0	10 to 25 TB	0	0	3	0
159535	159535	208028174	0	19	50 to 99	0	58	42	16	3	11	0	0	500 TB to 1 PB	0	0	5	0
159546	159546	208028562	0	2	5 to 9	0	10	8	2	1	3	0	0	1 to 10 TB	0	0	2	0
159547	159547	208028635	0	25	50 to 99	0	8	7	1	0	4	0	0	10 to 25 TB	0	0	5	0
159549	159549	208028768	0	6	10 to 24	0	15	12	3	2	5	0	0	1 to 10 TB	0	0	3	0
159551	159551	208028824	0	16	25 to 49	0	29	19	10	3	8	0	0	100 to 500 TB	0	0	3	0
159553	159553	208028858	0	6	10 to 24	0	14	9	5	1	4	0	0	100 to 500 TB	0	0	2	0
159554	159554	208028883	0	9	10 to 24	0	14	11	3	1	5	0	0	1 to 10 TB	0	0	3	0
159555	159555	208028961	0	7	10 to 24	0	10	7	3	1	3	0	0	100 to 500 TB	0	0	3	0
159556	159556	208029015	1 to 4	4	5 to 9	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	2	0
159558	159558	208029051	0	1	1 to 4	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	2	0
159561	159561	208029094	0	0		0	13	11	2	2	4	0	0	1 to 10 TB	0	0	3	0
159562	159562	208029105	0	4	10 to 24	0	23	18	5	2	6	0	0	1 to 10 TB	0	0	3	0
159571	159571	208029733	1 to 4	5	10 to 24	0	27	20	7	2	5	0	0	25 to 50 TB	0	0	2	0
159577	159577	208030465	0	4	10 to 24	0	14	10	4	1	4	0	0	10 to 25 TB	0	0	3	0
162311	162311	208031454	0	4	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	2	0
162317	162317	208031699	1 to 4	5	5 to 9	0	20	15	5	3	5	0	0	100 to 500 TB	0	0	3	0
162318	162318	208031824	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	2	0
162319	162319	208031843	1 to 4	12	10 to 24	0	25	16	9	3	5	0	0	100 to 500 TB	0	0	2	0
162325	162325	208032063		4	10 to 24	0	36	26	10	3	7	0	0	25 to 50 TB	0	0	3	0
162326	162326	208032106	1 to 4	20	25 to 49	0	52	34	18	8	9	0	0	500 TB to 1 PB	0	0	4	0
162334	162334	208032247	0	5	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	3	0
162340	162340	208032382	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	2	0
162343	162343	208032553	0	6	10 to 24	0	12	8	4	1	3	0	0	50 to 100 TB	0	0	2	0
162350	162350	208032804	0	2	1 to 4	0	8	6	2	0	2	0	0	1 to 10 TB	0	0	3	0
162355	162355	208033103	0	3	10 to 24	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	3	0
162640	162640	208033178	0	3	5 to 9	0	10	7	3	1	3	0	0	50 to 100 TB	0	0	3	0
162667	162667	208034447		2	1 to 4	0	145	124	21	37	27	0	0	100 to 500 TB	0	0	3	0
162668	162668	208034472	1 to 4	9	10 to 24	0	45	36	9	15	8	0	0	1 PB to 3 PB	0	0	5	0
162672	162672	208034554	100 to 249	323	500 to 999	0	1350	1110	240	429	339	0	0	500 TB to 1 PB	0	0	25	0
162679	162679	208034707	0	9	10 to 24	0	29	21	8	3	6	0	0	100 to 500 TB	0	0	4	0
162682	162682	208034761	1 to 4	5	25 to 49	0	41	31	10	4	8	0	0	100 to 500 TB	0	0	4	0
162689	162689	208034898	0	5	5 to 9	0	11	8	3	1	2	0	0	100 to 500 TB	0	0	2	0
162880	162880	208035507	10 to 24	1	1 to 4	0	299	247	52	51	49	0	0	100 to 500 TB	0	0	2	0
162891	162891	208035963	1 to 4	3	5 to 9	0	15	11	4	2	4	0	0	1 to 10 TB	0	0	3	0
162892	162892	208035969	1 to 4	5	5 to 9	0	14	10	4	2	4	0	0	1 to 10 TB	0	0	2	0
162893	162893	208035971	0	1	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	3	0
162894	162894	208035985	0	5	5 to 9	0	8	5	3	1	3	0	0	50 to 100 TB	0	0	2	0
162895	162895	208035993	0	6	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	2	0
162897	162897	208036039	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
162900	162900	208036110	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	2	0
162912	162912	208037090	0	0	5 to 9	0	13	9	4	3	5	0	0	1 to 10 TB	0	0	0	0
163028	163028	208037323	1 to 4	4	5 to 9	0	86	73	13	17	13	0	0	100 to 500 TB	0	0	3	0
163032	163032	208037401	0	5	10 to 24	0	10	8	2	2	4	0	0	1 to 10 TB	0	0	3	0
163033	163033	208037425	0	3	5 to 9	0	15	13	2	3	4	0	0	10 to 25 TB	0	0	3	0
163036	163036	208037515	1 to 4	2	5 to 9	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	3	0
163038	163038	208037567	1 to 4	2	5 to 9	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	3	0
163039	163039	208037568	1 to 4	4	10 to 24	0	36	30	6	8	7	0	0	100 to 500 TB	0	0	5	0
163043	163043	208037678	1 to 4	3	5 to 9	0	15	12	3	2	5	0	0	1 to 10 TB	0	0	3	0
163045	163045	208037722	1 to 4	12	50 to 99	0	88	67	21	8	15	0	0	100 to 500 TB	0	0	5	0
163049	163049	208037877	1 to 4	5	10 to 24	0	25	20	5	4	6	0	0	100 to 500 TB	0	0	4	0
163051	163051	208037954	1 to 4	10	25 to 49	0	55	40	15	4	9	0	0	50 to 100 TB	0	0	3	0
163055	163055	208038044	0	4	10 to 24	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	3	0
163065	163065	208038320	0	1	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	3	0
163073	163073	208038485	1 to 4	3	10 to 24	0	29	25	4	7	5	0	0	100 to 500 TB	0	0	4	0
163077	163077	208038688	1 to 4	2	5 to 9	0	9	8	1	1	3	0	0	1 to 10 TB	0	0	2	0
163179	163179	207006178	5 to 9	2	1 to 4	0	105	85	20	22	33	0	0	25 to 50 TB	0	9	8	0
163193	163193	208039103	1 to 4	8	25 to 49	0	65	49	16	6	12	0	0	100 to 500 TB	0	0	5	0
163194	163194	208039119	1 to 4	3	10 to 24	0	29	22	7	3	6	0	0	50 to 100 TB	0	0	3	0
163195	163195	208039169	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	2	0
163202	163202	208039453	1 to 4	0	10 to 24	0	19	14	5	2	5	0	0	1 to 10 TB	0	0	0	0
163203	163203	208039473	1 to 4	5	5 to 9	0	16	12	4	2	4	0	0	1 to 10 TB	0	0	2	0
163210	163210	208040563	0	3	5 to 9	0	8	5	3	1	3	0	0	100 to 500 TB	0	0	3	0
163216	163216	208041338	1 to 4	15	25 to 49	0	85	65	20	8	15	0	0	100 to 500 TB	0	0	5	0
163219	163219	208041412	0	3	5 to 9	0	8	6	2	1	2	0	0	25 to 50 TB	0	0	3	0
163228	163228	208041756	0	1	1 to 4	0	6	5	1	0	2	0	0	25 to 50 TB	0	0	2	0
163232	163232	208041914	1 to 4	2	10 to 24	0	24	20	4	5	5	0	0	100 to 500 TB	0	0	4	0
163237	163237	208042065	1 to 4	3	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	3	0
163238	163238	208042112	0	3	5 to 9	0	8	6	2	0	3	0	0	50 to 100 TB	0	0	3	0
163244	163244	208042180	1 to 4	10	10 to 24	0	27	18	9	4	6	0	0	100 to 500 TB	0	0	3	0
163250	163250	208042412	0	2	5 to 9	0	11	6	5	0	4	0	0	500 TB to 1 PB	0	0	3	0
163251	163251	208042449	1 to 4	2	5 to 9	0	16	14	2	3	4	0	0	50 to 100 TB	0	0	3	0
163273	163273	208042974	0	10	50 to 99	0	81	60	21	4	12	0	0	50 to 100 TB	0	0	3	0
163274	163274	208042976	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
163275	163275	208042993	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
163279	163279	208043098	1 to 4	10	25 to 49	0	22	18	4	1	5	0	0	10 to 25 TB	0	0	4	0
163285	163285	208043167		5	25 to 49	0	89	65	24	6	13	0	0	50 to 100 TB	0	0	2	0
163355	163355	207208675	0	1	1 to 4	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
164708	164708	208043502	0	5	10 to 24	0	1	0	1	0	1	0	0	10 to 25 TB	0	0	3	0
164709	164709	208043514	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
164710	164710	208043530	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
164716	164716	208044004	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
164719	164719	208044054	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
164725	164725	208044226	0	1	1 to 4	0	8	6	2	0	2	0	0	25 to 50 TB	0	0	2	0
164728	164728	208044387	0	3	5 to 9	0	8	6	2	0	3	0	0	50 to 100 TB	0	0	3	0
164730	164730	208044623	1 to 4	2	5 to 9	0	8	7	1	2	3	0	0	25 to 50 TB	0	0	2	0
164732	164732	208044657	1 to 4	6	10 to 24	0	26	21	5	2	6	0	0	100 to 500 TB	0	0	4	0
164733	164733	208044746	1 to 4	4	5 to 9	0	14	12	2	3	4	0	0	50 to 100 TB	0	0	3	0
164737	164737	208045131	1 to 4	15	50 to 99	0	82	60	22	5	14	0	0	50 to 100 TB	0	0	3	0
164740	164740	208045287	1 to 4	13	25 to 49	0	39	26	13	5	7	0	0	100 to 500 TB	0	0	3	0
164741	164741	208045308	1 to 4	7	25 to 49	0	33	22	11	5	6	0	0	500 TB to 1 PB	0	0	3	0
164755	164755	208045848	1 to 4	1	1 to 4	0	18	14	4	3	3	0	0	100 to 500 TB	0	0	2	0
164929	164929	208046135	0	0	5 to 9	0	8	5	3	1	3	0	0	50 to 100 TB	0	0	0	0
164934	164934	208046341	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
164937	164937	208046394	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
164940	164940	208046424	0	3	5 to 9	0	10	8	2	1	3	0	0	1 to 10 TB	0	0	2	0
164941	164941	208046453	1 to 4	5	5 to 9	0	29	19	10	4	6	0	0	100 to 500 TB	0	0	3	0
164948	164948	208046725	1 to 4	3	5 to 9	0	13	11	2	2	3	0	0	100 to 500 TB	0	0	3	0
164951	164951	208046826	1 to 4	8	10 to 24	0	28	18	10	4	6	0	0	100 to 500 TB	0	0	3	0
164966	164966	208047246	1 to 4	3	5 to 9	0	51	34	17	8	8	0	0	500 TB to 1 PB	0	0	3	0
164967	164967	208047260	1 to 4	7	10 to 24	0	29	21	8	4	7	0	0	10 to 25 TB	0	0	3	0
164968	164968	208047268	1 to 4	6	10 to 24	0	29	21	8	3	6	0	0	10 to 25 TB	0	0	5	0
164969	164969	208047326		5	10 to 24	0	1199	735	464	285	192	0	0	1 PB to 3 PB	0	0	3	0
164972	164972	208047412	1 to 4	11	50 to 99	0	94	69	25	6	14	0	0	50 to 100 TB	0	0	3	0
164973	164973	208047459	1 to 4	0	10 to 24	0	17	13	4	2	6	0	0	1 to 10 TB	0	0	0	0
165030	165030	208047809	1 to 4	2	5 to 9	0	31	26	5	5	7	0	0	25 to 50 TB	0	0	2	0
165035	165035	208048006	1 to 4	16	25 to 49	0	54	36	18	5	11	0	0	100 to 500 TB	0	0	3	0
165040	165040	208048216	1 to 4	18	50 to 99	0	120	91	29	15	20	0	0	100 to 500 TB	0	0	4	0
165043	165043	208048297	0	2	1 to 4	0	6	4	2	0	3	0	0	1 to 10 TB	0	0	2	0
165044	165044	208048344	0	3	5 to 9	0	9	7	2	1	2	0	0	1 to 10 TB	0	0	2	0
165057	165057	208048901	1 to 4	6	10 to 24	0	25	19	6	3	6	0	0	10 to 25 TB	0	0	4	0
165059	165059	208049028	0	2	5 to 9	0	6	5	1	1	3	0	0	1 to 10 TB	0	0	2	0
165061	165061	208049250	0	7	25 to 49	0	31	23	8	1	7	0	0	10 to 25 TB	0	0	3	0
165065	165065	208049333	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
165072	165072	208049611	0	1	1 to 4	0	11	9	2	0	3	0	0	100 to 500 TB	0	0	2	0
165246	165246	208050228	0	7	10 to 24	0	13	9	4	1	5	0	0	100 to 500 TB	0	0	3	0
165247	165247	208050258	1 to 4	4	10 to 24	0	48	35	13	3	7	0	0	25 to 50 TB	0	0	3	0
165255	165255	208051061	1 to 4	1	1 to 4	0	11	9	2	2	3	0	0	50 to 100 TB	0	0	2	0
165262	165262	208051454	1 to 4	7	10 to 24	0	15	10	5	2	3	0	0	100 to 500 TB	0	0	3	0
165264	165264	208051622	1 to 4	5	10 to 24	0	40	32	8	3	8	0	0	100 to 500 TB	0	0	3	0
165268	165268	208051896	1 to 4	5	10 to 24	0	14	9	5	2	3	0	0	100 to 500 TB	0	0	2	0
165269	165269	208051911	1 to 4	5	10 to 24	0	22	16	6	2	5	0	0	10 to 25 TB	0	0	3	0
165271	165271	208051946	0	1	1 to 4	0	9	6	3	1	3	0	0	1 to 10 TB	0	0	2	0
165274	165274	208052054	0	4	5 to 9	0	11	7	4	1	3	0	0	10 to 25 TB	0	0	3	0
165275	165275	208052087	1 to 4	5	10 to 24	0	14	11	3	2	4	0	0	1 to 10 TB	0	0	3	0
165292	165292	208052835	0	14	25 to 49	0	32	23	9	3	7	0	0	100 to 500 TB	0	0	4	0
165295	165295	208052985	1 to 4	12	25 to 49	0	33	22	11	5	6	0	0	500 TB to 1 PB	0	0	4	0
165299	165299	208053146	1 to 4	3	5 to 9	0	21	14	7	3	4	0	0	100 to 500 TB	0	0	3	0
165300	165300	208053170	0	3	1 to 4	0	7	4	3	0	2	0	0	10 to 25 TB	0	0	2	0
165307	165307	208053533	1 to 4	3	5 to 9	0	20	17	3	3	5	0	0	10 to 25 TB	0	0	3	0
165308	165308	208053546	0	2	1 to 4	0	8	6	2	0	2	0	0	1 to 10 TB	0	0	2	0
165310	165310	208053669	0	2	5 to 9	0	9	6	3	1	3	0	0	50 to 100 TB	0	0	3	0
165311	165311	208053693	0	2	5 to 9	0	9	7	2	1	2	0	0	1 to 10 TB	0	0	3	0
165318	165318	208054078	0	4	5 to 9	0	10	7	3	1	2	0	0	1 to 10 TB	0	0	2	0
165319	165319	208054085	1 to 4	14	25 to 49	0	47	35	12	5	9	0	0	10 to 25 TB	0	0	5	0
165330	165330	208054728	1 to 4	20	25 to 49	0	52	34	18	8	9	0	0	500 TB to 1 PB	0	0	5	0
165336	165336	208054812	0	4	5 to 9	0	9	6	3	2	2	0	0	50 to 100 TB	0	0	3	0
165337	165337	208054886	1 to 4	4	5 to 9	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	2	0
165338	165338	208054904	0	2	5 to 9	0	7	4	3	0	3	0	0	50 to 100 TB	0	0	2	0
165342	165342	208055094	50 to 99	142	250 to 499	0	984	811	173	126	193	0	0	500 TB to 1 PB	0	0	8	0
165345	165345	208055241	0	2	5 to 9	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	3	0
165347	165347	208055288	50 to 99	348	500 to 999	0	1161	1036	125	127	202	0	0	500 TB to 1 PB	0	0	27	0
165348	165348	208055344	1 to 4	20	50 to 99	0	36	27	9	3	7	0	0	10 to 25 TB	0	0	3	0
169395	169395	208055856	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
169398	169398	208055942	1 to 4	10	10 to 24	0	26	17	9	3	6	0	0	100 to 500 TB	0	0	4	0
169403	169403	208056171	1 to 4	5	10 to 24	0	27	22	5	4	6	0	0	100 to 500 TB	0	0	4	0
169415	169415	208056893		0		0	29	19	10	4	6	0	0	100 to 500 TB	0	0	2	0
169416	169416	208057149	0	2	5 to 9	0	13	9	4	3	3	0	0	1 to 10 TB	0	0	2	0
