level_0	index	SITEID	IT_STAFF	WIRELESS_USERS	INTERNET_USERS	DEVELOPERS	PCS	DESKTOPS	LAPTOPS	SERVERS	PRINTERS	COLOR_PRINTERS	MULTIFUNC_PRINTERS	STORAGE	EXTENSIONS	CALLCENTER_CALLERS	NETWORK_LINES	ROUTERS
344823	344823	208819528	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
344830	344830	208821031	0	0			10	8	2	0	4	0	0	1 to 10 TB	0	0	0	0
344841	344841	208821187	0	0			9	6	3	2	3	0	0	100 to 500 TB	0	0	0	0
344856	344856	208821359	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344858	344858	208822160	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344860	344860	208828663	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344861	344861	208833536	0	0			6	4	2	0	2	0	0	1 to 10 TB	0	0	0	0
344863	344863	208837667	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344866	344866	208847831	1 to 4	0			26	17	9	3	6	0	0	100 to 500 TB	0	0	0	0
344873	344873	208859172	0	0			7	5	2	0	2	0	0	25 to 50 TB	0	0	0	0
344876	344876	208861760	0	0			0	0	0	0	0	0	0		0	0	0	0
344880	344880	208870784	0	0			0	0	0	0	0	0	0		0	0	0	0
344882	344882	208893672	0	0			7	5	2	0	2	0	0	1 to 10 TB	0	0	0	0
344883	344883	208893927	0	0			9	7	2	1	3	0	0	1 to 10 TB	0	0	0	0
344890	344890	208896930	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344894	344894	208901979	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344897	344897	208907538	0	0			13	8	5	0	3	0	0	10 to 25 TB	0	0	0	0
344905	344905	208913480	0	0			9	7	2	1	3	0	0	1 to 10 TB	0	0	0	0
344908	344908	208922509	0	0			10	8	2	0	4	0	0	1 to 10 TB	0	0	0	0
344911	344911	208924234	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
344913	344913	208927308	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
344925	344925	208933627	0	0			6	4	2	0	2	0	0	1 to 10 TB	0	0	0	0
344926	344926	208933641	0	0			6	4	2	0	2	0	0	1 to 10 TB	0	0	0	0
344928	344928	208942842	0	0			7	5	2	0	2	0	0	1 to 10 TB	0	0	0	0
344934	344934	208952172	0	0			5	4	1	0	2	0	0	1 to 10 TB	0	0	0	0
344939	344939	208970729	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
344942	344942	208975524	0	0			7	4	3	0	2	0	0	50 to 100 TB	0	0	0	0
344950	344950	208983870	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
344958	344958	208986939	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
344959	344959	208989560	0	0			0	0	0	0	0	0	0		0	0	0	0
344960	344960	208991186	0	0			7	4	3	0	2	0	0	10 to 25 TB	0	0	0	0
345049	345049	209010327	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
345259	345259	209019020	0	0			5	4	1	0	2	0	0	1 to 10 TB	0	0	0	0
345586	345586	209035229	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345592	345592	209036599	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345594	345594	209036616	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
345595	345595	209039665	0	0			8	6	2	0	3	0	0	50 to 100 TB	0	0	0	0
345603	345603	209048743	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345604	345604	209049428	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
345617	345617	209058104	0	0			8	7	1	1	3	0	0	1 to 10 TB	0	0	0	0
345624	345624	209058185	0	0			7	5	2	1	2	0	0	1 to 10 TB	0	0	0	0
345625	345625	209058188	1 to 4	0			12	9	3	1	4	0	0	1 to 10 TB	0	0	0	0
345627	345627	209058212	0	0			0	0	0	0	0	0	0		0	0	0	0
345628	345628	209058215	0	0			11	8	3	2	3	0	0	1 to 10 TB	0	0	0	0
345633	345633	209058273	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
345636	345636	209058312	0	0			13	9	4	2	3	0	0	100 to 500 TB	0	0	0	0
345637	345637	209058320	0	0			8	5	3	1	3	0	0	100 to 500 TB	0	0	0	0
345641	345641	209058371	0	0			7	5	2	1	3	0	0	50 to 100 TB	0	0	0	0
345642	345642	209058383	0	0			11	7	4	1	3	0	0	50 to 100 TB	0	0	0	0
345643	345643	209058389	0	0			12	8	4	2	3	0	0	1 to 10 TB	0	0	0	0
345645	345645	209058416	0	0			0	0	0	0	0	0	0		0	0	0	0
345646	345646	209058424	1 to 4	0			29	19	10	4	6	0	0	100 to 500 TB	0	0	0	0
345650	345650	209058494	0	0			24	16	8	2	7	0	0	100 to 500 TB	0	0	0	0
345662	345662	209058630	5 to 9	0			284	218	66	25	54	0	0	25 to 50 TB	0	0	0	0
345666	345666	209058659	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
345673	345673	209058731	0	0			0	0	0	0	0	0	0		0	0	0	0
345674	345674	209058732	0	0			0	0	0	0	0	0	0		0	0	0	0
345675	345675	209058765	0	0			13	10	3	0	5	0	0	100 to 500 TB	0	0	0	0
345679	345679	209058820	1 to 4	0			11	8	3	1	3	0	0	1 to 10 TB	0	0	0	0
345681	345681	209058827	0	0			8	6	2	1	2	0	0	1 to 10 TB	0	0	0	0
345685	345685	209058875	0	0			5	3	2	0	3	0	0	1 to 10 TB	0	0	0	0
345694	345694	209058973	1 to 4	0			14	9	5	2	3	0	0	100 to 500 TB	0	0	0	0
345708	345708	209059133	0	0			0	0	0	0	0	0	0		0	0	0	0
345712	345712	209059215	0	0			0	0	0	0	0	0	0		0	0	0	0
345720	345720	209059806	0	0			7	4	3	0	2	0	0	10 to 25 TB	0	0	0	0
345728	345728	209072895	0	0			7	5	2	0	2	0	0	1 to 10 TB	0	0	0	0
345729	345729	209073377	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345730	345730	209073579	0	0			13	8	5	0	3	0	0	10 to 25 TB	0	0	0	0
345733	345733	209079316	0	0			5	4	1	0	2	0	0	10 to 25 TB	0	0	0	0
345742	345742	209100752	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345743	345743	209102293	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345749	345749	209110918	0	0			8	6	2	0	2	0	0	25 to 50 TB	0	0	0	0
345753	345753	209121103	0	0			7	4	3	0	4	0	0	1 to 10 TB	0	0	0	0
345759	345759	209134893	0	0			8	6	2	0	3	0	0	50 to 100 TB	0	0	0	0
345761	345761	209144720	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
345766	345766	209152242	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
345769	345769	209162093	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345770	345770	209162328	0	0			9	6	3	1	3	0	0	100 to 500 TB	0	0	0	0
345772	345772	209173323	0	0			9	7	2	1	3	0	0	1 to 10 TB	0	0	0	0
345777	345777	209185717	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345782	345782	209195431	1000 or More	0			72622	59736	12886	23068	31789	0	0	3+ PB	0	0	0	0
345791	345791	209200491	0	0			13	9	4	1	3	0	0	1 to 10 TB	0	0	0	0
345792	345792	209200499	0	0			5	4	1	0	2	0	0	1 to 10 TB	0	0	0	0
345795	345795	209201921	0	0			9	5	4	0	4	0	0	1 to 10 TB	0	0	0	0
345796	345796	209205388	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345801	345801	209217303	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
345806	345806	209222807	0	0			7	5	2	0	2	0	0	1 to 10 TB	0	0	0	0
345814	345814	209242055	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
345821	345821	209250228	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345826	345826	209254864	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345828	345828	209255505	0	0			8	6	2	0	2	0	0	1 to 10 TB	0	0	0	0
345832	345832	209264478	0	0			0	0	0	0	0	0	0		0	0	0	0
345839	345839	209281233	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
345844	345844	209288644	0	0			0	0	0	0	0	0	0		0	0	0	0
345847	345847	209289286	0	0			4	2	2	0	2	0	0	100 to 500 TB	0	0	0	0
345984	345984	209325829	0	0			0	0	0	0	0	0	0		0	0	0	0
345987	345987	209326614	0	0			0	0	0	0	0	0	0		0	0	0	0
345988	345988	209326617	0	0			0	0	0	0	0	0	0		0	0	0	0
345989	345989	209327923	0	0			6	3	3	0	2	0	0	100 to 500 TB	0	0	0	0
345994	345994	209341059	0	0			10	8	2	0	4	0	0	1 to 10 TB	0	0	0	0
345999	345999	209345955	0	0			6	5	1	0	2	0	0	1 to 10 TB	0	0	0	0
346006	346006	209359400	0	0			7	4	3	0	2	0	0	100 to 500 TB	0	0	0	0
346011	346011	209411104	0	0			1	0	1	0	1	0	0	10 to 25 TB	0	0	0	0
346016	346016	209411158	0	0			2	1	1	0	2	0	0	1 to 10 TB	0	0	0	0
346019	346019	209411336	0	0			9	5	4	0	2	0	0	1 to 10 TB	0	0	0	0
346024	346024	209411637	0	0			7	6	1	0	2	0	0	25 to 50 TB	0	0	0	0
346026	346026	209411906	0	0			4	3	1	0	2	0	0	1 to 10 TB	0	0	0	0
346035	346035	209412418	0	0			0	0	0	0	0	0	0		0	0	0	0
346038	346038	209412764	0	0			1	1	0	0	1	0	0	1 to 10 TB	0	0	0	0
346039	346039	209412964	0	0			1	0	1	0	1	0	0	1 to 10 TB	0	0	0	0
352332	352332	208000916	100 to 249	427	1000 or More	0	2883	2107	776	369	533	0	0	1 PB to 3 PB	0	3	14	0
352340	352340	208001289	50 to 99	725	1000 or More	0	1086	969	117	297	353	0	0	3+ PB	0	0	80	0
352346	352346	208001728	100 to 249	245	1000 or More	0	2394	2045	349	242	671	0	0	1 PB to 3 PB	0	0	14	0
352351	352351	208002311	0	18	50 to 99	0	0	0	0	0	0	0	0		0	0	10	0
352357	352357	208002736	0	13	10 to 24	0	41	27	14	8	11	0	0	500 TB to 1 PB	0	0	3	0
352409	352409	208006182	10 to 24	19	50 to 99	0	33	29	4	4	8	0	0	50 to 100 TB	0	0	5	0
352410	352410	208006239	10 to 24	18	100 to 249	0	325	269	56	18	54	0	0	100 to 500 TB	0	0	7	0
352415	352415	208006612	1 to 4	21	50 to 99	0	63	52	11	5	12	0	0	50 to 100 TB	0	0	5	0
352422	352422	208007087		24	100 to 249	0	137	104	33	8	25	0	0	100 to 500 TB	0	0	6	0
352434	352434	208008822	100 to 249	203	250 to 499	0	2047	1255	792	559	788	0	0	3+ PB	0	0	16	0
352437	352437	208009184	1 to 4	2	5 to 9	0	18	15	3	4	4	0	0	50 to 100 TB	0	0	3	0
352439	352439	208009251	25 to 49	60	100 to 249	0	297	228	69	49	61	0	0	25 to 50 TB	0	500	11	0
352441	352441	208009441	25 to 49	111	250 to 499	0	275	211	64	40	53	0	0	25 to 50 TB	0	4	7	0
352462	352462	208010510		22	25 to 49	0	149	127	22	38	28	0	0	100 to 500 TB	0	0	5	0
352469	352469	208010895	10 to 24	33	100 to 249	0	215	181	34	31	17	0	0	500 TB to 1 PB	0	0	7	0
352470	352470	208010902	0	33	100 to 249	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	6	0
352472	352472	208011001	0	14	50 to 99	0	61	45	16	4	11	0	0	25 to 50 TB	0	3	5	0
352473	352473	208011013	1 to 4	35	50 to 99	0	93	79	14	28	14	0	0	500 TB to 1 PB	0	0	7	0
352480	352480	208011235	1 to 4	8	10 to 24	0	21	18	3	3	6	0	0	10 to 25 TB	0	0	4	0
352482	352482	208011324	1 to 4	20	25 to 49	0	40	26	14	2	7	0	0	100 to 500 TB	0	0	4	0
352483	352483	208011489		265	500 to 999	0	352	288	64	19	60	0	0	100 to 500 TB	0	0	13	0
352484	352484	208011494	25 to 49	22	100 to 249	0	238	201	37	52	19	0	0	100 to 500 TB	0	0	6	0
352486	352486	208011559	1 to 4	56	100 to 249	0	80	65	15	8	19	0	0	25 to 50 TB	0	0	9	0
352487	352487	208011571	0	12	25 to 49	0	50	40	10	5	11	0	0	10 to 25 TB	0	0	4	0
352488	352488	208011638	10 to 24	13	50 to 99	0	127	90	37	26	16	0	0	100 to 500 TB	0	0	7	0
352489	352489	208011639	1 to 4	16	25 to 49	0	40	26	14	2	7	0	0	100 to 500 TB	0	0	3	0
352493	352493	208011732	1 to 4	29	25 to 49	0	77	65	12	23	12	0	0	100 to 500 TB	0	0	6	0
352494	352494	208011769	25 to 49	56	100 to 249	0	236	174	62	59	32	0	0	100 to 500 TB	0	200	7	0
352495	352495	208011840	1 to 4	3	5 to 9	0	51	34	17	8	9	0	0	500 TB to 1 PB	0	0	3	0
352496	352496	208011882	50 to 99	122	100 to 249	0	500	368	132	190	84	0	0	500 TB to 1 PB	0	200	9	0
352497	352497	208011961	1 to 4	14	50 to 99	0	66	53	13	6	12	0	0	100 to 500 TB	0	0	6	0
352498	352498	208012040	1 to 4	5	5 to 9	0	73	62	11	13	12	0	0	100 to 500 TB	0	0	6	0
352499	352499	208012041	1 to 4	31	100 to 249	0	115	87	28	7	24	0	0	100 to 500 TB	0	40	7	0
352519	352519	208012542	1 to 4	13	25 to 49	0	70	57	13	7	14	0	0	25 to 50 TB	0	0	4	0
352520	352520	208012566	0	7	10 to 24	0	13	9	4	2	3	0	0	50 to 100 TB	0	0	4	0
352529	352529	208013018	1 to 4	37	25 to 49	0	100	68	32	23	8	0	0	100 to 500 TB	0	30	6	0
352543	352543	208017704	0	19	25 to 49	0	62	44	18	6	11	0	0	1 PB to 3 PB	0	0	6	0
352544	352544	208017712	1 to 4	5	10 to 24	0	49	41	8	12	8	0	0	100 to 500 TB	0	0	0	0
352547	352547	208018271	1 to 4	32	100 to 249	0	46	34	12	5	9	0	0	10 to 25 TB	0	0	0	0
352561	352561	208019544	1 to 4	24	50 to 99	0	79	67	12	17	12	0	0	100 to 500 TB	0	0	7	0
352568	352568	208020972	1 to 4	2	5 to 9	0	21	16	5	2	5	0	0	50 to 100 TB	0	0	0	0
352581	352581	208021774	1 to 4	9	10 to 24	0	30	22	8	4	6	0	0	10 to 25 TB	0	0	3	0
352590	352590	208022163	0	1	1 to 4	0	9	7	2	1	2	0	0	25 to 50 TB	0	0	3	0
352592	352592	208022357	1 to 4	4	5 to 9	0	97	69	28	7	17	0	0	1 PB to 3 PB	0	0	3	0
352601	352601	208022915	0	6	25 to 49	0	49	36	13	3	9	0	0	25 to 50 TB	0	0	3	0
352603	352603	208022958	1 to 4	5	10 to 24	0	27	22	5	8	6	0	0	500 TB to 1 PB	0	0	3	0
352604	352604	208023078	0	0	0	0	8	5	3	1	2	0	0	10 to 25 TB	0	0	2	0
352605	352605	208023097	0	5	25 to 49	0	43	32	11	2	7	0	0	25 to 50 TB	0	0	3	0
352614	352614	208023617	1 to 4	14	25 to 49	0	44	33	11	5	8	0	0	10 to 25 TB	0	0	5	0
352615	352615	208023652	0	3	5 to 9	0	38	28	10	1	9	0	0	25 to 50 TB	0	0	3	0
352619	352619	208023741	0	4	10 to 24	0	15	11	4	1	4	0	0	10 to 25 TB	0	0	3	0
352632	352632	208024051	1 to 4	7	10 to 24	0	26	17	9	3	6	0	0	100 to 500 TB	0	0	4	0
352637	352637	208024122	0	4	1 to 4	0	7	5	2	0	3	0	0	100 to 500 TB	0	0	2	0
352642	352642	208024382	1 to 4	4	5 to 9	0	19	14	5	2	5	0	0	1 to 10 TB	0	0	2	0
352652	352652	208024761	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
352653	352653	208024778	0	6	5 to 9	0	13	9	4	2	3	0	0	10 to 25 TB	0	0	3	0
352659	352659	208025179	0	1	5 to 9	0	7	6	1	0	2	0	0	10 to 25 TB	0	0	2	0
352663	352663	208025433	1 to 4	5	10 to 24	0	12	9	3	1	4	0	0	1 to 10 TB	0	0	4	0
352665	352665	208025463	0	2	5 to 9	0	10	8	2	1	3	0	0	50 to 100 TB	0	0	2	0
352672	352672	208025568	0	2	5 to 9	0	10	8	2	1	3	0	0	1 to 10 TB	0	0	2	0
352674	352674	208025699	1 to 4	6	10 to 24	0	22	16	6	2	6	0	0	10 to 25 TB	0	0	3	0
352683	352683	208025999	1 to 4	2	5 to 9	0	19	17	2	2	3	0	0	50 to 100 TB	0	0	2	0
352688	352688	208026177	0	4	5 to 9	0	11	7	4	1	3	0	0	50 to 100 TB	0	0	2	0
352690	352690	208026241	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
352692	352692	208026317	0	3	5 to 9	0	9	6	3	1	3	0	0	50 to 100 TB	0	0	3	0
352699	352699	208026627	1 to 4	3	10 to 24	0	18	14	4	3	3	0	0	100 to 500 TB	0	0	4	0
352705	352705	208026821	0	0	10 to 24	0	15	11	4	1	4	0	0	10 to 25 TB	0	0	0	0
352710	352710	208026958	0	4	10 to 24	0	0	0	0	0	0	0	0		0	0	3	0
352736	352736	208027785	1 to 4	11	10 to 24	0	33	24	9	3	7	0	0	1 to 10 TB	0	0	3	0
352749	352749	208028413	0	1	1 to 4	0	7	4	3	0	4	0	0	1 to 10 TB	0	0	2	0
352752	352752	208028453	0	3	1 to 4	0	10	8	2	0	4	0	0	1 to 10 TB	0	0	2	0
352758	352758	208028943	0	20	25 to 49	0	16	11	5	2	5	0	0	100 to 500 TB	0	0	3	0
352759	352759	208028954	1 to 4	0	10 to 24	0	20	14	6	2	5	0	0	100 to 500 TB	0	0	0	0
352762	352762	208028988	1 to 4	4	10 to 24	0	16	12	4	1	4	0	0	10 to 25 TB	0	0	3	0
352767	352767	208029107	0	10	10 to 24	0	14	9	5	1	5	0	0	100 to 500 TB	0	0	3	0
352778	352778	208029561	0	5	10 to 24	0	16	11	5	2	5	0	0	100 to 500 TB	0	0	3	0
352786	352786	208029762	1 to 4	5	10 to 24	0	12	10	2	1	3	0	0	10 to 25 TB	0	0	4	0
352787	352787	208029911	1 to 4	7	10 to 24	0	28	21	7	3	6	0	0	10 to 25 TB	0	0	5	0
352789	352789	208030214	0	3	5 to 9	0	1	0	1	0	1	0	0	1 to 10 TB	0	0	3	0
352794	352794	208030425	1 to 4	5	10 to 24	0	35	26	9	2	7	0	0	25 to 50 TB	0	0	3	0
352802	352802	208030738	0	3	1 to 4	0	7	4	3	0	2	0	0	10 to 25 TB	0	0	2	0
352810	352810	208031092	0	2	5 to 9	0	7	4	3	0	3	0	0	50 to 100 TB	0	0	2	0
352819	352819	208031432	1 to 4	5	25 to 49	0	37	27	10	2	7	0	0	25 to 50 TB	0	0	2	0
352820	352820	208031456	1 to 4	4	5 to 9	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	2	0
352821	352821	208031485	1 to 4	4	5 to 9	0	11	8	3	1	4	0	0	1 to 10 TB	0	0	2	0
352826	352826	208031817	1 to 4	5	5 to 9	0	20	13	7	3	4	0	0	100 to 500 TB	0	0	2	0
352835	352835	208032084	1 to 4	3	5 to 9	0	12	9	3	2	4	0	0	1 to 10 TB	0	0	2	0
352836	352836	208032125	0	7	10 to 24	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
352841	352841	208032271	0	2	1 to 4	0	6	5	1	0	2	0	0	1 to 10 TB	0	0	2	0
352842	352842	208032297	0	3	5 to 9	0	9	6	3	2	3	0	0	100 to 500 TB	0	0	2	0
352844	352844	208032424	0	1	1 to 4	0	12	10	2	0	3	0	0	50 to 100 TB	0	0	2	0
352846	352846	208032552	1 to 4	4	10 to 24	0	25	21	4	5	5	0	0	100 to 500 TB	0	0	4	0
352848	352848	208032608	1 to 4	3	10 to 24	0	29	25	4	7	5	0	0	100 to 500 TB	0	0	4	0
352849	352849	208032663	0	1	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	2	0
352853	352853	208032748	0	3	5 to 9	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	3	0
352858	352858	208032900	1 to 4	5	5 to 9	0	14	10	4	2	4	0	0	10 to 25 TB	0	0	2	0
352860	352860	208033022	0	4	5 to 9	0	18	12	6	4	5	0	0	10 to 25 TB	0	0	3	0
352872	352872	208033711	0	3	5 to 9	0	11	6	5	0	4	0	0	500 TB to 1 PB	0	0	2	0
352873	352873	208033721	0	4	10 to 24	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	3	0
352886	352886	208034024	0	3	5 to 9	0	4	3	1	0	2	0	0	1 to 10 TB	0	0	2	0
352887	352887	208034075	0	2	5 to 9	0	9	7	2	1	2	0	0	1 to 10 TB	0	0	3	0
352889	352889	208034085	1 to 4	16	50 to 99	0	79	60	19	2	17	0	0	100 to 500 TB	0	0	4	0
352890	352890	208034148	0	0		0	18	13	5	2	5	0	0	10 to 25 TB	0	0	0	0
352892	352892	208034397	0	2	5 to 9	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
352894	352894	208034479	0	6	10 to 24	0	11	9	2	1	4	0	0	1 to 10 TB	0	0	3	0
352896	352896	208034509	25 to 49	12	50 to 99	0	207	177	30	66	49	0	0	1 PB to 3 PB	0	0	6	0
352902	352902	208034665	0	4	5 to 9	0	5	4	1	0	2	0	0	1 to 10 TB	0	0	3	0
352903	352903	208034690	1 to 4	2	5 to 9	0	9	8	1	1	3	0	0	1 to 10 TB	0	0	2	0
352905	352905	208034710	0	4	5 to 9	0	5	4	1	0	2	0	0	1 to 10 TB	0	0	2	0
352907	352907	208034723	1 to 4	11	25 to 49	0	36	30	6	7	7	0	0	100 to 500 TB	0	0	4	0
352911	352911	208034816	1 to 4	3	10 to 24	0	29	22	7	3	6	0	0	50 to 100 TB	0	0	3	0
352914	352914	208034883	1 to 4	3	5 to 9	0	11	9	2	2	3	0	0	50 to 100 TB	0	0	2	0
352916	352916	208034924		6	5 to 9	0	17	14	3	3	3	0	0	100 to 500 TB	0	0	3	0
352917	352917	208034952	1 to 4	3	5 to 9	0	14	10	4	1	4	0	0	1 to 10 TB	0	0	4	0
352923	352923	208035088	10 to 24	51	100 to 249	0	154	95	59	29	23	0	0	1 PB to 3 PB	0	0	6	0
352931	352931	208035514	1 to 4	3	5 to 9	0	26	23	3	3	4	0	0	100 to 500 TB	0	0	2	0
352940	352940	208036022	1 to 4	3	10 to 24	0	29	22	7	3	6	0	0	50 to 100 TB	0	0	3	0
352942	352942	208036157	1 to 4	3	10 to 24	0	29	25	4	7	5	0	0	100 to 500 TB	0	0	4	0
352951	352951	208036765	0	1	1 to 4	0	8	6	2	0	3	0	0	1 to 10 TB	0	0	2	0
352953	352953	208037165	5 to 9	8	10 to 24	0	142	88	54	19	21	0	0	500 TB to 1 PB	0	0	4	0
352957	352957	208037378	1 to 4	2	5 to 9	0	22	14	8	3	5	0	0	100 to 500 TB	0	0	2	0
352966	352966	208037661	1 to 4	3	10 to 24	0	29	25	4	7	5	0	0	100 to 500 TB	0	0	4	0
352968	352968	208037808	1 to 4	3	5 to 9	0	13	10	3	2	3	0	0	50 to 100 TB	0	0	3	0
352986	352986	208038791	0	8	10 to 24	0	23	15	8	2	6	0	0	100 to 500 TB	0	0	3	0
352988	352988	208039052	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	3	0
352992	352992	208039274	0	2	1 to 4	0	7	5	2	0	3	0	0	50 to 100 TB	0	0	2	0
352993	352993	208039397	1 to 4	9	25 to 49	0	18	15	3	1	5	0	0	10 to 25 TB	0	0	4	0
352998	352998	208039566	1 to 4	13	10 to 24	0	23	19	4	3	7	0	0	25 to 50 TB	0	0	4	0
353013	353013	208041038	0	1	1 to 4	0	7	6	1	0	2	0	0	50 to 100 TB	0	0	2	0
353017	353017	208041238	0	3	5 to 9	0	20	17	3	3	5	0	0	10 to 25 TB	0	0	2	0
353031	353031	208041717	1 to 4	4	10 to 24	0	33	24	9	3	7	0	0	25 to 50 TB	0	0	2	0
353034	353034	208041768	1 to 4	13	25 to 49	0	24	18	6	2	5	0	0	25 to 50 TB	0	0	4	0
353037	353037	208042145	25 to 49	101	100 to 249	0	470	288	182	77	75	0	0	1 PB to 3 PB	0	0	8	0
353038	353038	208042189	0	1	1 to 4	0	8	6	2	0	2	0	0	50 to 100 TB	0	0	2	0
353039	353039	208042202	1 to 4	9	10 to 24	0	23	15	8	3	5	0	0	100 to 500 TB	0	0	4	0
353043	353043	208042340	0	1	1 to 4	0	6	4	2	0	2	0	0	1 to 10 TB	0	0	3	0
353064	353064	208042957	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
353065	353065	208042959	0	8	25 to 49	0	49	36	13	3	9	0	0	25 to 50 TB	0	0	3	0
353068	353068	208042977	0	4	10 to 24	0	31	23	8	2	7	0	0	10 to 25 TB	0	0	2	0
353069	353069	208043000	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
353077	353077	208043294	0	2	1 to 4	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
353080	353080	208043390	1 to 4	6	10 to 24	0	20	15	5	2	5	0	0	50 to 100 TB	0	0	4	0
353082	353082	208043488	0	5	5 to 9	0	11	7	4	2	3	0	0	100 to 500 TB	0	0	2	0
353083	353083	208043525	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
353084	353084	208043532	0	8	25 to 49	0	62	46	16	3	9	0	0	25 to 50 TB	0	0	3	0
353090	353090	208043740	0	2	1 to 4	0	7	4	3	0	2	0	0	100 to 500 TB	0	0	2	0
353093	353093	208043814	1 to 4	4	10 to 24	0	17	13	4	2	4	0	0	1 to 10 TB	0	0	2	0
353097	353097	208043908	0	3	5 to 9	0	11	7	4	1	3	0	0	50 to 100 TB	0	0	2	0
353101	353101	208044118	0	2	1 to 4	0	7	5	2	0	2	0	0	1 to 10 TB	0	0	2	0
353102	353102	208044205	1 to 4	6	5 to 9	0	19	14	5	3	5	0	0	1 to 10 TB	0	0	3	0
353105	353105	208044321	1 to 4	8	10 to 24	0	33	28	5	5	9	0	0	25 to 50 TB	0	0	4	0
353109	353109	208044656	0	3	5 to 9	0	7	6	1	1	3	0	0	1 to 10 TB	0	0	3	0
353111	353111	208044741	0	6	10 to 24	0	19	14	5	2	5	0	0	10 to 25 TB	0	0	2	0
353112	353112	208044796	0	3	10 to 24	0	16	12	4	1	5	0	0	10 to 25 TB	0	0	3	0
353113	353113	208044891	1 to 4	1	1 to 4	0	6	5	1	1	2	0	0	1 to 10 TB	0	0	2	0
353116	353116	208045039	0	2	5 to 9	0	7	4	3	0	3	0	0	50 to 100 TB	0	0	2	0
353121	353121	208045391	0	4	5 to 9	0	8	6	2	1	2	0	0	1 to 10 TB	0	0	3	0
353127	353127	208045581	1 to 4	7	10 to 24	0	12	8	4	2	3	0	0	100 to 500 TB	0	0	3	0
353128	353128	208045600	1 to 4	7	10 to 24	0	17	11	6	2	4	0	0	100 to 500 TB	0	0	3	0
353133	353133	208045753	0	1	5 to 9	0	9	7	2	0	2	0	0	25 to 50 TB	0	0	4	0
353145	353145	208046347	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
353146	353146	208046395	0	3	5 to 9	0	8	4	4	0	2	0	0	100 to 500 TB	0	0	2	0
353150	353150	208046523	1 to 4	20	25 to 49	0	52	44	8	15	8	0	0	100 to 500 TB	0	0	5	0
