level_0	index	SITEID	CLOUD_COMPUTING_PLS	PCS_PLS	DAS_PLS	NAS_PLS	SAN_PLS	COMPLIANCE_PLS	WINDOWS7_ADOPTION_PLS	ASSET_MGMT_SW_PLS	CRM_SW_ILS	DOC_MGMT_SW_ILS	DOC_MGMT_SW_PLS	TABLET_PLS	INFRASTRUCTURE_AS_A_SERVICE_PLS	SURVEILLANCE_PRES	SURVEILLANCE_MANUF	SURVEILLANCE_INIT	DATA_LOSS_PREVENTION_PLS	DIGITAL_SIGNAGE_PLS	MESSAGING_SECURITY_PLS	PLATFORM_AS_A_SERVICE_PLS	SMARTPHONE_PLS	DESKTOP_PRINTERS	NETWORK_PRINTERS	SMARTPHONE_USERS	TABLETS	WORKSTATIONS	ENT_DESKTOP_PRINTERS	ENT_NETWORK_PRINTERS	ENT_SMARTPHONE_USERS	ENT_TABLETS	ENT_WORKSTATIONS	PERIPHERAL_BUDGET	ENT_PERIPHERAL_BUDGET	FILE_PRINT_SERVER_ILS	WEB_SERVER_ILS	APPLICATION_SERVER_ILS	EMAIL_SERVER_ILS	DATABASE_SERVER_ILS	TABLET_ILS	CLOUD_COMPUTING_ILS	DBMS_INIT	MULTIFUNCTION_PRINTER_INIT	IDACCESS_SW_INIT	ROUTER_INIT	VPN_INIT	ERP_CRM_SW_PRES	ERP_ACCOUNTING_SW_PRES	ERP_HUMAN_RES_SW_PRES	ERP_SUPPLY_CHAIN_SW_PRES	ERP_UNSPEC_SW_PRES	ACCOUNTING_SW_INIT	HUMAN_RES_SW_INIT	SUPPLY_CHAIN_SW_INIT	XP_MIGRATION_INIT	REVEN_REVISED
257666	257666	208007939	5	5	5	5	5	4		5	5			5	4				5		5	4		32	43	122	13	16	5	1	0	<	1	26000	<																						0
257669	257669	208008003	3	5	5	5	4	3		5	2			5	4				5		5	3		6	15	19	2	11	<	<	<	<	1	19000	<																						0
257671	257671	208008019	3	5	3	2	3	2		3	2			4	4				1		2	3		3	6	19	0	4	1	5	0	2	1	7000	<																						0.6
257678	257678	208008073	4	5	5	4	4	2		5	5			5	3				5		5	2		7	16	26	2	12	1	2	<	2	1	21000	<																						0
257679	257679	208008092																						0	0	0	0	0						0																							0.9
257686	257686	208008183	3	5	5	5	5	4		5	3			5	5				5		5	4		1105	2226	52	139	436	1	1	0	2	2	240000	<																						0.5
257690	257690	208008232	5	5	5	5	5	4		5	4			5	5				5		5	5		3	6	11	0	5	1	2	0	2	1	7000	<																						0
257697	257697	208008318	5	5	5	5	4	2		5	5			5	4				5		5	3		131	187	4	47	59	5	1	<	2	2	92000	<																						0
257703	257703	208008376	5	5	5	5	5	4		5	5			5	5				5		5	4		3	7	20	0	5	<	<	0	<	<	6000	<																						0.7
257721	257721	208008437	2	5	2	2	3	2		2	5			3	5				1		2	2		4	3	2	0	1	<	<	0	<	<	1000	<																						0.4
257722	257722	208008471	5	5	5	5	5	3		5	5			5	4				5		5	4		57	97	102	16	79	2	5	0	<	2	130000	<																						0
257723	257723	208008473	3	4	3	2	3	2		3	2			2	2				3		3	3		5	24	19	3	9	<	2	0	<	1	28000	<																						0
257725	257725	208008517	5	5	5	5	5	4		5	5			5	5				5		5	4		24	73	20	7	51	<	2	0	<	2	190000	<																						0.6
257726	257726	208008528	4	5	5	5	5	4		5	4			5	5				5		5	4		4	20	36	2	7	<	<	0	<	<	28000	<																						0.3
257727	257727	208008536	4	5	5	3	3	2		4	3			5	3				4		4	2		2	6	138	0	2	1	2	0	2	1	7000	<																						0
257728	257728	208008555	5	5	5	5	5	4		5	5			5	5				5		5	5		1	4	9	0	1	<	<	0	<	<	2000	<																						0.7
257730	257730	208008566	5	5	5	5	5	4		5	5			5	5				5		5	4		0	0	14	0	0	<	<	0	<	<	10000	<																						0.7
257731	257731	208008576																						0	0	0	0	0						0																							0.8
257746	257746	208008795	5	5	5	5	5	5		5	5			5	5				5		5	5		5	9	8	0	3	5	1	0	<	1	8000	<																						1
257751	257751	208008822	5	5	5	5	5	4		5	5			5	5				5		5	5		156	383	99	23	146	1	1	<	<	1	350000	<																						1
257757	257757	208008929	2	4	3	2	3	2		2	2			2	3				1		2	2		1	1	14	0	0	1	5	<	<	1	1000	<																						0
257868	257868	208009495																						0	0	0	0	0						0																							0.4
257762	257762	208008966	5	5	5	5	5	3		5	5			5	5				5		5	4		0	0	50	0	0	<	<	<	<	1	13000	<																						0.9
257767	257767	208009012	2	4	3	2	3	2		2	2			2	2				3		2	2		63	106	52	17	87	1	1	0	2	2	64000	<																						0
257769	257769	208009033	2	4	3	2	3	2		2	2			2	2				3		2	2		2	1	16	0	0	1	1	0	2	2	1000	<																						0
257772	257772	208009085	5	5	5	5	4	3		5	5			5	4				5		5	3		11	50	41	5	18	2	1	<	5	2	56000	<																						0
257779	257779	208009128																						0	0	0	0	0						0																							0.2
257780	257780	208009133	5	5	5	4	4	2		5	5			5	4				4		5	4		61	104	105	17	85	2	5	0	5	2	140000	<																						0
257785	257785	208009184	3	4	3	2	3	2		3	2			2	2				2		3	3		1	3	4	0	1	1	5	<	<	1	1000	<																						0
257793	257793	208009226	3	4	3	3	5	2		3	4			4	4				3		2	2		0	0	9	0	0	2	5	<	<	1	2000	<																						0.4
257795	257795	208009233	4	5	4	4	5	3		4	5			5	5				2		2	3		244	807	15	37	137	2	5	<	2	2	250000	<																						0.8
257797	257797	208009251	2	5	5	5	5	3		5	4			5	5				5		5	3		27	37	0	10	13	<	<	0	<	5	11000	<																						0.8
257799	257799	208009289	5	5	5	5	5	5		5	5	5		5	5				5		5	5		32	105	66	12	44	1	2	0	2	1	190000	<																						0.2
257800	257800	208009295	4	5	5	5	4	3		5	5			5	3				5		5	2		6	18	14	1	9	<	<	0	<	<	6000	<																						0.8
257802	257802	208009307																						0	0	0	0	0						0																							1
257805	257805	208009316																						0	0	0	0	0						0																							0.9
257816	257816	208009360	5	5	5	5	5	4		5	5			5	5				5		5	5		10	10	14	3	5	<	<	0	<	<	14000	<																						0.8
257820	257820	208009374	5	5	5	5	5	5		5	4			5	5	Yes	UNSPECIFIED		5		5	4		0	0	26	0	0	<	<	0	<	<	110000	<													Yes	Yes	Yes							0.6
257821	257821	208009375	4	5	5	5	5	3		5	5			5	5				5		5	4		8	21	22	1	16	<	<	0	<	<	31000	<														Yes	Yes	Yes						0.4
257822	257822	208009376	2	5	5	5	5	3		5	4			5	5				5		5	3		200	287	397	37	47	1	2	0	5	5	43000	<																						0.9
257823	257823	208009380	2	5	5	5	5	3		5	4			5	5				5		5	2		9	27	44	3	26	<	<	0	<	5	50000	<																						0.9
257826	257826	208009391	5	5	5	5	5	4		5	5			5	5				5		5	4		6	5	50	0	1	<	<	0	<	<	1000	<																						0.1
257829	257829	208009396	2	5	5	5	3	3		5	4			5	3				3		3	2		3	3	11	1	2	1	2	0	2	1	6000	<																						0
258160	258160	208010674																						7	9	0	3	4	<	<	0	<	<	1000	<																						0.9
257833	257833	208009403	4	5	5	4	4	2		5	5			5	4				4		5	3		4	10	15	0	14	<	<	0	<	5	34000	<																						0
257834	257834	208009409	4	5	5	5	2	3		5	5			5	3				5		5	2		3	2	23	0	1	<	<	0	<	<	2000	<																						0.4
257842	257842	208009430	5	5	5	5	5	4		5	5			5	5	Yes	UNSPECIFIED		5		5	4		0	0	58	0	0	<	<	0	<	<	40000	<							5															0.5
257846	257846	208009438	4	5	5	5	5	4		5	5			5	5				5		5	4		16	39	59	4	26	<	<	0	<	<	53000	<																						0.6
257847	257847	208009439	5	5	5	5	4	4		5	4			5	5				5		5	5		2	5	6	0	3	<	<	0	<	<	4000	<																						0
257848	257848	208009441	5	5	5	5	5	4		5	5	5		5	5				5		5	5		23	30	61	9	11	<	<	0	<	5	32000	<																						0
257849	257849	208009445	5	5	5	5	5	3		5	5			5	5				4		5	4		12	38	61	3	14	2	2	<	<	1	86000	<																						0
257850	257850	208009446	2	2	2	2	2	2		2	2			2	2				2		2	2		6	8	2	2	3	<	<	0	<	<	3000	<																						0.8
257854	257854	208009456	5	5	5	5	5	4		5	5			5	5				5		5	5		11	10	45	0	2	<	<	0	<	<	10000	<																						0.5
257856	257856	208009460	5	5	5	5	5	4		5	5	5		5	5				5		5	5		73	104	77	23	30	<	<	0	<	5	89000	<																						0.3
257859	257859	208009471	5	5	5	5	5	3		5	5			5	4				5		5	2		0	0	32	0	0	<	<	0	<	<	25000	<																						0.8
257862	257862	208009476	5	5	5	5	5	4		5	4	5		5	5				5		5	4		64	86	76	23	30	<	<	0	<	5	73000	<																						0.6
257979	257979	208009865	5	5	5	5	5	4		5	5			5	5				5		5	5		2	4	3	0	3	<	<	<	<	<	5000	<																						0.9
258129	258129	208010510	4	5	3	2	5	2		2	4			5	5				2		2	3		2	5	12	0	1	<	<	0	<	<	17000	<																						0.2
258151	258151	208010617																						0	0	0	0	0						0																							0.5
258154	258154	208010628	5	5	5	5	5	4		5	4			5	5				5		5	4		5	12	5	1	8	<	<	0	<	<	17000	<																						0.9
258162	258162	208010678	4	5	5	5	5	3		5	5			5	4				4		5	3		1	0	0	0	0	<	<	0	<	<	1000	<																						0.6
258163	258163	208010679	4	5	5	5	3	2		5	5			5	3				5		5	2		2	1	0	0	0	<	<	0	<	<	1000	<																						0.9
258166	258166	208010690	4	5	5	5	5	2		5	5			5	4				4		4	2		7	17	23	3	4	<	<	0	<	<	20000	<																						0.5
258191	258191	208010836	3	5	5	3	4	2		5	5			5	3				4		4	2		5	13	34	1	10	<	2	<	<	1	15000	<																						0.4
258192	258192	208010840																						0	0	0	0	0						0																							0.5
258195	258195	208010861	4	5	5	5	5	5		5	3			5	5				5		5	5		129	317	104	35	73	<	2	0	<	5	110000	<								Yes						Yes	Yes	Yes		Yes	Yes	Yes	Yes	0.6
258196	258196	208010864	4	5	5	5	5	4		5	5			5	5				5		5	4		0	0	12	0	0	<	<	0	<	<	14000	<																						0.2
258197	258197	208010870	5	5	5	5	5	3		5	5			5	5				5		5	4		0	0	32	0	0	<	<	0	<	<	5000	<																						0.9
258198	258198	208010872																						1	2	0	0	1	<	<	0	<	<	1000	<																						0
258199	258199	208010874	2	3	2	2	2	2		2	2			2	2				2		2	2		7	16	5	3	6	<	<	0	<	<	9000	<																						0.2
258200	258200	208010875	3	4	3	2	4	2		2	2			4	4				1		2	2		8	20	18	2	12	1	2	<	2	1	16000	<																						0.9
258201	258201	208010877	2	2	2	2	3	2		2	2			3	4				2		2	2		4	9	15	2	2	<	<	0	<	<	5000	<																						0.6
258204	258204	208010884	2	4	2	2	4	2		2	2			2	2				2		2	2		2	4	12	0	1	<	<	0	<	<	1000	<																						0
258205	258205	208010885	5	5	5	5	5	4		5	5			5	5				5		5	4		138	234	106	36	182	1	1	0	<	1	350000	<																	Yes					0.4
258207	258207	208010893	5	5	5	5	5	3		5	5			5	4				5		5	3		6	11	7	2	5	<	<	0	<	<	7000	<																						0.6
258208	258208	208010895	4	5	5	5	5	4		5	4			5	5				5		5	4		4	13	24	2	12	<	<	0	<	<	45000	<																						0.2
258209	258209	208010902	3	5	5	5	5	3		5	5			5	5				3		4	4		0	0	20	0	0	5	1	0	<	1	150000	<																						0.8
258210	258210	208010904	4	5	5	5	5	4		5	5			5	5				5		5	4		6	6	1	2	3	<	<	0	<	<	7000	<																						0.1
258211	258211	208010909	2	2	2	2	2	2		2	2			2	2				2		2	2		10	14	6	5	6	<	<	0	<	<	5000	<																						0
258213	258213	208010912	2	3	3	2	3	2		2	2			3	2				2		2	2		5	7	9	2	1	<	<	0	<	<	1000	<																						0.3
258214	258214	208010916	3	5	5	5	4	2		5	4			5	4				5		5	4		4	8	13	0	6	<	<	0	<	<	10000	<																						0.9
258215	258215	208010917	4	5	5	5	5	4		5	5			5	5				5		5	4		2	3	64	0	1	<	<	0	<	<	1000	<								Yes									Yes	Yes			Yes	0.1
258218	258218	208010928	5	5	5	5	5	3		5	5	5		5	5				5		5	4		3	9	22	1	5	<	<	0	<	<	3000	<																						0.4
258219	258219	208010931	5	2	3	2	2	2		3	5			4	5				3		2	5		2	3	3	0	2	<	<	0	<	<	2000	<																						1
258220	258220	208010934	4	5	5	5	5	4		5	5			5	5				5		5	4		0	0	14	0	0	<	<	0	<	<	7000	<																						0.6
258222	258222	208010937	3	4	3	2	4	2		2	2			4	4				2		2	2		12	26	164	0	13	<	2	0	<	1	11000	<																						0.8
258223	258223	208010942	2	2	2	2	2	2		2	4			2	2				2		2	2		1	3	7	0	2	<	<	0	<	<	1000	<																						0.9
258224	258224	208010947	3	5	3	2	4	2		3	2			5	4				3		3	3		0	0	27	0	0	2	5	<	5	1	14000	<																						0.8
258226	258226	208010954	5	4	5	4	3	4		5	5			5	4	Yes	UNSPECIFIED		4		4	2		6	6	11	1	3	5	5	0	<	2	11000	<																						0.8
258227	258227	208010955	5	5	5	5	5	4		5	5			5	4				5		5	3		5	12	13	2	3	<	<	0	<	<	2000	<																						0.4
258228	258228	208010959	5	5	5	5	5	4		5	5			5	5				5		5	5		2	5	50	0	2	<	2	0	<	1	4000	<																						1
258229	258229	208010962	4	5	5	5	5	5		5	4			5	5				5		5	4		6	19	22	2	19	<	<	0	<	<	70000	<																						0.9
258230	258230	208010964	2	2	2	1	2	2		2	2			2	3				2		2	2		6	6	24	1	3	<	<	0	<	<	3000	<																						0
258231	258231	208010966	5	5	5	5	5	4		5	5	5		5	5				5		5	5		36	62	93	10	50	1	2	<	2	2	89000	<																						0
258232	258232	208010969																						0	0	0	0	0						0																							0.3
258233	258233	208010975	2	5	5	3	2	2		5	4			5	3				2		2	2		11	15	26	4	6	1	1	0	2	2	9000	<																						0
258234	258234	208010985	5	5	5	5	5	4		5	5	5		5	5				5		5	4		3	3	10	0	1	<	<	0	<	<	2000	<																						0
258235	258235	208010986	5	5	5	5	4	2		5	5			5	2				5		5	3		8	11	4	4	4	<	<	0	<	<	4000	<																						0.6
258236	258236	208010987	3	4	3	3	4	2		3	2			4	3				3		3	3		3	7	18	0	4	<	<	0	<	<	2000	<																						0
258237	258237	208010988	5	5	5	5	5	5		5	5			5	5				5		5	4		5	12	21	1	8	<	<	0	<	<	8000	<																						0.9
258238	258238	208010989																						0	0	0	0	0						0																							0.2
258239	258239	208010990	4	3	3	3	4	2		3	3			2	5				3		3	4		0	0	7	0	0	<	<	<	<	5	5000	<																						0.6
258241	258241	208010996	3	5	5	5	5	3		5	5	5		5	5				5		5	3		8	14	16	1	6	<	<	0	<	<	3000	<																						0.8
258242	258242	208010997	5	5	5	5	5	4		5	3			5	5				5		5	4		53	89	104	15	73	2	5	<	5	2	120000	<																						0
258243	258243	208010998	5	5	5	5	5	4		5	5			5	5				4		5	5		3	5	20	0	4	2	2	0	2	1	7000	<																						0.8
258244	258244	208011001	5	5	5	5	5	3		5	5			5	5				4		4	4		6	7	34	3	2	<	<	0	<	<	5000	<																						0.3
258245	258245	208011003	4	5	5	5	5	4		5	5			5	4				5		5	4		16	37	26	6	12	<	<	0	<	<	31000	<																						0.1
258247	258247	208011013	2	5	3	2	3	2		2	3			2	2				2		2	2		3	11	34	0	5	1	1	<	2	2	14000	<																						0
258249	258249	208011016																						0	0	0	0	0						0																							0.9
258250	258250	208011021	5	5	5	5	4	3		5	4			5	4				5		5	4		13	35	1	2	19	<	5	<	<	1	14000	<																						0
258257	258257	208011044	4	5	5	5	4	3		5	3			5	4				5		5	3		9	27	24	3	26	<	<	0	<	5	50000	<																						0
258263	258263	208011066	5	5	5	5	5	4		5	5			5	4				5		5	4		4	9	42	1	2	<	<	0	<	<	4000	<																						0.3
258268	258268	208011087	2	2	2	2	2	2		2	3			2	2				5		2	2		2	4	8	0	2	<	<	0	<	<	2000	<																						0.5
258277	258277	208011112	4	5	5	5	5	3		5	5			5	4				5		5	2		5	12	0	2	3	<	<	0	<	<	15000	<																						0
258285	258285	208011143	5	5	5	5	5	5		5	5	5		5	5				5		5	5		4	10	21	1	7	<	<	<	<	<	16000	<																						0.5
258288	258288	208011147	4	4	5	4	2	2		5	5			5	4				4		4	3		1	2	1	0	0	<	<	0	<	<	1000	<																						0.5
258290	258290	208011153	2	5	5	5	4	3		5	4			5	4				5		5	3		3	7	20	0	6	<	<	0	<	<	3000	<																						0.6
258293	258293	208011169																						0	0	0	0	0						0																							0.9
258300	258300	208011193	5	5	5	5	5	5		5	5			5	5				5		5	5		13	11	22	1	3	<	<	0	<	<	8000	<														Yes	Yes	Yes						0.3
258307	258307	208011213	4	5	5	4	4	2		5	5			5	4				4		5	3		2	4	2	0	2	2	5	0	<	2	3000	<																						0
258308	258308	208011216																						0	0	0	0	0						0																							0
258309	258309	208011228																						2	1	0	0	0	<	<	0	<	<	1000	<																						0.7
258312	258312	208011235	2	5	4	4	5	2		5	4			5	5				3		4	3		3	4	6	0	1	<	<	0	<	<	1000	<																						0.1
258315	258315	208011245	4	5	5	5	5	4		5	5			5	5				5		5	5		6	13	15	2	4	<	<	0	<	<	6000	<																						0.3
258321	258321	208011251	4	5	3	2	5	2		2	5			4	5				2		2	3		0	0	24	0	0	5	1	0	<	5	37000	<																						0.3
258334	258334	208011266	3	4	2	2	3	2		2	3			3	4				2		2	2		0	0	22	0	0	<	<	0	<	<	8000	<																						0.3
258337	258337	208011283	3	4	5	4	3	2		5	5			4	2				4		4	2		3	8	5	0	4	<	<	0	<	<	3000	<																						0
258338	258338	208011289	5	5	5	5	5	5		5	5			5	5				5		5	5		11	49	263	6	21	<	2	0	<	1	6000	<																						1
258340	258340	208011297	3	5	5	5	4	3		5	4			5	4				5		5	3		3	4	7	0	1	<	<	0	<	<	1000	<																						0.6
258342	258342	208011313	5	5	5	5	5	3		5	5			5	4	Yes	OTHER		5		5	2		4	11	5	1	5	<	<	0	<	<	3000	<																						0.9
258343	258343	208011315	2	2	2	2	3	2		2	2			2	2				2		2	2		4	12	22	1	6	<	<	0	<	<	4000	<																						0.4
258344	258344	208011321	2	2	2	2	2	2		2	2			2	2				2		2	2		3	7	22	0	4	<	<	0	<	<	2000	<																						0.8
258345	258345	208011324	4	4	4	3	4	2		4	5			5	4				3		3	4		2	5	14	0	3	<	<	0	<	<	2000	<																						0
258346	258346	208011326	4	5	5	5	5	4		5	5			5	5				5		5	4		1	1	16	0	0	<	<	0	<	<	1000	<																						0
258347	258347	208011328	5	5	5	5	5	4		5	5			5	5				5		5	5		3	1	24	0	1	1	2	<	<	1	1000	<																						0
258349	258349	208011337																						0	0	0	0	0						0																							1
258350	258350	208011340	4	3	3	3	3	2		4	5			4	4				3		3	3		3	3	4	0	1	<	<	0	<	<	2000	<																						0.9
258351	258351	208011351	5	5	5	5	5	4		5	5			5	5				5		5	4		0	0	19	0	0	2	5	0	2	2	10000	<																						0.1
258352	258352	208011355	3	3	3	2	2	2		2	5			3	3				2		2	3		5	4	6	0	1	<	<	0	<	<	4000	<																						0.9
258353	258353	208011358	5	5	5	5	5	5		5	5	5		5	5				5		5	5		20	26	143	8	10	<	<	0	<	5	28000	<																						0
258354	258354	208011359	3	4	2	2	4	2		2	5			3	4				2		2	3		0	0	81	0	0	<	<	0	<	<	49000	<																						0.2
258355	258355	208011361	2	2	2	2	2	2		2	2			2	3				2		2	2		1	1	5	0	0	<	2	<	<	1	1000	<																						0
258356	258356	208011364	4	4	3	3	3	2		3	5			4	4				3		3	3		1	3	8	0	1	<	<	0	<	<	1000	<																						0.5
258362	258362	208011404	2	2	2	2	2	2		2	2			2	2				2		2	2		9	12	2	3	4	<	<	0	<	<	5000	<																						0.2
258363	258363	208011406	5	5	5	5	5	3		5	5			5	4				5		5	4		2	5	12	0	4	<	<	0	<	<	2000	<																						0.3
258366	258366	208011414	5	5	4	5	4	2		5	5			5	4				4		4	4		5	6	1	0	2	<	<	0	<	<	6000	<								Yes														0.2
258367	258367	208011420																						2	1	0	0	0	<	<	0	<	<	1000	<																						0
258368	258368	208011428	4	3	3	3	3	2		3	3			4	5				2		3	4		0	0	3	0	0	<	<	0	<	<	1000	<																						0.3
258369	258369	208011430	4	5	5	5	4	3		5	5			5	5				5		5	3		0	0	16	0	0	<	<	0	<	<	16000	<																						0.9
258370	258370	208011432	2	4	3	2	3	2		3	5			3	2				2		2	2		3	8	2	0	3	<	<	0	<	<	8000	<																						0.6
258371	258371	208011436	5	5	5	5	5	2		5	5			5	5				5		4	5		6	17	15	1	8	<	<	0	<	<	19000	<							5	Yes														0.4
258372	258372	208011437	3	4	3	2	3	2		3	2			3	3				3		3	3		3	7	12	0	5	<	2	0	<	1	7000	<																						0
258373	258373	208011438	4	5	4	5	5	2		5	5			5	3				5		4	3		10	14	9	5	6	<	<	0	<	<	2000	<																						0.3
258374	258374	208011441	3	4	2	2	4	2		2	3			4	4				2		2	3		2	5	27	0	6	<	<	0	<	<	13000	<																						0.9
258375	258375	208011444																						2	5	0	0	3	<	<	0	<	<	2000	<																						0.9
258378	258378	208011449	5	5	5	5	4	3		5	5			5	5				4		5	3		0	0	1	0	0	<	<	0	<	<	22000	<																						1
258379	258379	208011450	5	5	5	5	4	3		5	5			5	5				4		4	4		0	0	6	0	0	<	<	0	<	<	5000	<																						0.7
258380	258380	208011451	5	5	5	5	3	4		5	5			5	5				5		5	4		3	5	9	0	7	<	<	0	<	<	15000	<																						0.7
258382	258382	208011458	2	5	5	4	4	2		5	2			5	4				4		5	3		15	33	20	4	14	1	1	0	2	2	10000	<																						0.7
258383	258383	208011472	2	3	2	2	3	2		2	4			3	2				2		2	2		2	5	23	0	3	<	<	0	<	<	3000	<																						0.6
258384	258384	208011474	3	5	5	5	5	5		5	5			5	4				5		5	3		1	1	3	0	0	<	<	0	<	<	1000	<																						0
258385	258385	208011480	4	5	4	4	5	2		4	5			5	5				4		4	4		2	4	7	0	3	<	<	0	<	<	2000	<																						0.4
258386	258386	208011485	2	2	2	2	2	2		2	5			2	3				2		2	2		4	4	14	0	1	<	<	0	<	<	1000	<																						0.7
258387	258387	208011488	3	5	5	3	3	3		5	5			4	2				4		4	2		7	10	21	3	4	<	<	<	<	<	6000	<																						0
258388	258388	208011489	5	5	5	5	5	4		5	4	5		5	5				5		5	4		0	0	330	0	0	<	<	0	<	<	35000	<																						0.2
258390	258390	208011494	5	5	5	5	5	3		5	5			5	4				5		5	4		5	14	14	2	14	<	<	0	<	<	50000	<																						0
258406	258406	208011559	5	5	5	5	5	3		5	5			5	5				4		5	4		6	17	67	1	8	<	<	0	<	<	10000	<																						0.6
258408	258408	208011568	5	5	5	5	4	4		5	5			5	5				5		5	4		4	5	0	0	1	<	<	0	<	<	2000	<																						0.9
258409	258409	208011571	3	2	2	2	3	2		2	5			3	4				2		2	2		4	8	15	0	3	<	<	0	<	<	3000	<																					Yes	0.3
258410	258410	208011573	3	3	2	2	3	2		3	5			4	4				2		2	3		0	0	1	0	0	<	<	0	<	<	1000	<																						0.9
258424	258424	208011622	2	5	4	4	5	2		5	1			5	4				4		4	2		5	8	33	1	3	<	<	<	<	<	4000	<																						0.9
258425	258425	208011626																						0	0	0	0	0						0																							0.1
258426	258426	208011627	4	5	5	5	5	4		5	5			5	5				5		5	4		0	0	3	0	0	<	<	0	<	<	1000	<																						0.7
258427	258427	208011628	4	5	4	4	4	2		4	5			5	3				4		4	3		4	10	19	1	7	<	<	0	<	<	5000	<																						1
258429	258429	208011635	5	5	5	5	4	4		5	5			5	5				5		5	4		2	4	17	0	3	<	<	0	<	<	2000	<																						0.4
258431	258431	208011637	4	5	4	4	4	3		5	5			5	3				4		4	3		3	6	25	0	6	<	<	0	<	<	3000	<																						0.4
258432	258432	208011638	3	5	3	2	4	2		3	2			3	3				3		3	3		4	12	15	1	4	1	5	0	2	1	28000	<																						0
258433	258433	208011639	2	4	3	2	3	2		2	4			3	2				2		2	2		2	5	11	0	3	<	<	0	<	<	2000	<																						0
258437	258437	208011660	4	5	5	4	4	2		4	5			5	3				3		4	2		0	0	5	0	0	<	<	0	<	<	1000	<																						0.9
258439	258439	208011663	5	5	5	5	5	3		5	5			5	5				5		5	4		6	14	21	2	5	<	<	0	<	<	9000	<																						0
258442	258442	208011677	5	5	5	5	4	3		5	5			5	4				5		5	4		2	1	43	0	0	5	1	<	<	5	1000	<																						0
258454	258454	208011732	3	4	3	2	3	2		3	2			2	2				1		2	3		3	9	27	0	4	2	1	<	2	2	12000	<																						0
258455	258455	208011733	5	4	3	5	4	2		3	5			3	5				5		3	5		2	1	8	0	0	1	1	0	2	2	1000	<																						0.6
258458	258458	208011740	5	5	5	5	5	4		5	5			5	5				5		5	4		15	35	903	4	8	<	<	0	<	<	1100000	<																						0.5
258459	258459	208011744	2	3	2	2	2	2		2	2			4	3				2		2	2		2	3	16	0	3	<	<	0	<	<	1000	<																						0.2
258461	258461	208011748	5	5	5	5	4	4		5	5			5	5				4		4	3		14	33	17	6	11	2	1	0	<	2	23000	<																						0.8
258462	258462	208011750	4	5	5	5	4	2		5	5			5	3				4		4	2		6	8	7	3	2	<	<	0	<	<	4000	<																						0.3
258463	258463	208011751	4	5	5	5	5	5		5	4			5	5				5		5	4		7	23	0	2	8	5	1	<	5	2	57000	<																						0.8
258464	258464	208011752	3	5	3	4	5	2		4	5			5	4				3		3	2		3	3	8	0	1	<	<	0	<	<	2000	<																						0.8
258465	258465	208011754	5	5	5	5	5	4		5	5			5	5				5		5	4		0	0	20	0	0	<	<	0	<	<	9000	<																						0.2
258467	258467	208011757	3	4	2	2	4	2		3	5			4	3				2		2	2		0	0	7	0	0	<	<	0	<	<	4000	<																						0.2
258469	258469	208011768	5	5	5	5	5	3		5	5			5	4				5		5	4		5	5	10	0	1	<	<	0	<	<	4000	<																						0.1
258470	258470	208011769	3	5	5	5	5	4		5	5			5	5				5		5	4		7	27	42	2	16	<	<	0	<	<	27000	<																						0.4
258471	258471	208011771	5	5	5	5	5	4		5	5			5	5				5		5	5		5	10	25	0	8	<	<	0	<	<	10000	<																						0.5
258472	258472	208011774	5	5	5	4	5	4		5	5			5	5				5		5	5		4	9	19	0	7	2	5	<	<	2	12000	<																						0
258473	258473	208011781	5	5	5	5	5	4		5	5			5	5				5		5	4		5	13	18	1	9	<	<	0	<	<	17000	<																						0.7
258475	258475	208011783	3	5	5	5	5	4		5	4			5	5				5		5	4		4	14	37	1	5	<	<	0	<	<	31000	<																						1
258476	258476	208011785	4	5	5	4	4	2		5	4			5	3				4		5	3		2	5	4	0	2	2	1	<	5	2	4000	<																						0
258477	258477	208011786	4	5	5	4	3	2		5	5			5	3				5		5	2		57	96	8	16	79	1	2	0	2	1	130000	<																						0
258478	258478	208011790	2	3	3	2	3	2		2	2			3	2				2		2	2		5	4	6	0	1	<	<	0	<	<	3000	<																						0.7
258479	258479	208011793	4	5	4	4	4	2		5	5			5	3				4		4	2		6	8	7	3	2	<	<	0	<	<	4000	<																						0.7
258480	258480	208011801	5	5	5	5	5	3		5	5			5	5				4		4	3		5	11	29	1	8	<	<	0	<	<	16000	<																						0.1
258481	258481	208011803	4	5	5	5	5	2		4	5			4	3				3		3	2		5	7	29	1	2	2	5	<	5	2	5000	<																						0
258482	258482	208011806	5	5	5	5	5	4		5	5			5	5				5		5	5		0	0	10	0	0	<	<	0	<	<	66000	<																						0.8
258483	258483	208011814																						3	4	0	1	1	<	<	0	<	<	1000	<																						0.3
258484	258484	208011820	2	2	2	2	2	2		2	2			3	4				2		2	2		2	1	2	0	0	<	<	0	<	<	2000	<																						0
258485	258485	208011821	5	5	5	5	4	3		5	5			5	5				5		5	4		3	6	14	0	5	<	<	0	<	<	5000	<																						0.7
258490	258490	208011840	2	2	3	2	3	2		2	2			3	3				2		2	2		3	6	2	0	4	<	<	0	<	<	5000	<																						0.5
258491	258491	208011841																						0	0	0	0	0						0																							0
258492	258492	208011842																						0	0	0	0	0						0																							0
258496	258496	208011864	3	5	3	2	4	2		3	2			3	2				2		3	3		1	3	26	0	1	1	5	<	<	1	1000	<																						0
