level_0	index	SITEID	REF_TYPE	REF_ID
37324	37324	208448824	DUN	202977161
37366	37366	208066735	DUN	245095435
37382	37382	208096376	DUN	209269620
37389	37389	208450024	DUN	205454569
37405	37405	208074312	DUN	250489655
37435	37435	208467130	DUN	202899159
37456	37456	208059905	DUN	242147317
37465	37465	208133450	DUN	255029803
37486	37486	208050212	DUN	209986561
37513	37513	208454524	DUN	243988040
37545	37545	208448671	DUN	202891883
37587	37587	208455740	DUN	245733097
37601	37601	208061945	DUN	243221327
37621	37621	208119910	DUN	251974283
37622	37622	208076604	DUN	251975223
37627	37627	208051743	DUN	240458146
37650	37650	208034474	DUN	204175764
37654	37654	208022866	DUN	200240724
37720	37720	208092440	DUN	258864040
37725	37725	208084598	DUN	254712615
37749	37749	208453431	DUN	242036843
37753	37753	208029705	DUN	202525700
37766	37766	208470266	DUN	248471034
37841	37841	208414240	DUN	245781203
37858	37858	208451001	DUN	207169835
37867	37867	208028174	DUN	202156303
37873	37873	208129757	DUN	244430802
37885	37885	208454128	DUN	243418964
37892	37892	208097707	DUN	243465585
37902	37902	208447583	DUN	201269623
37999	37999	208012884	DUN	248464617
38001	38001	208456083	DUN	246389345
38041	38041	208589117	DUN	203706676
38097	38097	208026123	DUN	201525560
38135	38135	208010966	DUN	244607578
38191	38191	208086545	DUN	256103516
38210	38210	208453286	DUN	241784644
38241	38241	208119316	DUN	247666563
38254	38254	208113127	DUN	203909895
38315	38315	208113551	DUN	205293033
38317	38317	208119525	DUN	251940847
38321	38321	208113841	DUN	205808926
38349	38349	208453333	DUN	241899959
38383	38383	208041193	DUN	206338626
38399	38399	208112445	DUN	203421953
38431	38431	208069837	DUN	248145336
38464	38464	208470084	DUN	254868367
38475	38475	208460691	DUN	256192506
38503	38503	208321616	DUN	202229001
38519	38519	208117287	DUN	246397884
38534	38534	208556473	DUN	253357925
38538	38538	208114078	DUN	205934123
38545	38545	208317868	DUN	201560580
38554	38554	208024122	DUN	200593338
38564	38564	208123436	DUN	240530501
38570	38570	208466651	DUN	200072655
38590	38590	208057570	DUN	241669782
38592	38592	208470636	DUN	243211500
38604	38604	208067590	DUN	246002646
38610	38610	208069217	DUN	247680168
38643	38643	208456453	DUN	247067122
38679	38679	208461825	DUN	258537059
38680	38680	208038257	DUN	205771665
38689	38689	208470677	DUN	206354607
38736	38736	208103139	DUN	241753409
38749	38749	208128957	DUN	244042644
38757	38757	208071334	DUN	249011578
38771	38771	208127585	DUN	243537029
38784	38784	208464452	DUN	240489005
38797	38797	208079066	DUN	252483698
38823	38823	208108011	DUN	200135416
38825	38825	208118939	DUN	251872818
38837	38837	208120448	DUN	248001562
38851	38851	208469991	DUN	203638705
38870	38870	208076981	DUN	252011291
38955	38955	208112085	DUN	203090642
39006	39006	208096904	DUN	240941760
39034	39034	208455557	DUN	245369199
39053	39053	208039456	DUN	205961696
39078	39078	208122454	DUN	252237730
39140	39140	208556585	DUN	209966480
39168	39168	208097817	DUN	243663395
39208	39208	208032301	DUN	202963471
39215	39215	208461368	DUN	257736418
39226	39226	208004696	DUN	202368742
39236	39236	209182695	DUN	244198441
39267	39267	208464905	DUN	242742527
39273	39273	208084845	DUN	205333599
39302	39302	208470727	DUN	203633263
39304	39304	208654407	DUN	251355525
39317	39317	208127874	DUN	243633323
39352	39352	208120064	DUN	248020831
39369	39369	208449493	DUN	203574496
39373	39373	208135767	DUN	259041747
39398	39398	208462918	DUN	203567458
39408	39408	208068306	DUN	246793160
39424	39424	208858120	DUN	207516902
39429	39429	208135957	DUN	245428649
39469	39469	209411895	DUN	247400831
39478	39478	208890356	DUN	243250128
39488	39488	208455980	DUN	246306844
39505	39505	209058823	DUN	248652604
39526	39526	208099143	DUN	244903597
39527	39527	208109588	DUN	202536439
39532	39532	208120845	DUN	248342859
39558	39558	208133544	DUN	255463262
39586	39586	208068897	DUN	247412943
39610	39610	208124749	DUN	241254858
39625	39625	208125181	DUN	241781491
39646	39646	208072551	DUN	249544388
39670	39670	208065233	DUN	200249399
39714	39714	208469816	DUN	241778880
39717	39717	208010874	DUN	246674667
39795	39795	208218516	DUN	200644505
39821	39821	208135622	DUN	258884667
39854	39854	209174760	DUN	
39863	39863	208078189	DUN	252339536
39875	39875	208030803	DUN	202666603
39876	39876	208465163	DUN	202805870
39942	39942	208129995	DUN	244606380
39943	39943	208032558	DUN	202984121
39951	39951	208101757	DUN	253235758
39974	39974	208106130	DUN	248268620
40000	40000	208023601	DUN	200314305
40010	40010	208073339	DUN	250161072
40049	40049	208465510	DUN	247282499
40075	40075	208134178	DUN	256284972
40090	40090	208858020	DUN	242342938
40120	40120	208130145	DUN	244739405
40160	40160	208127465	DUN	243463093
40187	40187	208127323	DUN	243508959
40221	40221	208052396	DUN	240525944
40252	40252	208111354	DUN	202919155
40257	40257	208135247	DUN	257886171
40266	40266	208134648	DUN	257377734
40268	40268	208133526	DUN	255105657
40274	40274	208556723	DUN	207635249
40311	40311	208006988	DUN	209990332
40324	40324	208026355	DUN	201659088
40339	40339	208037782	DUN	205718609
40349	40349	208127411	DUN	250201915
40352	40352	208118693	DUN	247047868
40366	40366	209058827	DUN	203819446
40373	40373	208082526	DUN	253915375
40409	40409	208035596	DUN	205258739
40422	40422	208293730	DUN	257478743
40463	40463	208468518	DUN	201656522
40465	40465	208567986	DUN	203709134
40481	40481	208454710	DUN	244264987
40496	40496	208121809	DUN	252178640
40566	40566	208071148	DUN	248902983
40568	40568	208112568	DUN	203303300
40641	40641	208133241	DUN	255244527
40657	40657	208156497	DUN	249425328
40688	40688	208087907	DUN	257289942
40710	40710	208129244	DUN	244380429
40731	40731	208039450	DUN	205960102
40755	40755	209059221	DUN	203096516
40763	40763	208128663	DUN	252425988
40807	40807	208068336	DUN	246801047
40880	40880	208567352	DUN	203708610
40894	40894	208085228	DUN	254964828
40923	40923	208130904	DUN	245188698
40934	40934	208448230	DUN	202536611
41014	41014	208132860	DUN	254358752
41085	41085	208126773	DUN	243118119
41161	41161	208120400	DUN	248152662
41171	41171	209338876	DUN	203754655
41178	41178	209058133	DUN	242500309
41185	41185	208118589	DUN	247254324
41197	41197	208044404	DUN	207436630
41281	41281	208200822	DUN	241118897
41293	41293	208011013	DUN	201210130
41325	41325	208470484	DUN	203634394
41362	41362	208859175	DUN	203598545
41369	41369	208028147	DUN	202148268
41373	41373	208129340	DUN	250724924
41375	41375	208125308	DUN	241907513
41387	41387	208019223	DUN	252402789
41485	41485	208106661	DUN	254738883
41505	41505	208073229	DUN	250034634
41512	41512	208021678	DUN	200032527
41526	41526	208123728	DUN	240615802
41531	41531	208022327	DUN	200095714
41535	41535	208071927	DUN	249338021
41557	41557	208108215	DUN	200270757
41571	41571	208089551	DUN	257947291
41573	41573	208095833	DUN	206941119
41577	41577	208008822	DUN	248513116
41611	41611	208115909	DUN	208292656
41615	41615	208134779	DUN	256849449
41632	41632	208451734	DUN	209028919
41652	41652	208120775	DUN	248325933
41696	41696	208447106	DUN	200242097
41711	41711	208128905	DUN	244228362
41736	41736	208042565	DUN	207075920
41739	41739	208017867	DUN	253667141
41740	41740	208123737	DUN	240617493
41830	41830	208400861	DUN	241737956
41866	41866	209058301	DUN	203701891
41875	41875	208026232	DUN	201648248
41972	41972	208101792	DUN	253353916
42011	42011	208079397	DUN	252596739
42057	42057	208066015	DUN	244333100
42104	42104	208062152	DUN	243256265
42107	42107	208093929	DUN	259809515
42120	42120	209237939	DUN	203328026
42124	42124	208089522	DUN	257916767
42149	42149	208459723	DUN	253563159
42157	42157	209058982	DUN	201759763
42207	42207	208465747	DUN	245320317
42245	42245	208120075	DUN	248023736
42247	42247	209353799	DUN	242308065
42281	42281	208102949	DUN	259442853
42297	42297	208112368	DUN	203175430
42307	42307	208067093	DUN	245420344
42338	42338	208449167	DUN	203229385
42348	42348	208458515	DUN	251256368
42417	42417	208092465	DUN	258869940
42420	42420	208111438	DUN	203053512
42432	42432	208093703	DUN	259745792
42439	42439	208556719	DUN	203632559
42458	42458	208110939	DUN	202903399
42485	42485	208114221	DUN	206180221
42538	42538	208022723	DUN	200214919
42547	42547	208107583	DUN	200113335
42561	42561	208067402	DUN	245814645
42570	42570	208127246	DUN	243442204
42715	42715	208121341	DUN	248358210
42796	42796	208012564	DUN	202277778
42804	42804	208134999	DUN	258046155
42831	42831	208081379	DUN	253697551
42844	42844	208101414	DUN	251887998
42855	42855	208072570	DUN	249546912
42977	42977	208027056	DUN	201837700
43009	43009	208070232	DUN	248370363
43040	43040	208457919	DUN	249602947
43061	43061	208048423	DUN	209460588
43065	43065	208120284	DUN	247938699
43113	43113	208451645	DUN	208770284
43157	43157	208080450	DUN	253355879
43222	43222	209278282	DUN	202710844
43241	43241	209058894	DUN	
43242	43242	208248507	DUN	248706884
43282	43282	208115516	DUN	208030739
43308	43308	208078400	DUN	252402532
43325	43325	208105420	DUN	243890782
43365	43365	208026512	DUN	201711418
43404	43404	208351622	DUN	203331566
43406	43406	208032862	DUN	203192781
43413	43413	208118703	DUN	247052991
43459	43459	208110910	DUN	202901070
43498	43498	208133132	DUN	254813637
43508	43508	208054790	DUN	240860809
43537	43537	208462945	DUN	203559430
43547	43547	208111638	DUN	203140918
43573	43573	208469675	DUN	202984977
43577	43577	208106436	DUN	251002176
43614	43614	208112552	DUN	203302260
43661	43661	208136804	DUN	259897627
43773	43773	208448723	DUN	202907887
43784	43784	208079421	DUN	252703210
43804	43804	208833536	DUN	247921216
43809	43809	208055297	DUN	241020044
43813	43813	209046865	DUN	202665162
43816	43816	208007217	DUN	243583866
43820	43820	208110970	DUN	202908158
43829	43829	208096881	DUN	240844472
43837	43837	208131593	DUN	245604272
43916	43916	208465522	DUN	203561998
43924	43924	208038036	DUN	205748242
43963	43963	208025569	DUN	201266702
43969	43969	208134176	DUN	256284543
43977	43977	208127576	DUN	243528507
43978	43978	209220463	DUN	244477803
43995	43995	208037255	DUN	247372381
44018	44018	208123090	DUN	240489328
44039	44039	208133627	DUN	255798998
44070	44070	208109442	DUN	202523734
44128	44128	208063703	DUN	243530615
44172	44172	208032274	DUN	203215228
44194	44194	208654169	DUN	203706775
44218	44218	208101640	DUN	252574348
44220	44220	208053445	DUN	240644190
44273	44273	208052267	DUN	240516133
44282	44282	208227645	DUN	244364030
44295	44295	208055428	DUN	241031660
44301	44301	208043740	DUN	207208716
44313	44313	208135104	DUN	257787812
44334	44334	208110124	DUN	202659892
44345	44345	208062135	DUN	243252442
44360	44360	208090031	DUN	258180959
44363	44363	208955248	DUN	203027636
44378	44378	208047895	DUN	205647597
44400	44400	208002075	DUN	241503346
44428	44428	208037809	DUN	241207690
44439	44439	208451859	DUN	209481402
44443	44443	208047348	DUN	208822283
44466	44466	208066234	DUN	244614103
44482	44482	208133397	DUN	254675150
44500	44500	208018252	DUN	240511683
44505	44505	208043341	DUN	207154738
44512	44512	208025388	DUN	201255317
44520	44520	208088060	DUN	257394213
44538	44538	208133845	DUN	256338005
44584	44584	208309799	DUN	203326012
44639	44639	209058669	DUN	
44661	44661	208120619	DUN	248064961
44669	44669	208654488	DUN	203702071
44704	44704	208453932	DUN	243090367
44726	44726	208458891	DUN	252115209
44734	44734	208118820	DUN	247359073
44742	44742	208023628	DUN	200315112
44743	44743	208111022	DUN	202912127
44801	44801	208037933	DUN	205740330
44808	44808	208109920	DUN	202347175
44831	44831	208133407	DUN	255009417
44843	44843	208109392	DUN	202129321
44850	44850	208035912	DUN	205333730
44886	44886	208033820	DUN	203275123
44894	44894	208112448	DUN	203432323
44939	44939	208098366	DUN	244077405
44942	44942	208036052	DUN	205348514
44950	44950	208134964	DUN	257562975
44964	44964	208085379	DUN	255023152
44974	44974	208114154	DUN	206106374
45007	45007	208068338	DUN	246801724
45142	45142	208069739	DUN	248128514
45146	45146	208460354	DUN	255024655
45156	45156	208470258	DUN	259003023
45164	45164	208451404	DUN	208069513
45208	45208	208033180	DUN	203232090
45272	45272	208470859	DUN	202524039
45293	45293	208068197	DUN	246692214
45300	45300	208042145	DUN	206947900
45320	45320	208074687	DUN	250729555
45329	45329	208061134	DUN	240517198
45343	45343	208086184	DUN	255416034
45383	45383	209122819	DUN	244279290
45393	45393	208113770	DUN	205577091
45435	45435	208127546	DUN	243484750
45458	45458	208567388	DUN	203709167
45471	45471	208067197	DUN	203031307
45476	45476	208102378	DUN	255423972
45479	45479	208589262	DUN	203704965
45513	45513	208102709	DUN	257800979
45554	45554	208107023	DUN	201819930
45561	45561	208115039	DUN	207069621
45595	45595	208120383	DUN	251975389
45599	45599	208107305	DUN	248517372
45611	45611	208046135	DUN	208198833
45613	45613	208453814	DUN	242543320
45640	45640	208076520	DUN	251970695
45655	45655	208095904	DUN	207150793
45656	45656	208120715	DUN	248111411
45727	45727	208064127	DUN	243595878
45748	45748	208449973	DUN	205351641
45846	45846	208470125	DUN	256357570
45849	45849	208567115	DUN	203707187
45858	45858	208462932	DUN	203556709
45876	45876	209263596	DUN	246839901
45886	45886	208098427	DUN	244160722
45897	45897	208452430	DUN	240500504
45922	45922	208568195	DUN	203023577
45928	45928	208133388	DUN	254672082
45986	45986	208589469	DUN	242361903
46073	46073	208026522	DUN	201711723
46075	46075	209046755	DUN	203706234
46077	46077	208115571	DUN	208068937
46079	46079	208567260	DUN	249166294
46091	46091	208129921	DUN	244878190
46131	46131	208117214	DUN	246357433
46157	46157	208115052	DUN	207077868
46167	46167	209289285	DUN	200426947
46241	46241	208458553	DUN	251389102
46257	46257	208556759	DUN	203628532
46275	46275	208450222	DUN	205778256
46317	46317	208061882	DUN	243211281
46350	46350	208122027	DUN	248603230
46374	46374	208457186	DUN	248263357
46422	46422	208115560	DUN	208068713
46454	46454	208078605	DUN	252407143
46464	46464	208099949	DUN	246772672
46470	46470	208285511	DUN	201647208
46480	46480	208095780	DUN	206451689
46496	46496	208118738	DUN	251787834
46501	46501	208042330	DUN	207024295
46551	46551	208109434	DUN	202153607
46592	46592	208122506	DUN	240115704
46593	46593	208086618	DUN	256242462
46607	46607	208025460	DUN	201261638
46641	46641	208099611	DUN	245814066
46652	46652	208136470	DUN	259459092
46675	46675	208098753	DUN	244374257
46678	46678	208123086	DUN	240487389
46757	46757	208138762	DUN	253355366
46792	46792	208117812	DUN	251576117
46834	46834	208458813	DUN	251984647
46864	46864	208108936	DUN	201812547
46878	46878	208039278	DUN	205900264
46905	46905	208046714	DUN	208528195
46929	46929	209058376	DUN	
46943	46943	208004311	DUN	207377086
46950	46950	208113017	DUN	205086077
46964	46964	208063480	DUN	243505828
47015	47015	208460340	DUN	255010191
47072	47072	208950108	DUN	203738062
47086	47086	208059278	DUN	242087919
47087	47087	208102001	DUN	253915573
47149	47149	208119069	DUN	247501880
47165	47165	208115105	DUN	207431735
47175	47175	208119267	DUN	247640464
47185	47185	208048050	DUN	209156053
47187	47187	208134794	DUN	257253430
47189	47189	208127280	DUN	243497448
47192	47192	208990396	DUN	202668794
47275	47275	208068922	DUN	247419559
47310	47310	208135097	DUN	257774674
47373	47373	208133738	DUN	255427130
47377	47377	208453561	DUN	242137946
47398	47398	208125972	DUN	242246866
47429	47429	208104527	DUN	206992377
47444	47444	208461782	DUN	258488576
47504	47504	208123001	DUN	240207308
47541	47541	208113085	DUN	203665984
47561	47561	208010628	DUN	204153803
47580	47580	208465136	DUN	209958433
47581	47581	208455207	DUN	244883182
47619	47619	208449212	DUN	203251876
47635	47635	208460636	DUN	255971587
47638	47638	208464934	DUN	205753937
47643	47643	208454232	DUN	243546103
47650	47650	208127088	DUN	243372716
47672	47672	208131335	DUN	253088215
47700	47700	208021641	DUN	200029705
47720	47720	208118355	DUN	246843481
47725	47725	208018486	DUN	202149019
47726	47726	208119717	DUN	247671378
47730	47730	208037952	DUN	205743292
47732	47732	208072542	DUN	249543588
47752	47752	208109079	DUN	201699159
47789	47789	208067694	DUN	246129357
47800	47800	208120099	DUN	248033941
47837	47837	208039566	DUN	206100740
47839	47839	208078323	DUN	252400619
47840	47840	208083765	DUN	254550734
47862	47862	208124326	DUN	241103753
47863	47863	208126618	DUN	242934631
47874	47874	208046625	DUN	208521661
47880	47880	208010928	DUN	202179164
47886	47886	208125813	DUN	242394591
47902	47902	208452628	DUN	240629787
47929	47929	209358185	DUN	
47947	47947	208890357	DUN	243250086
47954	47954	208191343	DUN	241022362
47964	47964	208126979	DUN	243210390
47966	47966	208050231	DUN	209992551
47972	47972	208567846	DUN	240669874
47980	47980	208859150	DUN	203762864
47995	47995	208129284	DUN	244198474
48049	48049	208097990	DUN	243876443
48051	48051	208589132	DUN	203302187
48096	48096	208128086	DUN	243576845
48124	48124	208460595	DUN	255774044
48141	48141	208567087	DUN	204610898
48170	48170	208455395	DUN	245127394
48205	48205	208133801	DUN	255595816
48225	48225	208121209	DUN	248283702
48275	48275	208098118	DUN	243917833
48324	48324	208567281	DUN	203027206
48358	48358	208033772	DUN	203272161
48366	48366	208084287	DUN	254672223
48442	48442	208084860	DUN	254830631
48470	48470	208469849	DUN	253242481
48493	48493	208453314	DUN	241805063
48506	48506	208037341	DUN	205610160
48530	48530	208462956	DUN	203573092
48555	48555	208078063	DUN	252336714
48587	48587	208470940	DUN	203637566
48598	48598	208133228	DUN	254948623
48600	48600	208011985	DUN	243176356
48641	48641	208448944	DUN	203088182
48655	48655	208112917	DUN	204874572
48694	48694	208968939	DUN	203598388
48708	48708	208036102	DUN	205352888
48741	48741	208470866	DUN	203637798
48747	48747	208129881	DUN	244849621
48834	48834	208115875	DUN	208272455
48839	48839	208358394	DUN	245758656
48853	48853	208119731	DUN	247677805
48884	48884	208039057	DUN	205859411
48906	48906	208125599	DUN	242086267
48919	48919	208100399	DUN	247992746
48930	48930	208128906	DUN	250528390
48961	48961	208093698	DUN	259744209
48976	48976	208461679	DUN	258355841
49028	49028	208107045	DUN	202668745
49042	49042	208120182	DUN	247900785
49082	49082	208102437	DUN	256282112
49097	49097	208110261	DUN	202545349
49123	49123	208058814	DUN	242026354
49133	49133	208986947	DUN	204193411
49137	49137	208090412	DUN	258354562
49187	49187	208398427	DUN	248519196
49221	49221	208111789	DUN	203188388
49228	49228	208069730	DUN	248127268
49258	49258	208121384	DUN	248369068
49261	49261	208052050	DUN	240500236
49275	49275	208119823	DUN	247716736
49339	49339	208022394	DUN	200120850
49343	49343	208191532	DUN	208451646
49356	49356	208026365	DUN	201659401
49383	49383	208821206	DUN	202707790
49433	49433	208334323	DUN	241683705
49504	49504	208459634	DUN	253123855
49530	49530	209058768	DUN	240574231
49547	49547	208080766	DUN	253565154
49621	49621	208042570	DUN	207076188
49644	49644	208111595	DUN	202984027
49647	49647	208129850	DUN	252440110
49654	49654	208091343	DUN	202779138
49700	49700	208103342	DUN	200198377
49717	49717	208568037	DUN	203709386
49718	49718	208117655	DUN	246787654
49732	49732	208105163	DUN	243638330
49814	49814	209290696	DUN	203563960
49825	49825	208086231	DUN	255424061
49832	49832	208104860	DUN	240658638
49866	49866	208459307	DUN	252480447
49871	49871	208449994	DUN	205410939
49922	49922	208048803	DUN	209607753
49949	49949	208018281	DUN	240823914
49956	49956	208108134	DUN	200232235
50041	50041	208063449	DUN	243499055
50042	50042	208001312	DUN	202542890
50052	50052	208048297	DUN	209282813
50053	50053	208048380	DUN	209396246
50099	50099	208455672	DUN	245612952
50109	50109	208469677	DUN	245114561
50118	50118	208108650	DUN	201255929
50142	50142	208457838	DUN	249434721
50166	50166	208066633	DUN	245014261
50177	50177	208012816	DUN	201763096
50203	50203	208466403	DUN	241098904
50231	50231	208109529	DUN	202531062
50269	50269	208109928	DUN	202353124
50277	50277	209058483	DUN	209737662
50280	50280	208654473	DUN	256583816
50390	50390	208133955	DUN	255986820
50401	50401	208452339	DUN	240236393
50413	50413	208456008	DUN	246343966
50417	50417	208098477	DUN	244192915
50422	50422	208106538	DUN	252436936
50432	50432	208070534	DUN	248607921
50435	50435	208134308	DUN	256854431
50441	50441	208654581	DUN	206027112
50443	50443	208071980	DUN	249348517
50495	50495	208025449	DUN	201261208
50604	50604	208116512	DUN	209125020
50638	50638	208114692	DUN	206225893
50657	50657	208071370	DUN	249015918
50658	50658	208051622	DUN	240338546
50681	50681	208030738	DUN	202651894
50696	50696	208070850	DUN	248704868
50711	50711	209412506	DUN	
50712	50712	208034715	DUN	205035173
50734	50734	208125886	DUN	252987623
50762	50762	208098949	DUN	256866633
50806	50806	208017063	DUN	200022346
50847	50847	208453534	DUN	242123128
50883	50883	208466945	DUN	259891484
50911	50911	208002318	DUN	247879823
50998	50998	208129078	DUN	244300336
51023	51023	208081543	DUN	253729545
51062	51062	208116971	DUN	209796275
51071	51071	208098287	DUN	200146111
51083	51083	208458572	DUN	251460549
51095	51095	208078582	DUN	252406699
51111	51111	208446976	DUN	200147711
51135	51135	208095211	DUN	202846361
51164	51164	208589499	DUN	203704478
51167	51167	208077158	DUN	252111539
51343	51343	208129397	DUN	252437439
51377	51377	208022928	DUN	200246382
51382	51382	208654203	DUN	202976598
51420	51420	208066893	DUN	245282058
51430	51430	208451704	DUN	208956065
51439	51439	208123791	DUN	240644349
51447	51447	208009865	DUN	256737461
51455	51455	208065772	DUN	244022307
51457	51457	208465506	DUN	203565742
51469	51469	208082970	DUN	254129968
51518	51518	208107808	DUN	200224756
51521	51521	208115871	DUN	208263504
51594	51594	208024971	DUN	201176737
51634	51634	208449529	DUN	203626069
51728	51728	208166246	DUN	245477963
51729	51729	208110174	DUN	202668885
51744	51744	208589194	DUN	203702225
51762	51762	209254223	DUN	243749194
51801	51801	208080767	DUN	253565188
51802	51802	208086970	DUN	256587825
51812	51812	208135170	DUN	257813337
51839	51839	208055660	DUN	241096684
51840	51840	208056859	DUN	241507347
51853	51853	209342813	DUN	259701931
51865	51865	208130640	DUN	250976602
51874	51874	209326623	DUN	202554304
51905	51905	208113053	DUN	203612171
51908	51908	208134021	DUN	256566493
51943	51943	208051788	DUN	240465570
51949	51949	208108167	DUN	200250777
51950	51950	208101783	DUN	253326243
51978	51978	208134522	DUN	256783069
52003	52003	208053298	DUN	240629845
52016	52016	208654396	DUN	203706783
52049	52049	208100924	DUN	202713293
52066	52066	208043000	DUN	207124699
52075	52075	208027886	DUN	202119173
52084	52084	208130484	DUN	252456983
52178	52178	208036121	DUN	205354512
52240	52240	208462564	DUN	259982689
52259	52259	208567377	DUN	241404792
52279	52279	208111880	DUN	203212993
52337	52337	208452967	DUN	241088285
52340	52340	208112290	DUN	203309740
52352	52352	208095623	DUN	205737260
52418	52418	208448794	DUN	202959920
52428	52428	208012059	DUN	243421349
52442	52442	208103715	DUN	254006042
52454	52454	208011355	DUN	242238079
52467	52467	208590026	DUN	252239306
52475	52475	208107791	DUN	200057946
52483	52483	208117104	DUN	246444785
52603	52603	208052708	DUN	240560966
52621	52621	208107127	DUN	209135040
52644	52644	208116325	DUN	208971726
52663	52663	208104477	DUN	205899920
52690	52690	208069256	DUN	247689623
52691	52691	208453442	DUN	242048192
52716	52716	208060255	DUN	242264856
52743	52743	208027093	DUN	201852089
52752	52752	208103834	DUN	201047854
52798	52798	208589683	DUN	203701714
52820	52820	208097792	DUN	243573685
52831	52831	208129989	DUN	244600201
52845	52845	208058918	DUN	242047798
52894	52894	208072462	DUN	249453424
52896	52896	208008473	DUN	251084034
52899	52899	208065793	DUN	244027827
52914	52914	208112382	DUN	203372537
52916	52916	209046806	DUN	247372316
52952	52952	208052853	DUN	240572797
52968	52968	208124304	DUN	241084268
52992	52992	208110184	DUN	202669560
53030	53030	208448943	DUN	203088174
53071	53071	208117945	DUN	246676597
53079	53079	208080848	DUN	253583074
53088	53088	208121306	DUN	248518164
53090	53090	208124170	DUN	240840728
53094	53094	208105624	DUN	244252925
53104	53104	208130176	DUN	244751140
53110	53110	208103752	DUN	256743931
53135	53135	208022361	DUN	200112683
53141	53141	209058123	DUN	203818443
53163	53163	208097160	DUN	241766641
53187	53187	208026897	DUN	201790271
53204	53204	208037021	DUN	205486934
53208	53208	208011840	DUN	248589590
53255	53255	209078731	DUN	203091459
53325	53325	208556564	DUN	203564547
53329	53329	208101456	DUN	251986378
53337	53337	208449835	DUN	205124931
53393	53393	208066425	DUN	244758173
53407	53407	208035848	DUN	205317030
53461	53461	208109467	DUN	202524950
53467	53467	208947738	DUN	244784687
53493	53493	208456733	DUN	247518785
53502	53502	208122252	DUN	248717527
53525	53525	208120056	DUN	251986105
53536	53536	208058947	DUN	202536272
53561	53561	208109480	DUN	202525556
53566	53566	208470701	DUN	203633169
53573	53573	208066677	DUN	245025531
53594	53594	209412320	DUN	207629767
53602	53602	208567801	DUN	247031888
53606	53606	208053170	DUN	240618459
53614	53614	208062838	DUN	243396681
53617	53617	208078671	DUN	252428909
53625	53625	208039974	DUN	206168119
53680	53680	209058054	DUN	203817481
53687	53687	208125337	DUN	241911994
53707	53707	208125312	DUN	241910145
53738	53738	208080727	DUN	253556898
53769	53769	208454965	DUN	244636952
53789	53789	208458791	DUN	251975850
53797	53797	208117460	DUN	246759930
53812	53812	208654160	DUN	203200295
53815	53815	208105811	DUN	246485999
53906	53906	208096917	DUN	240992425
53915	53915	208066058	DUN	244346037
53919	53919	208003602	DUN	205338333
53922	53922	208011428	DUN	259069367
53926	53926	208117665	DUN	246788843
53944	53944	208072431	DUN	249450180
53979	53979	208028470	DUN	202222147
53992	53992	208821247	DUN	203573324
54129	54129	208456265	DUN	246684336
54143	54143	208133719	DUN	255415254
54164	54164	209341067	DUN	248068228
54186	54186	208126739	DUN	243235376
54213	54213	208031682	DUN	202845280
54254	54254	208011216	DUN	254497027
54345	54345	208121149	DUN	248271285
54372	54372	208161958	DUN	249138319
54431	54431	208098790	DUN	244376534
54475	54475	208028092	DUN	202136425
54502	54502	208136482	DUN	259869985
54503	54503	209358242	DUN	203322912
54521	54521	208373864	DUN	245683862
54531	54531	208123657	DUN	252968701
54546	54546	208070447	DUN	248581654
54585	54585	208029979	DUN	202573192
54601	54601	208138100	DUN	205527547
54603	54603	208567567	DUN	206964066
54649	54649	208114286	DUN	206357050
54650	54650	209289981	DUN	203187943
54653	54653	208065724	DUN	243885183
54665	54665	208115881	DUN	208514765
54707	54707	208028163	DUN	202153946
54739	54739	208023658	DUN	200327018
54740	54740	208447573	DUN	201265001
54765	54765	208027823	DUN	202114976
54783	54783	208309482	DUN	207028601
54797	54797	208125866	DUN	242122708
54844	54844	208110716	DUN	202675583
54912	54912	208099322	DUN	245234369
54933	54933	208465165	DUN	242973808
54934	54934	208461490	DUN	257904982
54964	54964	208121205	DUN	248283053
55010	55010	208132817	DUN	254127327
55016	55016	208023923	DUN	200517386
55032	55032	208124239	DUN	249437195
55068	55068	208079333	DUN	252591672
55122	55122	208125180	DUN	241781152
55169	55169	208103213	DUN	248277134
55175	55175	208053692	DUN	240671151
55246	55246	208470251	DUN	203527858
55249	55249	208857912	DUN	247870657
55258	55258	208119888	DUN	247954766
55348	55348	208100660	DUN	248612640
55414	55414	208985610	DUN	206557022
55435	55435	208104035	DUN	202881439
55436	55436	208107115	DUN	207988069
55465	55465	208066738	DUN	245096714
55478	55478	208093727	DUN	259750677
55524	55524	208469779	DUN	251730636
55526	55526	208066229	DUN	244613188
55573	55573	208590105	DUN	242307067
55603	55603	208413911	DUN	203329789
55632	55632	208310827	DUN	205460384
55652	55652	208024474	DUN	201033490
55688	55688	208118813	DUN	247100972
55744	55744	208018812	DUN	246768717
55753	55753	208045139	DUN	207910055
55774	55774	208135303	DUN	258459999
55793	55793	208128538	DUN	250518953
55810	55810	209173322	DUN	203762992
55834	55834	208107877	DUN	200083397
55857	55857	208589473	DUN	245825844
55872	55872	208053674	DUN	240670146
55890	55890	208105131	DUN	243591984
55891	55891	208454342	DUN	243691461
55968	55968	208072505	DUN	249459918
55993	55993	208019232	DUN	252407374
56001	56001	209126378	DUN	242235534
56005	56005	208129666	DUN	244704115
