level_0	index	SITEID	REF_TYPE	REF_ID
180046	180046	208026333	DUN	201658189
180101	180101	208461887	DUN	258615426
180110	180110	208118247	DUN	246995513
180134	180134	208086168	DUN	255413346
180173	180173	208067815	DUN	246344212
180175	180175	208118270	DUN	247001006
180208	180208	208005604	DUN	240838227
180217	180217	208096899	DUN	240928031
180218	180218	208459601	DUN	253088835
180225	180225	208084377	DUN	254676802
180251	180251	208093976	DUN	259819696
180261	180261	209059208	DUN	203811158
180301	180301	208096484	DUN	209720135
180310	180310	208080970	DUN	253606628
180355	180355	209036616	DUN	203762427
180399	180399	208112226	DUN	203306600
180403	180403	208119457	DUN	247762250
180429	180429	208062994	DUN	243422339
180506	180506	208121872	DUN	248531605
180554	180554	208446886	DUN	200088743
180557	180557	208097502	DUN	243052040
180575	180575	208029857	DUN	202552308
180588	180588	208094843	DUN	202158437
180627	180627	208094392	DUN	200506629
180702	180702	208076303	DUN	251822821
180722	180722	208052845	DUN	240572474
180732	180732	208457113	DUN	248165982
180737	180737	208112689	DUN	204234587
180739	180739	208119967	DUN	247993848
180777	180777	208045081	DUN	207778747
180778	180778	208453204	DUN	241627079
180797	180797	208454268	DUN	243582322
180816	180816	208061295	DUN	242571834
180838	180838	208990231	DUN	244809534
180839	180839	208821031	DUN	201012767
180903	180903	208470271	DUN	244265422
180904	180904	208466036	DUN	201815243
180913	180913	208452633	DUN	240633508
180922	180922	208062925	DUN	243407033
180940	180940	208029105	DUN	202364667
180943	180943	208452797	DUN	240798657
180963	180963	209058083	DUN	203325725
180989	180989	208589505	DUN	207158085
181005	181005	208044004	DUN	207277968
181010	181010	208129390	DUN	244241787
181050	181050	208124216	DUN	240842443
181066	181066	209079316	DUN	200281667
181074	181074	208075196	DUN	250989647
181078	181078	208094414	DUN	202655049
181093	181093	208120359	DUN	247967545
181094	181094	208070195	DUN	248364572
181128	181128	208121831	DUN	248679438
181137	181137	208114089	DUN	205534386
181160	181160	208916303	DUN	200154177
181171	181171	208449877	DUN	205197853
181182	181182	208130548	DUN	244913166
181186	181186	208110054	DUN	202649369
181230	181230	208986925	DUN	244761537
181235	181235	208076437	DUN	251933941
181253	181253	208469986	DUN	203638788
181268	181268	208121688	DUN	248605255
181324	181324	208907613	DUN	242496243
181325	181325	208163382	DUN	243363962
181343	181343	208054378	DUN	240775259
181349	181349	208051892	DUN	240479357
181377	181377	208096675	DUN	240220822
181379	181379	208057025	DUN	241543300
181420	181420	208105902	DUN	246833300
181425	181425	208091456	DUN	258572791
181446	181446	208027867	DUN	202117651
181511	181511	208127742	DUN	243704785
181521	181521	208044045	DUN	200327661
181530	181530	209058220	DUN	248088820
181534	181534	208401023	DUN	208059886
181544	181544	208125495	DUN	241794429
181558	181558	208098227	DUN	244260894
181610	181610	208109821	DUN	202548400
181616	181616	208654425	DUN	203631762
181640	181640	208111400	DUN	203031133
181656	181656	208096445	DUN	209602150
181717	181717	208451745	DUN	209088137
181762	181762	208468264	DUN	203561519
181767	181767	208132023	DUN	245937623
181770	181770	208129492	DUN	244272428
181779	181779	208108083	DUN	200167603
181788	181788	208070986	DUN	248719593
181800	181800	208118759	DUN	247070456
181819	181819	208134561	DUN	257296587
181843	181843	208116490	DUN	209717693
181875	181875	208470451	DUN	203622154
181884	181884	208026889	DUN	201787558
181895	181895	208080216	DUN	253235246
181932	181932	208454567	DUN	244019170
181957	181957	208078403	DUN	252402581
181994	181994	208457319	DUN	248516804
182012	182012	208460335	DUN	255001596
182023	182023	208080759	DUN	253562888
182037	182037	208112511	DUN	203299669
182066	182066	208084399	DUN	254677651
182077	182077	208011984	DUN	209108000
182093	182093	208079904	DUN	253055800
182100	182100	208076189	DUN	251732954
182149	182149	208062266	DUN	243278202
182175	182175	209058391	DUN	244267261
182188	182188	208110240	DUN	202520292
182197	182197	208038487	DUN	205805802
182206	182206	208029144	DUN	202375622
182223	182223	208130770	DUN	245265264
182230	182230	208458146	DUN	250204088
182367	182367	208448984	DUN	203096433
182389	182389	208133213	DUN	254928984
182417	182417	208097156	DUN	241762392
182424	182424	208820665	DUN	202909214
182442	182442	209220203	DUN	201715195
182529	182529	208041363	DUN	206404027
182543	182543	208462089	DUN	258948264
182555	182555	209010534	DUN	247936797
182569	182569	208447670	DUN	201521429
182628	182628	208095924	DUN	207166435
182651	182651	208131563	DUN	245902523
182677	182677	208135134	DUN	257802405
182688	182688	208556732	DUN	203193599
182708	182708	208097386	DUN	242403629
182710	182710	208100455	DUN	248117756
182747	182747	208104020	DUN	202775011
182781	182781	208001441	DUN	207941469
182789	182789	208924234	DUN	202844085
182790	182790	208047233	DUN	208768119
182808	182808	208036915	DUN	205460053
182810	182810	208086194	DUN	255417040
182817	182817	208036817	DUN	205441827
182827	182827	208077079	DUN	252099346
182841	182841	208173746	DUN	241672716
182843	182843	208469640	DUN	203567615
182866	182866	208447111	DUN	200245434
182971	182971	208129656	DUN	244696907
183007	183007	208025304	DUN	201250466
183015	183015	208095981	DUN	207386350
183019	183019	208331502	DUN	247074078
183029	183029	208044026	DUN	207281556
183046	183046	208079910	DUN	253072870
183155	183155	208556640	DUN	203628615
183174	183174	208039128	DUN	205871150
183184	183184	208470009	DUN	205409600
183187	183187	208082845	DUN	254077654
183199	183199	208064655	DUN	243688772
183202	183202	208077792	DUN	252329487
183215	183215	208113207	DUN	205290708
183234	183234	208130905	DUN	245193672
183240	183240	208033006	DUN	203214981
183242	183242	208045191	DUN	207916925
183245	183245	208135797	DUN	259059590
183247	183247	208654374	DUN	203700745
183252	183252	208127673	DUN	243548422
183316	183316	208072347	DUN	249437138
183337	183337	208130298	DUN	250820800
183350	183350	208072369	DUN	249441080
183369	183369	208130154	DUN	244744454
183370	183370	208027761	DUN	202093456
183405	183405	208109111	DUN	201936957
183458	183458	208038791	DUN	207152948
183464	183464	208132991	DUN	254553134
183471	183471	208098932	DUN	244480211
183497	183497	208126421	DUN	249882049
183555	183555	208232328	DUN	203318761
183562	183562	208106378	DUN	249698259
183577	183577	208065941	DUN	249009754
183578	183578	208458812	DUN	251984530
183583	183583	208976907	DUN	202981585
183588	183588	208023593	DUN	200313976
183619	183619	208036023	DUN	205346575
183649	183649	208093796	DUN	259763571
183663	183663	208079599	DUN	252871835
183685	183685	208458479	DUN	251094256
183695	183695	208136308	DUN	259754794
183732	183732	208011361	DUN	246845940
183737	183737	208103726	DUN	255039109
183772	183772	208024128	DUN	200595242
183773	183773	208037256	DUN	205561314
183784	183784	208132310	DUN	253320642
183795	183795	208112836	DUN	204643428
183815	183815	209331595	DUN	245585174
183830	183830	208055599	DUN	241074137
183868	183868	208129142	DUN	244331547
183870	183870	208030786	DUN	202663790
183891	183891	208047898	DUN	209113323
183924	183924	208129606	DUN	252445937
183937	183937	208071484	DUN	249036641
183940	183940	208010916	DUN	255250334
183946	183946	208071847	DUN	249226945
183979	183979	208125976	DUN	242248144
184011	184011	208388283	DUN	242123852
184017	184017	209146955	DUN	207154456
184052	184052	208124777	DUN	241261986
184126	184126	208033341	DUN	203253302
184170	184170	208134894	DUN	257467274
184198	184198	208070142	DUN	248357287
184240	184240	208821072	DUN	203228916
184266	184266	208130771	DUN	245267430
184278	184278	208102321	DUN	255255895
184329	184329	208129458	DUN	250746232
184362	184362	208008019	DUN	205776961
184366	184366	208057355	DUN	241631535
184477	184477	208468392	DUN	246348494
184489	184489	208453631	DUN	242262392
184491	184491	208110974	DUN	202908612
184530	184530	208091802	DUN	258684729
184532	184532	208448965	DUN	203088364
184570	184570	208007043	DUN	202144155
184581	184581	208103926	DUN	202102794
184623	184623	208453168	DUN	241567465
184628	184628	208136777	DUN	259856560
184630	184630	208027890	DUN	202119264
184646	184646	208072711	DUN	249598475
184659	184659	208115729	DUN	207956512
184720	184720	208051957	DUN	240491154
184740	184740	208350123	DUN	203326020
184749	184749	208121269	DUN	248332348
184756	184756	208129070	DUN	244297370
184763	184763	209124324	DUN	245968693
184802	184802	208099483	DUN	245428594
184874	184874	208039274	DUN	205899839
184896	184896	208046552	DUN	208452123
184916	184916	208123183	DUN	249228693
184928	184928	208059548	DUN	242123003
184950	184950	208043315	DUN	207153565
184955	184955	208128987	DUN	244245044
184959	184959	208135529	DUN	258678903
184967	184967	208267856	DUN	203322078
184969	184969	208120239	DUN	252909148
184986	184986	208129771	DUN	244760104
185034	185034	208030033	DUN	202586207
185040	185040	208072790	DUN	249691106
185048	185048	208469577	DUN	243504404
185117	185117	208111330	DUN	203018486
185120	185120	208126926	DUN	253077168
185151	185151	208452665	DUN	240656954
185220	185220	208120439	DUN	247997948
185224	185224	208231865	DUN	200126460
185235	185235	208019461	DUN	253808885
185259	185259	208061281	DUN	242567402
185295	185295	208381754	DUN	203196522
185408	185408	208111099	DUN	202939257
185432	185432	208454827	DUN	244468351
185443	185443	208112721	DUN	204310010
185446	185446	208452667	DUN	240657374
185451	185451	208462850	DUN	247679959
185456	185456	208461656	DUN	258332154
185469	185469	208028418	DUN	202217824
185475	185475	208084159	DUN	254662133
185514	185514	208465847	DUN	203567693
185561	185561	208087530	DUN	256902230
185564	185564	208057606	DUN	241678945
185566	185566	208455760	DUN	245773226
185606	185606	208239602	DUN	202884391
185608	185608	208060661	DUN	242400146
185644	185644	208128884	DUN	244002742
185657	185657	208091796	DUN	258684059
185678	185678	208115078	DUN	207143467
185707	185707	208012629	DUN	252938881
185728	185728	202082488	DUN	202925491
185776	185776	208009376	DUN	243229648
185782	185782	208105696	DUN	245165311
185822	185822	208343997	DUN	244808924
185857	185857	208124611	DUN	249594862
185861	185861	208462030	DUN	258832195
185890	185890	208079189	DUN	252575410
185905	185905	208119376	DUN	247691504
185907	185907	208052391	DUN	240525514
185915	185915	208114194	DUN	205839868
185954	185954	208115859	DUN	208207915
186015	186015	208123306	DUN	240480017
186025	186025	208129872	DUN	244838061
186036	186036	208024220	DUN	201010977
186054	186054	208589071	DUN	253686562
186079	186079	208470934	DUN	258633903
186140	186140	208117724	DUN	246582196
186152	186152	208076064	DUN	251680864
186177	186177	208450198	DUN	205759694
186186	186186	208451240	DUN	207915567
186205	186205	208449480	DUN	203573605
186230	186230	208061423	DUN	242973964
186253	186253	208038056	DUN	205750271
186265	186265	208108222	DUN	200271906
186341	186341	208054099	DUN	240733787
186423	186423	208884191	DUN	244490954
186488	186488	208110926	DUN	202902599
186499	186499	208084409	DUN	254678055
186529	186529	209124887	DUN	205945251
186553	186553	208455317	DUN	245016964
186563	186563	208008471	DUN	208822981
186564	186564	208101919	DUN	253713432
186567	186567	208135059	DUN	257742010
186591	186591	208133542	DUN	255463085
186599	186599	208459277	DUN	252456272
186615	186615	208461750	DUN	258457931
186627	186627	208070754	DUN	248658452
186685	186685	208127882	DUN	250366445
186697	186697	208062373	DUN	243287864
186699	186699	208025287	DUN	201249807
186708	186708	208111984	DUN	203245527
186735	186735	208121949	DUN	248551975
186750	186750	208465372	DUN	201657850
186774	186774	208063211	DUN	243456196
186818	186818	208099871	DUN	246675029
186865	186865	208131394	DUN	245521229
186867	186867	208049737	DUN	209914766
186877	186877	208112366	DUN	203174953
186898	186898	208088432	DUN	257531715
186971	186971	208132168	DUN	253251912
187004	187004	208046073	DUN	208188461
187021	187021	208131696	DUN	245622191
187069	187069	208121844	DUN	248525391
187072	187072	208055019	DUN	240976055
187075	187075	208060921	DUN	242495799
187081	187081	208017399	DUN	202368072
187086	187086	208101532	DUN	252225453
187107	187107	208122196	DUN	248710977
187118	187118	208341956	DUN	244386061
187195	187195	208089443	DUN	207098088
187217	187217	208135389	DUN	258044663
187263	187263	208124555	DUN	249589227
187272	187272	208134459	DUN	257056759
187322	187322	208028220	DUN	202169921
187328	187328	208063663	DUN	243526043
187341	187341	208114593	DUN	206428380
187405	187405	208567069	DUN	202773727
187427	187427	208556681	DUN	241868959
187430	187430	208106987	DUN	200314925
187442	187442	208111075	DUN	202925806
187454	187454	208970729	DUN	245659581
187541	187541	208025463	DUN	201261828
187559	187559	208469911	DUN	201181451
187573	187573	208063291	DUN	243470338
187581	187581	208100983	DUN	249359886
187588	187588	208105536	DUN	243948762
187595	187595	208449507	DUN	203575931
187604	187604	208032429	DUN	202970179
187610	187610	208032873	DUN	203194084
187635	187635	208121784	DUN	248517216
187687	187687	209172551	DUN	203568811
187757	187757	208108698	DUN	201656266
187790	187790	208043190	DUN	207145454
187840	187840	208470044	DUN	206276052
187879	187879	208083776	DUN	254552417
187909	187909	209036551	DUN	200171064
187920	187920	208134219	DUN	256324930
187954	187954	208033991	DUN	203548321
187969	187969	208449724	DUN	204501985
187995	187995	208126704	DUN	243215712
188003	188003	208128824	DUN	243952301
188008	188008	208069263	DUN	247690720
188033	188033	208074828	DUN	250764198
188034	188034	208011803	DUN	252009402
188074	188074	208057649	DUN	241690726
188084	188084	208820801	DUN	243925505
188105	188105	209110918	DUN	203317458
188116	188116	208114836	DUN	206956000
188126	188126	208024952	DUN	201171738
188220	188220	208073432	DUN	250187549
188251	188251	208123098	DUN	240491410
188253	188253	208024228	DUN	201011280
188255	188255	208123296	DUN	240469705
188267	188267	208294558	DUN	255359416
188272	188272	208123810	DUN	240656491
188274	188274	209058973	DUN	201188033
188283	188283	208459622	DUN	253111066
188346	188346	209192100	DUN	203631957
188372	188372	208090505	DUN	258372085
188386	188386	208109790	DUN	202238408
188447	188447	208123964	DUN	249357831
188470	188470	208119878	DUN	247741577
188603	188603	208117796	DUN	246625219
188607	188607	208091484	DUN	258585298
188658	188658	208066033	DUN	244338083
188696	188696	209411995	DUN	200104571
188701	188701	208134974	DUN	257575209
188729	188729	208121219	DUN	248287005
188740	188740	208388520	DUN	258870484
188746	188746	208123635	DUN	249399184
188747	188747	208070194	DUN	248364432
188767	188767	208029911	DUN	202557091
188843	188843	208073527	DUN	250220779
188852	188852	208134276	DUN	256837022
188860	188860	208821261	DUN	202706842
188875	188875	208051526	DUN	240219980
188895	188895	209200476	DUN	244260084
188992	188992	208462404	DUN	259804990
189057	189057	208064339	DUN	243638793
189124	189124	208060944	DUN	242498892
189128	189128	208111641	DUN	203141296
189130	189130	208104981	DUN	243412587
189148	189148	208036888	DUN	205456176
189158	189158	208116223	DUN	208840611
189368	189368	208221744	DUN	257654017
189373	189373	208151182	DUN	241644058
189397	189397	208066616	DUN	245010061
189417	189417	208111377	DUN	202921441
189497	189497	209031922	DUN	208729223
189526	189526	208093789	DUN	259762805
189535	189535	208103220	DUN	249032327
189544	189544	208100984	DUN	249359894
189548	189548	208117341	DUN	246441617
189579	189579	208063150	DUN	243446015
189582	189582	208078453	DUN	252403514
189626	189626	208111164	DUN	202880902
189659	189659	208041977	DUN	206573763
189688	189688	208054227	DUN	240748421
189724	189724	208455655	DUN	245586933
189725	189725	208025483	DUN	201262644
189731	189731	208101076	DUN	249456989
189816	189816	208129999	DUN	250759271
189825	189825	208133446	DUN	255028128
189829	189829	208068148	DUN	246677215
189834	189834	208105709	DUN	245229237
189851	189851	208103880	DUN	201784068
189910	189910	208120684	DUN	252007547
189932	189932	208122189	DUN	248709748
189938	189938	208469018	DUN	242512837
190015	190015	208110303	DUN	202707527
190041	190041	208034818	DUN	205107852
190053	190053	208117178	DUN	246489199
190098	190098	208069354	DUN	247881147
190108	190108	208060682	DUN	242401664
190170	190170	208105777	DUN	246017008
190189	190189	209058725	DUN	
190194	190194	208127274	DUN	243394165
190202	190202	208131620	DUN	245913657
190207	190207	208070205	DUN	248366023
190248	190248	208089298	DUN	257816330
190259	190259	208455098	DUN	244748182
190277	190277	208103411	DUN	207650813
190313	190313	208901352	DUN	207917852
190399	190399	208125824	DUN	242400211
190407	190407	208124545	DUN	241172480
190408	190408	208082783	DUN	254007974
190419	190419	208099093	DUN	244752168
190427	190427	208654041	DUN	202231242
190437	190437	208106346	DUN	249445206
190445	190445	208089475	DUN	257894816
190446	190446	208135465	DUN	258597467
190463	190463	208462037	DUN	258858125
190544	190544	208470445	DUN	242861781
190558	190558	208081483	DUN	253715619
190612	190612	208986926	DUN	242844227
190663	190663	208466841	DUN	240837075
190670	190670	208048417	DUN	209458566
190678	190678	208087996	DUN	257372508
190682	190682	208456421	DUN	246984553
190778	190778	208048203	DUN	209224968
190785	190785	208119206	DUN	251855347
190843	190843	208128202	DUN	243756272
190903	190903	208127020	DUN	243221707
190934	190934	208125148	DUN	249634036
191027	191027	208054649	DUN	240835632
191091	191091	208128249	DUN	250402067
191099	191099	208113272	DUN	205174204
191109	191109	208234542	DUN	201230641
191129	191129	208556550	DUN	200151932
191141	191141	208135619	DUN	258884493
191154	191154	208452941	DUN	241038996
191166	191166	208112577	DUN	203710061
191243	191243	208028689	DUN	202254215
191282	191282	208006547	DUN	240843730
191289	191289	208589449	DUN	242336404
191335	191335	208103619	DUN	251047643
191357	191357	208086072	DUN	255339723
191385	191385	208133003	DUN	254567548
191422	191422	208081082	DUN	253627400
191428	191428	208117858	DUN	246820851
191439	191439	208072632	DUN	249589078
191466	191466	208127106	DUN	243257453
191487	191487	208071815	DUN	249222555
191524	191524	208088533	DUN	257559641
191539	191539	208126082	DUN	242267172
191546	191546	208110739	DUN	202830209
191562	191562	208127441	DUN	243569386
191569	191569	208010875	DUN	203299466
191584	191584	208062231	DUN	243271223
191589	191589	208127705	DUN	250331589
191636	191636	208118836	DUN	247365849
191665	191665	208114919	DUN	207000873
191686	191686	208451949	DUN	209623701
191714	191714	208135842	DUN	258572627
191743	191743	208077008	DUN	252013826
191812	191812	208054489	DUN	240805325
191856	191856	208107762	DUN	200217396
191866	191866	208449406	DUN	203330071
191868	191868	209192095	DUN	209976372
191871	191871	208001721	DUN	207629999
191872	191872	208114457	DUN	206647773
191884	191884	208048889	DUN	209619576
191904	191904	208338397	DUN	200160927
191917	191917	208072646	DUN	249590878
191925	191925	208449907	DUN	205270213
191931	191931	208455231	DUN	244930710
191935	191935	208449281	DUN	203300074
191993	191993	208028378	DUN	202214391
192045	192045	208011358	DUN	245905203
192063	192063	208448828	DUN	202977760
192132	192132	208101009	DUN	249413915
192133	192133	208123118	DUN	249161188
192136	192136	208102209	DUN	254850795
192159	192159	208820810	DUN	200283991
192192	192192	208026848	DUN	201766198
192250	192250	208088024	DUN	257378901
192272	192272	208567079	DUN	202905733
192312	192312	209198748	DUN	246797570
192330	192330	208905536	DUN	201550361
192338	192338	208023049	DUN	200257843
192342	192342	208094835	DUN	202136847
192390	192390	208115360	DUN	207622838
192448	192448	208009233	DUN	246764799
192454	192454	208833134	DUN	242127269
192477	192477	208130762	DUN	245262279
192517	192517	208044118	DUN	207298584
192527	192527	208095992	DUN	207605015
192606	192606	208028201	DUN	202164638
192620	192620	208108749	DUN	201524167
192625	192625	208470954	DUN	253235022
192653	192653	208130388	DUN	245088708
192656	192656	208115124	DUN	207511932
192701	192701	208001257	DUN	207907650
192705	192705	208469714	DUN	240904933
192756	192756	208470824	DUN	203319934
192765	192765	208949280	DUN	245419333
192775	192775	208108641	DUN	201252959
192814	192814	208038035	DUN	205748226
192826	192826	208072391	DUN	249444209
192856	192856	208106501	DUN	252114566
192889	192889	208043269	DUN	245006382
192987	192987	208066904	DUN	245283999
192998	192998	209058864	DUN	257195326
193004	193004	208100160	DUN	247138720
193022	193022	208060369	DUN	242276442
193108	193108	208103295	DUN	200221344
193120	193120	208104093	DUN	202897120
193140	193140	208113293	DUN	205404684
193183	193183	208125889	DUN	242127244
193200	193200	208128740	DUN	243931537
193227	193227	208347276	DUN	202943408
193229	193229	208001136	DUN	248955288
193312	193312	209058174	DUN	203329776
193327	193327	208457227	DUN	248366999
193349	193349	208107071	DUN	203809181
193366	193366	208057418	DUN	241637912
193376	193376	208089295	DUN	257816041
193389	193389	208446780	DUN	200042013
193474	193474	208027382	DUN	201942869
193496	193496	208890434	DUN	
193500	193500	208589293	DUN	252225610
193574	193574	208126679	DUN	242973048
193604	193604	208317380	DUN	203671412
193638	193638	208135095	DUN	257768452
193649	193649	208028858	DUN	202298667
193658	193658	208115344	DUN	207609280
193685	193685	208026342	DUN	201658411
193707	193707	208133467	DUN	254696321
193709	193709	208100025	DUN	246783471
193763	193763	208107332	DUN	250906906
193764	193764	208129495	DUN	244273392
193781	193781	208102925	DUN	259119675
193809	193809	208126081	DUN	242267123
193810	193810	208461340	DUN	257664065
193812	193812	208455605	DUN	245458943
193863	193863	208107319	DUN	248912896
193883	193883	208589049	DUN	203703939
193900	193900	208057623	DUN	241685189
193916	193916	208109465	DUN	202524674
193919	193919	208119109	DUN	247520054
193984	193984	208080035	DUN	253097463
194002	194002	208070902	DUN	248710345
194021	194021	208052421	DUN	240527171
194031	194031	208112468	DUN	203229237
194065	194065	208452912	DUN	241015028
194071	194071	208039095	DUN	205869238
194125	194125	208137983	DUN	205969152
194146	194146	208031958	DUN	202861923
194157	194157	208105549	DUN	244032835
194241	194241	208125656	DUN	249796533
194265	194265	208466142	DUN	256366837
194292	194292	208105433	DUN	243895815
194298	194298	208109805	DUN	202547357
194305	194305	208312393	DUN	247681807
194418	194418	209131713	DUN	209261671
194429	194429	208012812	DUN	242945038
194444	194444	208454938	DUN	244606513
194488	194488	208108696	DUN	201273229
194522	194522	208063884	DUN	243553398
194529	194529	208006518	DUN	208563304
194535	194535	208119193	DUN	247603264
194572	194572	208058928	DUN	242049026
194579	194579	208105196	DUN	243672297
194581	194581	208067360	DUN	245708193
194622	194622	208116179	DUN	208570358
194633	194633	208654445	DUN	245478383
194647	194647	208044048	DUN	207285714
194675	194675	208111516	DUN	202978557
194699	194699	208654472	DUN	209250687
194700	194700	208070396	DUN	248574477
194706	194706	208589021	DUN	203705764
194718	194718	208134855	DUN	257917299
194746	194746	208104562	DUN	207268744
194755	194755	208018297	DUN	240987896
194763	194763	208110769	DUN	202857749
194837	194837	208450903	DUN	207124376
194840	194840	208079143	DUN	252570866
194853	194853	208024183	DUN	200998966
194950	194950	208094350	DUN	200201189
194990	194990	208450937	DUN	207145751
195001	195001	208104367	DUN	203235671
195017	195017	208012723	DUN	245169495
195021	195021	208090388	DUN	258349901
195041	195041	208002840	DUN	246764518
195068	195068	208300461	DUN	255247439
195076	195076	208078910	DUN	252456827
195103	195103	208050069	DUN	209968957
195112	195112	208654341	DUN	202921045
195122	195122	208447466	DUN	201158313
195139	195139	209036592	DUN	203563200
195149	195149	209174941	DUN	255091360
195156	195156	208452666	DUN	240657317
195167	195167	208095278	DUN	203213751
195204	195204	208092565	DUN	244107384
195208	195208	208124624	DUN	241215396
195234	195234	209174339	DUN	202532909
195250	195250	208470132	DUN	246811897
195284	195284	208110989	DUN	202909719
195294	195294	208346690	DUN	203331582
195306	195306	208134810	DUN	257392696
195314	195314	208011987	DUN	242175792
195339	195339	208063705	DUN	243530818
195377	195377	208056154	DUN	241254692
195378	195378	208057545	DUN	241654255
195399	195399	208068622	DUN	247109788
195418	195418	208452431	DUN	240500926
195451	195451	208053524	DUN	240654769
195467	195467	208111862	DUN	203026935
195494	195494	208136172	DUN	259073591
195509	195509	208133464	DUN	255348260
195510	195510	208129510	DUN	244279324
195522	195522	208891745	DUN	
195529	195529	208986939	DUN	244473463
195561	195561	208093427	DUN	259569853
195579	195579	208132204	DUN	253569867
195678	195678	208134508	DUN	257112263
195680	195680	208136541	DUN	259919053
195727	195727	208028925	DUN	202317467
195740	195740	208117546	DUN	246508605
195742	195742	209412135	DUN	203708719
195831	195831	208033107	DUN	203224410
195922	195922	208453661	DUN	242288376
195953	195953	208098095	DUN	243908246
195962	195962	208134796	DUN	257254362
195972	195972	208105487	DUN	243908683
196032	196032	208930934	DUN	203740873
196036	196036	208104844	DUN	242261410
196045	196045	207070202	DUN	205556657
196060	196060	208064571	DUN	243685729
196079	196079	208125167	DUN	241564116
196105	196105	208131849	DUN	246079367
196140	196140	208328927	DUN	248464377
196150	196150	208124488	DUN	241143408
196209	196209	208122125	DUN	248651788
196240	196240	208109651	DUN	202543138
196247	196247	208133193	DUN	254894710
196258	196258	208130865	DUN	245157672
196298	196298	208022443	DUN	200131188
196323	196323	208110082	DUN	202656476
196325	196325	208114219	DUN	206177300
196381	196381	208100232	DUN	247433600
196421	196421	208022883	DUN	200244999
196478	196478	208123928	DUN	249474474
196482	196482	208107527	DUN	200030018
196489	196489	208102782	DUN	258275486
196554	196554	208109767	DUN	202224432
196571	196571	208093428	DUN	259571883
196592	196592	208135671	DUN	258409358
196610	196610	208130787	DUN	245124248
196619	196619	208102147	DUN	254676208
196655	196655	208022462	DUN	200135171
196677	196677	208054918	DUN	240939822
196703	196703	208567108	DUN	203707989
196717	196717	208654576	DUN	241736776
196751	196751	208043209	DUN	207146460
196778	196778	208453517	DUN	242109135
196787	196787	208116170	DUN	208757823
196788	196788	209357790	DUN	245593194
196814	196814	208468149	DUN	203558853
196849	196849	208034488	DUN	204186985
196888	196888	208047602	DUN	208880708
196905	196905	208306112	DUN	203315411
196906	196906	208453918	DUN	243032971
196928	196928	209077496	DUN	244430521
196954	196954	208072722	DUN	249599812
197000	197000	208453949	DUN	243126922
197023	197023	208110224	DUN	202672994
197053	197053	208037762	DUN	205711299
197059	197059	208119240	DUN	247631331
197073	197073	208132813	DUN	254124233
197095	197095	208096146	DUN	208209036
197147	197147	208068155	DUN	246679195
197170	197170	208082698	DUN	253938039
197171	197171	208094120	DUN	259901304
197192	197192	208130902	DUN	245186635
197201	197201	208049019	DUN	209721760
197240	197240	208095493	DUN	205346500
197278	197278	208448346	DUN	202618372
197292	197292	208100832	DUN	249012436
197363	197363	208073210	DUN	250026846
197496	197496	208110355	DUN	202711842
197508	197508	208103668	DUN	252449863
197510	197510	208129157	DUN	244336897
197523	197523	208035058	DUN	205172518
197544	197544	208115845	DUN	208001854
197597	197597	208088467	DUN	257540641
197625	197625	208456292	DUN	246762884
197639	197639	208022545	DUN	200150568
197670	197670	208447678	DUN	201589384
197686	197686	208121165	DUN	253089627
197709	197709	208043006	DUN	207124806
197716	197716	208026882	DUN	201782815
197725	197725	208042999	DUN	207124681
197744	197744	208821083	DUN	242345275
197790	197790	208024613	DUN	201049553
197814	197814	208033934	DUN	203400481
197837	197837	208028663	DUN	202243569
197844	197844	208129965	DUN	252444443
197896	197896	208024326	DUN	201019895
197910	197910	208454669	DUN	244187774
197955	197955	208451396	DUN	208069117
197960	197960	208050279	DUN	240007497
197976	197976	209058347	DUN	203813063
198068	198068	208111695	DUN	203161849
198124	198124	208110390	DUN	202714317
198147	198147	208456592	DUN	247359172
198150	198150	208453377	DUN	241967624
198188	198188	208067376	DUN	245805718
198197	198197	208042170	DUN	206957966
198232	198232	208589521	DUN	203705355
198253	198253	208123789	DUN	240643119
198258	198258	208066623	DUN	245011853
198341	198341	208128828	DUN	244190232
198359	198359	208023616	DUN	200314727
198400	198400	208124769	DUN	241258131
198487	198487	209264496	DUN	209427207
198513	198513	208109745	DUN	202200598
198541	198541	209059246	DUN	203814939
198548	198548	208051701	DUN	240451448
198563	198563	208024650	DUN	201055915
198577	198577	208069872	DUN	248149254
198596	198596	208105429	DUN	243895740
198617	198617	208114157	DUN	206109282
198633	198633	208119025	DUN	252573084
198636	198636	208059227	DUN	242085616
198661	198661	208133730	DUN	255418923
198667	198667	209058699	DUN	
198674	198674	208453737	DUN	242437390
198771	198771	208063550	DUN	243516130
198794	198794	208035898	DUN	205331072
198818	198818	208456236	DUN	246605179
198828	198828	208010959	DUN	201122806
198852	198852	208136097	DUN	258794945
198864	198864	208037899	DUN	205737518
198893	198893	208113847	DUN	205812746
198905	198905	208078610	DUN	252407267
198925	198925	208132064	DUN	246096270
198938	198938	208023652	DUN	200326812
198953	198953	208130275	DUN	244784174
198954	198954	208567078	DUN	202922746
198976	198976	208111264	DUN	202894192
198979	198979	208120297	DUN	247943918
199004	199004	208117219	DUN	246359798
199052	199052	208466483	DUN	248151615
199167	199167	208051712	DUN	240452099
199186	199186	208017670	DUN	205558856
199224	199224	208042118	DUN	206933710
